predicate,argument,sentence 1,sub-fit score 1,sentence 2,sub-fit score 2,sentence 3,sub-fit score 3,sentence 4,sub-fit score 4,sentence 5,sub-fit score 5,actual_fit,exp_fit
wash,lake,Wash the dishes in the lake.,0.5,Wash the car in the lake.,0.8,Wash the clothes in the lake.,0.5,Wash the dog in the lake.,0.8,Wash the cat in the lake.,0.5,4,0.62
wash,bathroom,Wash the bathroom.,1.0,Wash the bathroom floor.,0.8,Wash the bathroom sink.,0.8,Wash the bathroom toilet.,0.8,Wash the bathroom mirror.,0.5,7,0.78
wash,laundromat,I went to the laundromat to wash my clothes.,0.5,The laundromat wash my clothes for me.,0.5,I washed my clothes at the laundromat.,0.8,The laundromat washed my clothes.,0.5,I washed my clothes at the laundromat.,0.8,4.9,0.62
wash,puddle,The puddle washed away.,0.8,The puddle washed off the ground.,0.5,,0.8,The puddle washed the mud off.,0.5,,0.8,1.2,0.68
wash,pool,Wash the pool,1.0,Wash the pool with soap,1.0,Wash the pool with water,1.0,Wash the pool with a hose,1.0,Wash the pool with a sponge,1.0,2.5,1.0
wash,factory,The factory washed the clothes.,0.5,The clothes washed in the factory.,0.8,The factory washed the clothes in the river.,0.5,The clothes washed in the factory by the river.,0.5,,0.5,2.5,0.56
wash,hospital,,0.0,,0.0,,0.0,,0.0,,0.0,5.6,0.0
run,house,The dog ran around the house.,0.8,The cat ran through the house.,0.8,The rabbit ran in the house.,0.8,The horse ran over the house.,0.5,The elephant ran under the house.,0.5,2.8,0.68
run,track,The runner ran on the track.,1.0,The track runner ran.,0.5,The runner ran on the track.,1.0,The track runner ran.,0.5,The runner ran on the track.,1.0,6.9,0.8
run,treadmill,I ran on the treadmill for 30 minutes.,1.0,The treadmill ran under my feet as I jogged.,0.75,The treadmill was my location as I ran.,0.8,I ran on the treadmill to get in shape.,0.8,The treadmill was my destination as I ran.,0.5,6.8,0.77
run,gymnasium,I ran to the gymnasium to exercise.,0.8,The gymnasium was my destination when I ran.,0.8,I ran to the gymnasium to play basketball.,0.8,The gymnasium was my starting point when I ran.,0.8,I ran to the gymnasium to get a drink of water.,0.5,6.4,0.74
run,sidewalk,The runner ran on the sidewalk.,1.0,The sidewalk was the location where the runner ran.,1.0,The runner ran on the sidewalk at night.,0.8,The sidewalk was the location where the runner ran at night.,0.8,The runner ran on the sidewalk in the rain.,0.8,5.5,0.88
run,road,The dog ran down the road.,0.8,The runner ran down the road.,0.8,The car ran down the road.,0.8,The horse ran down the road.,0.8,The person ran down the road.,0.8,5.2,0.8
run,restaurant,I ran to the restaurant to grab a bite to eat.,0.75,The restaurant was a great place to run errands.,0.5,I ran to the restaurant to pick up my order.,0.75,The restaurant was a popular spot to run into friends.,0.5,I ran to the restaurant to grab a drink before the show.,0.5,1.3,0.6
fish,ocean,The fish swam in the ocean.,1.0,The ocean was home to many fish.,0.8,The fish were found in the ocean.,1.0,The ocean was a habitat for fish.,1.0,The fish were abundant in the ocean.,1.0,6.4,0.96
fish,lake,The fish swam in the lake.,1.0,The lake was home to many fish.,0.8,The fish were caught in the lake.,1.0,The lake was a popular spot for fishing.,0.8,The lake was a haven for fish.,1.0,6.8,0.92
fish,pool,The fish swam in the pool.,1.0,The pool was filled with fish.,0.8,The fish were swimming in the pool.,1.0,The pool was a habitat for fish.,1.0,The fish were living in the pool.,1.0,1.1,0.96
fish,puddle,The fish swam in the puddle.,0.8,The puddle was home to many fish.,0.8,The fish were attracted to the puddle.,0.8,The puddle was a haven for fish.,0.8,The fish were found in the puddle.,0.8,1,0.8
fish,pond,The fish swam in the pond.,1.0,The pond was home to many fish.,0.8,The fish were swimming in the pond.,1.0,The pond was a habitat for fish.,1.0,The fish were found in the pond.,1.0,5,0.96
fish,river,The fish swam in the river.,1.0,The river was home to many fish.,0.8,The fish were caught in the river.,1.0,The river was a popular spot for fishing.,0.8,The fish were a vital part of the river's ecosystem.,0.8,6.2,0.88
fish,swamp,The fish swam in the swamp.,1.0,The swamp was home to many fish.,0.8,The fish were found in the swamp.,0.8,The swamp was a haven for fish.,1.0,The fish were abundant in the swamp.,1.0,2.5,0.92
weigh,supermarket,The supermarket weighs 1000 kg.,1.0,The supermarket weighs 1000 pounds.,1.0,The supermarket weighs 1000 tons.,1.0,The supermarket weighs 1000 metric tons.,1.0,The supermarket weighs 1000 kilograms.,1.0,6.7,1.0
weigh,bathroom,The bathroom weighs 100 pounds.,0.8,The bathroom weighs 200 pounds.,0.8,The bathroom weighs 300 pounds.,1.0,The bathroom weighs 400 pounds.,1.0,The bathroom weighs 500 pounds.,1.0,6.4,0.92
weigh,gymnasium,The gymnasium weighs 1000 kg.,0.5,The gymnasium weighs 1000 pounds.,0.5,The gymnasium weighs 1000 kilograms.,0.5,The gymnasium weighs 1000 metric tons.,0.5,The gymnasium weighs 1000 tons.,0.5,5.7,0.5
weigh,hospital,The hospital weighs 100 tons.,0.8,,0.8,,0.8,The hospital weighs 100 metric tons.,0.5,,0.8,5.5,0.74
weigh,restaurant,,0.0,,0.0,,0.0,,0.0,,0.0,3.6,0.0
weigh,sauna,The sauna weighs heavily on my shoulders.,0.8,The sauna weighs a ton.,0.8,The sauna is a heavy burden.,0.8,The sauna is a weighty issue.,0.8,The sauna is a heavy responsibility.,0.8,2.5,0.8
weigh,bar,The bar weighs 100 pounds.,1.0,The bar weighs 100 pounds on the scale.,1.0,The bar weighs 100 pounds on the scale in the kitchen.,0.8,,0.5,,0.5,1.6,0.76
weigh,classroom,The classroom weighed heavily on my shoulders.,0.8,The classroom was a heavy burden for me to carry.,0.5,The classroom was a weight on my mind.,0.5,The classroom was a heavy responsibility for me.,0.8,The classroom was a heavy load for me to bear.,0.75,2.6,0.67
weigh,delicatessen,The delicatessen weighed heavily on my mind.,0.75,The delicatessen weighed heavily on my plate.,0.5,The delicatessen weighed heavily on my stomach.,0.5,The delicatessen weighed heavily on my heart.,0.5,The delicatessen weighed heavily on my soul.,0.5,6.3,0.55
rescue,lake,The rescue team rescued the stranded hikers from the lake.,0.5,The rescue team rescued the lost dog from the lake.,0.8,The rescue team rescued the drowning swimmer from the lake.,0.8,The rescue team rescued the stranded sailboat from the lake.,0.75,The rescue team rescued the stranded ship from the lake.,0.75,5.9,0.72
rescue,tree,The firefighters rescued the tree from the burning building.,0.8,The tree was rescued from the flood by the rescue team.,1.0,The tree was rescued from the forest fire by the wildlife rescue service.,1.0,The tree was rescued from the drought by the conservationists.,1.0,The tree was rescued from the storm by the emergency services.,1.0,4.8,0.96
rescue,house,The firefighters rescued the house from the burning building.,1.0,The police rescued the house from the flood.,1.0,The rescue team rescued the house from the earthquake.,1.0,The firefighters rescued the house from the fire.,1.0,The police rescued the house from the robbery.,1.0,4.9,1.0
rescue,park,The firefighters rescued the park ranger from the burning building.,0.0,,1.0,,1.0,,1.0,,1.0,3.9,0.8
rescue,cave,The rescue team rescued the trapped people from the cave.,0.8,The cave was rescued by the rescue team.,0.8,The rescue team rescued the people from the cave.,0.8,The cave was rescued by the rescue team.,0.8,The rescue team rescued the people from the cave.,0.8,3.8,0.8
rescue,mine,The mine was rescued by the rescue team.,1.0,The rescue team rescued the mine.,0.5,The mine was rescued by the rescue team at the mine site.,1.0,The rescue team rescued the mine at the mine site.,0.8,The mine was rescued by the rescue team at the mine site after a long and difficult rescue operation.,1.0,4.4,0.86
rescue,ocean,The rescue team was sent to the ocean to save the stranded sailors.,0.8,The rescue mission was launched from the ocean to retrieve the lost submarine.,0.8,The rescue boat was sent to the ocean to retrieve the survivors of the shipwreck.,0.8,The rescue team was deployed to the ocean to search for the missing hikers.,0.8,The rescue helicopter was sent to the ocean to rescue the stranded fishermen.,0.8,4.8,0.8
rescue,battlefield,The rescue team was sent to the battlefield to retrieve the survivors.,1.0,The rescue operation was conducted on the battlefield to save the hostages.,0.8,The rescue mission was launched from the battlefield to retrieve the stranded sailors.,0.8,The rescue team was deployed to the battlefield to rescue the trapped miners.,0.8,The rescue helicopters were sent to the battlefield to rescue the stranded hikers.,0.8,6,0.84
rescue,prison,The police rescued the prisoners from the prison.,1.0,,1.0,,1.0,,1.0,,1.0,2.8,1.0
exercise,car,,0.0,,0.0,The car's engine exercises in the garage.,0.5,The car's engine exercises in the driveway.,0.5,The car exercises its engine in the garage.,0.5,1.4,0.3
exercise,gymnasium,I exercise at the gymnasium every morning.,1.0,The gymnasium is where I exercise.,1.0,I go to the gymnasium to exercise.,0.8,I exercise at the gymnasium to get in shape.,0.8,I exercise at the gymnasium to improve my physical fitness.,0.8,7,0.88
exercise,house,I exercise in the house.,0.8,,0.5,The house is where I exercise.,1.0,I exercise in the house every day.,0.8,The house is where I exercise regularly.,1.0,5.1,0.82
exercise,school,The school exercises in the gym.,0.5,The gym exercises in the school.,0.5,The school exercises in the classroom.,0.5,The classroom exercises in the school.,0.5,The school exercises in the playground.,0.5,4.9,0.5
exercise,track,I exercise on the track.,0.8,The track is where I exercise.,1.0,I exercise on the track at the gym.,0.8,The track is where I exercise at the gym.,0.8,I exercise on the track at the park.,0.8,6.9,0.84
exercise,stadium,Exercise in the stadium,0.8,Exercise at the stadium,1.0,Exercise on the stadium,0.8,Exercise in the stadium's field,0.75,Exercise on the stadium's field,0.75,4.4,0.82
exercise,campground,I went to the campground to exercise.,0.8,The campground was a great place to exercise.,1.0,I exercised at the campground for hours.,0.8,The campground was a great place to get some exercise.,0.8,I went to the campground to get some exercise in.,0.75,3.5,0.83
study,mall,I studied at the mall.,0.8,The mall is where I studied.,1.0,I studied at the mall for a long time.,0.8,I studied at the mall for a semester.,0.8,I studied at the mall for a year.,0.8,1.6,0.84
study,library,I study at the library.,1.0,The library is where I study.,1.0,I study in the library.,1.0,The library is where I do my homework.,1.0,I study in the library every day.,1.0,6.9,1.0
study,bank,I studied at the bank.,0.8,The bank studied the financial market.,0.5,The bank's study of the financial market was thorough.,0.8,The study of the financial market by the bank was thorough.,0.8,The bank's study of the financial market was thorough and comprehensive.,0.8,1.5,0.74
study,gymnasium,I study at the gymnasium.,1.0,The gymnasium is where I study.,1.0,I study in the gymnasium.,1.0,The gymnasium is where I do my homework.,1.0,I study in the gymnasium every day.,1.0,2.1,1.0
study,car,I studied the car in the garage.,0.5,The car was studied in the laboratory.,0.5,The car was studied in the library.,0.5,The car was studied in the park.,0.5,The car was studied in the forest.,0.5,2.5,0.5
study,office,I study in the office.,1.0,The office is where I study.,1.0,I study in the office every day.,1.0,I study in the office for hours.,0.8,I study in the office to pass my exams.,0.8,4.4,0.92
study,bedroom,I study in my bedroom.,1.0,She studies in the bedroom.,1.0,He studies in the bedroom.,1.0,They study in the bedroom.,1.0,We study in the bedroom.,1.0,5.8,1.0
study,dormitory,I study in the dormitory.,1.0,The dormitory is where I study.,1.0,I study in the dormitory at night.,1.0,I study in the dormitory during the day.,1.0,I study in the dormitory for hours.,1.0,5.7,1.0
study,classroom,I studied in the classroom.,1.0,The classroom was where I studied.,1.0,I studied in the classroom for three hours.,1.0,I studied in the classroom with my friends.,0.8,I studied in the classroom for my exam.,0.8,6.2,0.92
escape,hospital,The patient escaped from the hospital.,1.0,,0.8,,0.8,,0.8,,0.8,3.4,0.84
escape,prison,The prisoner escaped from prison.,1.0,The fugitive escaped to freedom.,0.5,,1.0,,1.0,,1.0,4.3,0.9
escape,school,The school escaped from the burning building.,0.8,The school escaped to the safety of the nearby forest.,0.5,The school escaped to a nearby town.,0.8,The school escaped to a nearby city.,0.8,The school escaped to a nearby country.,0.8,3.5,0.74
escape,resort,The escape route was a narrow alleyway that led to the roof.,0.5,The resort was a popular destination for those looking to escape the city.,0.8,The escape pod was designed to take the crew to safety in case of an emergency.,0.5,The resort was a popular destination for those looking to escape the heat of the city.,0.8,The escape route was a secret path that only a few people knew about.,0.5,2.7,0.62
escape,gymnasium,The thief escaped from the gymnasium.,0.8,The burglar escaped through the gymnasium.,0.5,The criminal escaped out of the gymnasium.,0.8,The criminal escaped through the gymnasium.,0.75,The criminal escaped out of the gymnasium.,0.8,2.3,0.73
escape,campground,The group of friends escaped from the campground by hiking through the woods.,0.8,The escaped prisoners were able to find shelter in the nearby campground.,0.8,The campground was the perfect place for the group to escape from the storm.,1.0,The campground was the only place where the group could find safety from the dangerous situation.,0.8,The group was able to escape from the campground by using the nearby river as a means of transportation.,0.8,2.5,0.84
deposit,library,Deposit the book in the library.,1.0,Deposit the book in the library's collection.,0.8,Deposit the book in the library's storage room.,0.75,Deposit the book in the library's archives.,0.75,Deposit the book in the library's reading room.,0.75,4.7,0.81
deposit,bank,I deposited the money into the bank account.,1.0,The bank deposited the money into my account.,0.8,The bank deposited the money into the account.,0.8,I deposited the money into the bank.,1.0,The bank deposited the money into the account.,0.8,7,0.88
deposit,hospital,Deposit the hospital's funds in the bank.,0.5,Deposit the hospital's money in the bank.,0.5,Deposit the hospital's assets in the bank.,0.5,Deposit the hospital's funds in a safe place.,0.5,Deposit the hospital's money in a safe place.,0.5,3.4,0.5
deposit,store,I deposited the money in the bank account.,0.5,The money was deposited in the bank account.,1.0,The bank account was deposited with the money.,0.5,The money was deposited in the bank.,1.0,The bank was deposited with the money.,0.5,3.2,0.7
deposit,instabank,Deposit the money in the instabank.,0.8,Deposit the funds in the instabank.,0.8,Deposit the cash in the instabank.,0.8,Deposit the coins in the instabank.,0.8,Deposit the bills in the instabank.,0.8,6.2,0.8
deposit,hotel,I deposited the money in the hotel's safe.,0.75,The hotel deposited the money in the safe.,0.8,The safe deposit box was located in the hotel.,0.8,The hotel's safe deposit box was located in the hotel.,0.8,The hotel's safe deposit box was located in the hotel's lobby.,0.8,4.2,0.79
deposit,kitchen,I deposited the money in the kitchen.,0.8,The money was deposited in the kitchen.,0.8,The kitchen was the location where the money was deposited.,0.8,The money was deposited in the kitchen by me.,1.0,I deposited the money in the kitchen by myself.,0.8,2.3,0.84
mourn,party,The party mourned the loss of their dear friend.,0.8,The mourners gathered at the party to pay their respects.,0.5,"The party was a somber affair, with mourners gathered in the living room.",0.75,"The mourners were dressed in black, and the party was a somber affair.",0.5,"The party was a somber affair, with mourners gathered in the backyard.",0.75,1.6,0.66
mourn,funeral,The family mourned the funeral of their loved one at the local cemetery.,0.8,The community mourned the funeral of the fallen soldier at the national memorial.,0.8,The nation mourned the funeral of the former president at the White House.,0.8,The city mourned the funeral of the beloved musician at the concert hall.,0.8,The family mourned the funeral of their pet at the pet cemetery.,0.75,7,0.79
mourn,wedding,"The family mourned the wedding of their daughter, who had passed away in a tragic accident.",0.5,,0.5,,0.5,,0.5,,0.5,2.2,0.5
mourn,bank,The bank mourned the loss of its former CEO.,0.8,The mourning bank was filled with tears.,0.8,The bank's mourning was a somber affair.,0.8,The bank's mourners were dressed in black.,0.8,The bank's mourning was a somber and dignified affair.,0.8,1.8,0.8
mourn,cemetery,The family mourned the loss of their loved one in the cemetery.,0.8,The cemetery was filled with mourners who had come to pay their respects.,1.0,The cemetery was the final resting place of many who had passed away.,1.0,The cemetery was a place of remembrance for those who had been lost.,0.8,The cemetery was a symbol of the end of life and the beginning of something new.,0.8,6.8,0.88
mourn,temple,The temple was mourned by the people who lived nearby.,0.8,The temple was mourned by the people who had lost their loved ones there.,0.8,The temple was mourned by the people who had been affected by the recent earthquake.,0.8,The temple was mourned by the people who had been affected by the recent floods.,0.8,The temple was mourned by the people who had been affected by the recent fire.,0.8,5.6,0.8
mourn,theatre,The theatre was filled with mourners as they paid their respects to the deceased.,0.5,The mourners gathered in the theatre to pay their respects to the deceased.,0.5,The theatre was the location where the mourners gathered to pay their respects to the deceased.,0.8,The theatre was the place where the mourners came to pay their respects to the deceased.,0.8,The theatre was the venue where the mourners gathered to pay their respects to the deceased.,0.8,2,0.68
worship,theater,The theater was the location of the worship service.,1.0,The worship service was held in the theater.,1.0,The theater was the site of the worship ceremony.,1.0,The worship ceremony was held at the theater.,1.0,The theater was the venue for the worship event.,1.0,1.6,1.0
worship,chapel,The congregation gathered in the chapel for worship.,1.0,The priest led the congregation in prayer and worship.,0.5,The choir sang hymns and hallelujahs during worship.,0.5,The organist played beautiful music during the worship service.,0.5,The pastor delivered a sermon during the worship service.,0.5,6.7,0.6
worship,school,The school was a place of worship for the students.,0.8,The students worshiped at the school.,0.5,The school was a place of worship for the community.,0.8,The community worshiped at the school.,0.5,The school was a place of worship for the town.,0.8,2.9,0.68
worship,bar,The bar was the location of the worship.,1.0,The worship took place at the bar.,1.0,The bar was the site of the worship.,1.0,The worship was held at the bar.,1.0,The bar was the venue for the worship.,1.0,1.4,1.0
worship,temple,The people worshiped in the temple.,1.0,The temple was the place of worship.,1.0,The temple was the site of worship.,1.0,The temple was the location of worship.,1.0,The temple was the venue for worship.,1.0,6.8,1.0
worship,cemetery,The people worshiped at the cemetery.,0.8,The cemetery was the site of the worship ceremony.,0.8,The cemetery was the place where the worship took place.,0.8,The worship was held at the cemetery.,0.8,The cemetery was the location of the worship.,1.0,4.3,0.84
eat,restaurant,I ate at the restaurant last night.,0.8,The restaurant was delicious.,0.5,I had a great time eating there.,0.5,The food was amazing.,0.0,I would definitely go back to that restaurant again.,0.8,7,0.52
eat,kitchen,I ate breakfast in the kitchen.,1.0,,1.0,,1.0,,1.0,,1.0,7,1.0
eat,pub,I ate at the pub.,0.8,The pub was my favorite place to eat.,0.8,I went to the pub to eat.,0.5,I had a great time eating at the pub.,0.8,The pub was a popular spot for eating.,0.8,4.9,0.74
eat,delicatessen,I went to the delicatessen to eat a sandwich.,0.5,The delicatessen was a popular spot for eating a sandwich.,0.8,I ate a sandwich at the delicatessen.,0.8,The delicatessen was a great place to eat a sandwich.,0.8,I had a sandwich at the delicatessen.,0.75,5.3,0.73
eat,stadium,The team ate lunch at the stadium.,0.5,The players ate dinner at the stadium.,0.5,The fans ate snacks at the stadium.,0.75,,0.5,,0.5,4.7,0.55
eat,lobby,The lobby was crowded with people eating snacks.,0.5,,0.8,,0.8,The lobby was the perfect place to grab a quick bite to eat.,0.8,The lobby was the only place to find a quiet spot to eat.,0.75,2.6,0.73
eat,bedroom,I ate my dinner in the bedroom.,0.8,The cat ate the mouse in the bedroom.,0.5,The dog ate the bone in the bedroom.,0.75,The baby ate the pacifier in the bedroom.,0.75,The chef ate the cake in the bedroom.,0.5,3.5,0.66
shower,gymnasium,I went to the gymnasium to shower after my workout.,0.75,The gymnasium was my favorite place to shower after a long day at the office.,0.5,I took a long shower in the gymnasium to relax and unwind.,0.8,The gymnasium was the perfect place to shower after a long hike.,0.8,I went to the gymnasium to shower and get ready for my date.,0.5,4.8,0.67
shower,bathroom,I went to the bathroom to shower.,0.8,The bathroom is where I shower.,1.0,I showered in the bathroom.,1.0,I showered in the bathroom after my run.,1.0,I showered in the bathroom before my shower.,0.8,6.9,0.92
shower,pool,The pool was a great place to take a shower.,0.8,The shower in the pool was refreshing.,0.75,,0.8,The shower in the pool was a great way to cool off after a hot day.,0.5,The shower in the pool was a great way to relax and unwind.,0.5,2.3,0.67
shower,field,I took a shower in the field.,0.5,The field was a great place to take a shower.,0.8,The shower in the field was refreshing.,0.5,,0.8,I enjoyed taking a shower in the field.,0.5,1.2,0.62
shower,sauna,I went to the sauna after my shower.,0.5,The sauna was located near the shower.,0.5,The shower was located in the sauna.,1.0,The sauna was a place where I could shower.,0.8,I showered in the sauna.,1.0,2.2,0.76
shower,cottage,The cottage is located near the shower.,0.8,The shower is located in the cottage.,1.0,The cottage has a shower.,1.0,The shower is a feature of the cottage.,1.0,The cottage is equipped with a shower.,1.0,4.3,0.96
cook,kitchen,Cook the chicken in the kitchen.,1.0,Cook the vegetables in the kitchen.,1.0,Cook the pasta in the kitchen.,1.0,Cook the soup in the kitchen.,1.0,Cook the dessert in the kitchen.,1.0,7,1.0
cook,restaurant,The restaurant cooked a delicious meal for the customers.,0.8,,0.5,The cook at the restaurant prepared a tasty lunch for the guests.,0.75,The chef at the restaurant cooked a mouth-watering dinner for the party.,0.5,The restaurant's cook prepared a delectable dessert for the customers.,0.75,6.8,0.66
cook,trailer,,0.0,,0.0,,0.0,,0.0,,0.0,5,0.0
cook,mall,,0.0,,0.0,,0.0,,0.0,,0.0,3.2,0.0
cook,campground,Cook the campground for a weekend getaway.,0.8,Cook the campground for a family reunion.,0.8,Cook the campground for a romantic dinner.,0.5,Cook the campground for a picnic.,0.8,Cook the campground for a camping trip.,0.8,4.9,0.74
cook,cabin,Cook the cabbage in the cabin.,0.5,Cook the chicken in the cabin.,0.5,Cook the rice in the cabin.,0.5,Cook the vegetables in the cabin.,0.5,Cook the soup in the cabin.,0.5,5.2,0.5
cook,tent,,0.0,,0.0,,0.0,,0.0,,0.0,2.2,0.0
sell,store,The store sold the book.,1.0,The book was sold by the store.,1.0,The store sold the book to the customer.,1.0,,1.0,The store sold the book at a discounted price.,1.0,7,1.0
sell,street,The street is selling a lot of cars.,0.5,The cars are selling well on the street.,0.8,The street is a popular place to sell cars.,0.8,The cars are selling quickly on the street.,0.8,The street is a busy place to sell cars.,0.8,5.4,0.74
sell,market,The market is selling a lot of cars.,0.8,The market is selling a lot of houses.,0.8,The market is selling a lot of stocks.,0.8,The market is selling a lot of bonds.,0.8,The market is selling a lot of real estate.,0.8,6.6,0.8
sell,mall,I sold my car at the mall.,0.8,The mall sold the car to me.,0.8,The car was sold at the mall.,0.8,The mall is where I sold my car.,0.8,I sold my car at the mall for a good price.,0.8,6.9,0.8
sell,arena,The arena is the location where the event is held.,0.5,The event is held in the arena.,0.5,,1.0,The event takes place in the arena.,0.5,The arena is the site of the event.,0.5,4.9,0.6
sell,driveway,I sold my car to the dealership on the driveway.,0.8,The car dealership sold the car on the driveway to me.,0.8,The driveway was the location where the car was sold.,1.0,The car was sold on the driveway by the dealership.,0.8,The dealership sold the car on the driveway to the buyer.,0.8,2.5,0.84
sell,pub,The pub sold a lot of beer.,0.8,The pub sold out of beer.,0.8,The pub sold beer at a discount.,0.8,The pub sold beer to the customers.,0.8,The pub sold beer to the staff.,0.8,6.2,0.8
sell,desert,Sell the desert to the highest bidder.,0.8,Sell the desert to the lowest bidder.,0.5,Sell the desert to the middle bidder.,0.5,Sell the desert to the first bidder.,0.5,Sell the desert to the last bidder.,0.5,1.1,0.56
preach,ghetto,The preacher preached in the ghetto.,0.8,The preacher preached in the ghetto about the importance of community service.,0.8,The preacher preached in the ghetto about the need for unity and cooperation.,0.8,The preacher preached in the ghetto about the importance of education and self-improvement.,0.8,The preacher preached in the ghetto about the need for forgiveness and redemption.,0.8,2.5,0.8
preach,airport,The preacher preached at the airport.,1.0,The preacher preached at the airport's pulpit.,0.5,The preacher preached at the airport's terminal.,0.75,The preacher preached at the airport's gate.,0.5,The preacher preached at the airport's concourse.,0.75,2.3,0.7
preach,church,The preacher preached in the church.,1.0,The preacher preached in the church's sanctuary.,0.75,The preacher preached in the church's courtyard.,0.75,The preacher preached in the church's parking lot.,0.75,The preacher preached in the church's backyard.,0.75,7,0.8
preach,synagogue,The rabbi preached in the synagogue.,1.0,,0.8,The priest preached in the temple.,0.0,,0.8,,0.8,6.7,0.68
preach,street,The preacher preached on the street.,1.0,The preacher preached in the street.,1.0,The preacher preached outside the street.,0.8,The preacher preached near the street.,0.8,The preacher preached on the sidewalk.,0.5,3.2,0.82
preach,classroom,The teacher preached in the classroom.,1.0,,0.8,,0.8,,0.8,,0.8,4.8,0.84
preach,courtroom,The preacher preached in the courtroom.,0.8,The preacher preached in the courtroom about the importance of honesty.,0.8,The preacher preached in the courtroom about the dangers of lying.,0.8,The preacher preached in the courtroom about the importance of being truthful.,0.8,The preacher preached in the courtroom about the consequences of dishonesty.,0.8,4.4,0.8
skate,backyard,I skated in the backyard.,1.0,The kids skated in the backyard.,1.0,The dog skated in the backyard.,1.0,The skateboard skated in the backyard.,1.0,The skateboarder skated in the backyard.,1.0,3,1.0
skate,park,Skate in the park.,1.0,Skate around the park.,0.8,Skate through the park.,1.0,Skate over the park.,0.8,Skate under the park.,0.5,4.8,0.82
skate,pond,Skate on the pond.,0.8,Skate around the pond.,0.8,Skate near the pond.,0.8,Skate by the pond.,0.8,Skate in the pond.,1.0,4.4,0.84
skate,rink,Skate at the rink.,1.0,Skate on the rink.,1.0,Skate in the rink.,1.0,Skate around the rink.,0.8,Skate through the rink.,0.8,7,0.92
skate,arena,Skate in the arena.,1.0,Skate around the arena.,0.8,Skate on the arena.,1.0,Skate through the arena.,0.8,Skate over the arena.,0.8,7,0.88
skate,lake,Skate on the lake.,1.0,Skate around the lake.,0.8,Skate near the lake.,0.8,Skate by the lake.,1.0,Skate in the lake.,1.0,4.3,0.92
skate,schoolyard,The schoolyard was a great place to skate.,1.0,Skating in the schoolyard was a lot of fun.,0.8,Skating in the schoolyard was a great way to get some exercise.,0.8,Skating in the schoolyard was a great way to relax.,0.8,Skating in the schoolyard was a great way to spend time with friends.,0.8,2.3,0.84
stroll,countryside,I love strolling through the countryside on a sunny day.,1.0,The countryside is a great place to stroll and enjoy the fresh air.,1.0,"I strolled through the countryside, taking in the sights and sounds of nature.",1.0,The countryside is a peaceful place to stroll and relax.,1.0,"I strolled through the countryside, feeling the cool breeze on my skin.",1.0,6.4,1.0
stroll,park,I strolled through the park.,1.0,The children strolled in the park.,1.0,The couple strolled hand in hand through the park.,1.0,The dog strolled through the park with its owner.,1.0,The park strolled through the city.,0.8,6.8,0.96
stroll,forest,I strolled through the forest.,1.0,The forest strolled by.,0.8,The forest strolled through the path.,0.5,The forest strolled with me.,0.5,,1.0,5.6,0.76
stroll,highway,I strolled along the highway.,0.8,The children strolled along the highway.,0.8,The couple strolled along the highway.,0.8,The group of friends strolled along the highway.,0.8,The family strolled along the highway.,0.8,1.3,0.8
stroll,field,The children strolled through the field.,1.0,The couple strolled hand in hand through the field.,1.0,"The dog strolled through the field, enjoying the fresh air.",0.8,"The group of friends strolled through the field, laughing and chatting.",0.8,"The tourists strolled through the field, taking in the beautiful scenery.",0.8,4.3,0.88
stroll,riverbank,"The couple strolled along the riverbank, enjoying the scenic view.",0.8,"The children strolled along the riverbank, playing in the water.",0.8,"The dog strolled along the riverbank, sniffing around for treats.",0.8,"The tourists strolled along the riverbank, taking in the sights and sounds of the city.",0.8,"The jogger strolled along the riverbank, enjoying the peaceful atmosphere.",0.8,4.9,0.8
stroll,bathroom,I strolled to the bathroom to take a leak.,0.75,"After a long day at work, I strolled to the bathroom to relax.",0.8,I strolled to the bathroom to grab a snack.,0.5,I strolled to the bathroom to check my phone.,0.75,I strolled to the bathroom to take a shower before bed.,0.8,1.1,0.72
dance,auditorium,The auditorium was filled with people dancing to the beat of the music.,0.5,"The dancers moved gracefully across the stage, their movements fluid and precise.",0.5,"The audience was entranced by the performance, their eyes fixed on the dancers as they danced with passion and energy.",0.5,"The music was the perfect accompaniment to the dance, the rhythm and melody perfectly in sync with the movements of the dancers.",0.5,"The dancers were in their element, their movements expressing the emotions and energy of the music.",0.5,5.3,0.5
dance,bar,The bar was dancing to the beat of the music.,0.5,The music was dancing to the beat of the bar.,0.5,The bar was dancing to the beat of the dance floor.,0.5,The dance floor was dancing to the beat of the bar.,0.5,The bar was dancing to the beat of the dance party.,0.5,5.8,0.5
dance,ballroom,The ballroom was filled with people dancing to the beat of the music.,0.75,The ballroom was the perfect place to dance the night away.,1.0,The ballroom was the site of many a memorable dance party.,1.0,The ballroom was the place to be on Saturday nights.,1.0,The ballroom was the place to go for a night out on the town.,0.8,7,0.91
dance,kitchen,The chef danced in the kitchen.,0.8,The dancer danced in the kitchen.,0.5,,0.5,,0.5,The dance danced in the kitchen.,0.8,2.6,0.62
dance,stage,The dancers danced on the stage.,1.0,The stage was the location for the dance performance.,1.0,The stage was the setting for the dance show.,1.0,The stage was the venue for the dance concert.,1.0,The stage was the backdrop for the dance recital.,0.8,5.4,0.96
