predicate,argument,role_type,reasons 1,reasons 2,reasons 3
watch,telescope,Instrument,The Instrument role should have the properties of being a tool or device used to perform the action of watching.,"The argument 'telescope' has the properties of being a tool or device used to perform the action of watching, which makes it relevant to the Instrument role in the predicate 'watch'.",The argument 'telescope' fits the Instrument role for the predicate 'watch' because it is a tool or device used to perform the action of watching.
watch,mirror,Instrument,The Instrument role should have the properties of being a tool or device used to perform the action of watching.,"The argument 'mirror' has the property of being a reflective surface, which is relevant to the predicate 'watch' because it can be used to observe or reflect the action of watching.",The argument 'mirror' fits the Instrument role for the predicate 'watch' because it is a tool used to observe or reflect the action of watching.
watch,binoculars,Instrument,The Instrument role should have the properties of being a tool or device used to perform the action of watching.,"The argument 'binoculars' has the properties of being a tool or device used to perform the action of watching, which makes it a relevant argument for the predicate 'watch'.",The argument 'binoculars' fits the Instrument role for the predicate 'watch' because it is a tool or device used to perform the action of watching.
watch,kaleidoscope,Instrument,The Instrument role should have the properties of being a tool or device used to perform the action of watching.,"The argument 'kaleidoscope' has the properties of being a tool or device used to perform the action of watching, which makes it relevant to the Instrument role in the predicate 'watch'.",The argument 'kaleidoscope' fits the Instrument role for the predicate 'watch' because it is a tool or device used to perform the action of watching.
watch,glasses,Instrument,The Instrument role should have the properties of being a tool or device used to perform the action of watching.,The argument 'glasses' has the property of being a tool or device used to perform the action of watching.,The argument 'glasses' fits the Instrument role for the predicate 'watch' because it is a tool or device used to perform the action of watching.
watch,light,Instrument,The Instrument role should have the properties of being a tool or device used to perform the action of watching.,The argument 'light' has the property of being a source of illumination.,"  The argument 'light' fits the Instrument role for the predicate 'watch' because it is a tool or device used to perform the action of watching. The light is used to illuminate the object being watched, allowing the person to see it."
watch,radar,Instrument,The Instrument role should have the properties of being a tool or device used to perform the action of watching.,"The argument 'radar' has the property of being a tool or device used to detect and locate objects or targets, which is relevant to the semantic role of Instrument in the predicate 'watch'.","The argument 'radar' fits the Instrument role for the predicate 'watch' because it is a tool or device used to detect and locate objects or targets, which is a relevant property for the Instrument role."
dig,shovel,Instrument,The Instrument role should have the properties of being a tool or device used to perform the action of digging.,The argument 'shovel' has the properties of being a tool used for digging.,  The argument 'shovel' fits the Instrument role for the predicate 'dig' because it is a tool used to perform the action of digging.
dig,fork,Instrument,The Instrument role should have the properties of being a tool or device used to perform the action of digging.,The argument 'fork' has the property of being a tool used for eating food.,"  The argument 'fork' does not fit the Instrument role for the predicate 'dig' because a fork is not a tool used for digging. The Instrument role is typically used for objects that are used to perform an action, and a fork is not typically used for digging."
dig,spoon,Instrument,The Instrument role should have the properties of being a tool or device used to perform the action of digging.,The argument 'spoon' has the properties of being a tool used for eating and digestion.,"  The argument 'spoon' does not fit the Instrument role for the predicate 'dig' because a spoon is not typically used as a tool for digging. The Instrument role is typically used for objects that are used to perform an action, such as a hammer or a shovel."
dig,cup,Instrument,The Instrument role should have the properties of being a tool or device used to perform the action of digging.,The argument 'cup' has the property of being a container that can be used to hold or contain something.,"  The argument 'cup' does not fit the Instrument role for the predicate 'dig' because a cup is not a tool or device used to perform the action of digging. The Instrument role is typically used for objects that are used to perform an action, such as a shovel or a pickaxe."
dig,hoe,Instrument,The Instrument role should have the properties of being a tool or device used to perform the action of digging.,The argument 'hoe' has the property of being a tool used for digging.,The argument 'hoe' fits the Instrument role for the predicate 'dig' because it is a tool used for digging.
dig,pickaxe,Instrument,The Instrument role should have the properties of being a tool or device used to perform the action of digging.,The argument 'pickaxe' has the properties of being a tool used for digging.,The argument 'pickaxe' fits the Instrument role for the predicate 'dig' because it is a tool used to perform the action of digging.
dig,spade,Instrument,The Instrument role should have the properties of being a tool or device used to perform the action of digging.,The argument 'spade' has the properties of being a tool used for digging.,The argument 'spade' fits the Instrument role for the predicate 'dig' because it is a tool used for digging.
stab,scissors,Instrument,The Instrument role should have the properties of being a physical object that is used to perform the action of stabbing.,"The argument 'scissors' has the properties of being a physical object, being used to perform the action of stabbing, and being a tool for cutting.",The argument 'scissors' fits the Instrument role for the predicate 'stab' because it is a physical object that is used to perform the action of stabbing.
stab,fork,Instrument,The Instrument role should have the properties of being a physical object that is used to perform the action of stabbing.,The argument 'fork' has the properties of being a physical object that is used to perform the action of stabbing.,The argument 'fork' fits the Instrument role for the predicate 'stab' because it is a physical object that is used to perform the action of stabbing.
stab,toothpick,Instrument,The Instrument role should have the properties of being a physical object that is used to perform the action of stabbing.,"The argument 'toothpick' has the properties of being a small, pointed object that is used to pierce or prick something.","  The argument 'toothpick' fits the Instrument role for the predicate 'stab' because it is a small, pointed object that is used to pierce or prick something, which is the action of stabbing."
stab,knife,Instrument,The Instrument role should have the properties of being a physical object that is used to perform the action of stabbing.,The argument 'knife' has the properties of being a physical object that is used to perform the action of stabbing.,The argument 'knife' fits the Instrument role for the predicate 'stab' because it is a physical object that is used to perform the action of stabbing.
stab,dagger,Instrument,The Instrument role should have the properties of being a physical object that is used to perform the action of stabbing.,"The argument 'dagger' has the properties of being a physical object, being used to perform the action of stabbing, and being a weapon.",The argument 'dagger' fits the Instrument role for the predicate 'stab' because it is a physical object that is used to perform the action of stabbing.
stab,razor,Instrument,The Instrument role should have the properties of being a physical object that is used to perform the action of stabbing.,The argument 'razor' has the properties of being a sharp and pointed object that is used to perform the action of stabbing.,The argument 'razor' fits the Instrument role for the predicate 'stab' because it is a physical object that is used to perform the action of stabbing.
stab,hatchet,Instrument,The Instrument role should have the properties of being a physical object that is used to perform the action of stabbing.,"The argument 'hatchet' has the properties of being a physical object, being used to perform the action of stabbing, and being a tool for cutting.",The argument 'hatchet' fits the Instrument role for the predicate 'stab' because it is a physical object that is used to perform the action of stabbing.
stab,nail,Instrument,The Instrument role should have the properties of being a physical object that is used to perform the action of stabbing.,"The argument 'nail' has the properties of being a physical object, being used to perform the action of stabbing, and being a tool for the purpose of stabbing.",The argument 'nail' fits the Instrument role for the predicate 'stab' because it is a physical object that is used to perform the action of stabbing.
repair,hammer,Instrument,The Instrument role should have the properties of being a tool or device used to perform the repair.,The argument 'hammer' has the property of being a tool used for breaking and shaping.,"  The argument 'hammer' does not fit the Instrument role for the predicate 'repair' because a hammer is not typically used for repairing things. The Instrument role is typically used for things that are used to perform a specific action, such as a screwdriver for tightening screws or a wrench for tightening bolts. A hammer is used for breaking and shaping things, not for repairing them."
repair,shoe,Instrument,The Instrument role should have the properties of being a tool or device used to perform the repair.,"The argument 'shoe' has the properties of being a material object that can be repaired, and it is a specific type of material object that is commonly repaired.",The argument 'shoe' fits the Instrument role for the predicate 'repair' because it is a tool or device used to perform the repair.
repair,string,Instrument,The Instrument role should have the properties of being a tool or device used to perform the repair.,The argument 'string' has the property of being a material or substance used to repair something.,  The argument 'string' does not fit the Instrument role for the predicate 'repair' because a string is not a physical object that can be used to repair something. The Instrument role requires a physical object that can be used to perform the action of repairing.
repair,elastic,Instrument,The Instrument role should have the properties of being a tool or device used to perform the repair.,"The argument 'elastic' has the property of being a material used to repair or mend something, as it is a type of elastic material that can be stretched and deformed to accommodate changes in shape or size.","The argument 'elastic' fits the Instrument role for the predicate 'repair' because it is a tool used to repair or mend something, specifically by stretching and deforming it to accommodate changes in shape or size."
repair,glue,Instrument,The Instrument role should have the properties of being a tool or device used to perform the repair.,"The argument 'glue' has the property of being a material used to hold things together, which is relevant to the predicate 'repair' because it is often used to fix broken or damaged objects.",The argument 'glue' fits the Instrument role for the predicate 'repair' because it is a tool used to fix broken or damaged objects.
repair,saw,Instrument,The Instrument role should have the properties of being a tool or device used to perform the repair.,The argument 'saw' has the properties of being a tool used to perform the repair.,The argument 'saw' fits the Instrument role for the predicate 'repair' because it is a tool used to perform the repair.
repair,screwdriver,Instrument,The Instrument role should have the properties of being a tool or device used to perform the repair.,"The argument 'screwdriver' has the properties of being a tool used to perform the repair, and it is a physical object that can be used to manipulate and manipulate other objects.","The argument 'screwdriver' fits the Instrument role for the predicate 'repair' because it is a tool used to perform the repair, and it is a physical object that can be used to manipulate and manipulate other objects."
repair,wrench,Instrument,The Instrument role should have the properties of being a tool or device used to perform the repair.,The argument 'wrench' has the properties of being a tool or device used to perform the repair.,The argument 'wrench' fits the Instrument role for the predicate 'repair' because it is a tool or device used to perform the repair.
repair,tape,Instrument,The Instrument role should have the properties of being a tool or device used to perform the repair.,The argument 'tape' has the property of being a material used to repair a broken or damaged surface.,  The argument 'tape' fits the Instrument role for the predicate 'repair' because it is a tool used to apply the repair.
wrap,bandage,Instrument,The Instrument role should have the properties of being a tool or instrument used to perform the action of wrapping.,"The argument 'bandage' has the property of being a material used to wrap or cover something, which is relevant to the predicate 'wrap'.",  The argument 'bandage' fits the Instrument role for the predicate 'wrap' because it is a material used to wrap or cover something.
wrap,blanket,Instrument,The Instrument role should have the properties of being a tool or instrument used to perform the action of wrapping.,"The argument 'blanket' has the properties of being a material used to wrap something, and being a tool used to perform the action of wrapping.",The argument 'blanket' fits the Instrument role for the predicate 'wrap' because it is a tool used to perform the action of wrapping.
wrap,tinfoil,Instrument,The Instrument role should have the properties of being a tool or instrument used to perform the action of wrapping.,"The argument 'tinfoil' has the properties of being a material used to wrap other objects, and being a tool used to perform the action of wrapping.","The argument 'tinfoil' fits the Instrument role for the predicate 'wrap' because it is a material used to wrap other objects, and it is a tool used to perform the action of wrapping."
wrap,curtain,Instrument,The Instrument role should have the properties of being a tool or instrument used to perform the action of wrapping.,"The argument 'curtain' has the properties of being a material used to cover or conceal something, and being a physical object that can be used to perform the action of wrapping.","The argument 'curtain' fits the Instrument role for the predicate 'wrap' because it is a material used to cover or conceal something, and it is a physical object that can be used to perform the action of wrapping."
wrap,tape,Instrument,The Instrument role should have the properties of being a tool or instrument used to perform the action of wrapping.,"The argument 'tape' has the properties of being a material or substance used to wrap something, and being a tool or instrument used to perform the action of wrapping.","The argument 'tape' fits the Instrument role for the predicate 'wrap' because it is a material or substance used to wrap something, and it is a tool or instrument used to perform the action of wrapping."
wrap,ribbon,Instrument,The Instrument role should have the properties of being a tool or instrument used to perform the action of wrapping.,"The argument 'ribbon' has the properties of being a flexible, thin, and long piece of material used to wrap or bind something.","The argument 'ribbon' fits the Instrument role for the predicate 'wrap' because it is a flexible, thin, and long piece of material that can be used to wrap or bind something."
wrap,scissors,Instrument,The Instrument role should have the properties of being a tool or instrument used to perform the action of wrapping.,The argument 'scissors' has the properties of being a tool or instrument used to perform the action of wrapping.,The argument 'scissors' fits the Instrument role for the predicate 'wrap' because it is a tool used to perform the action of wrapping.
call,radio,Instrument,The Instrument role should have the properties of being a tool or device used to make the call.,The argument 'radio' has the property of being a tool or device used to make a call.,The argument 'radio' fits the Instrument role for the predicate 'call' because it is a tool or device used to make a call.
call,megaphone,Instrument,The Instrument role should have the properties of being a tool or device used to make the call.,The argument 'megaphone' has the property of being a tool or device used to make the call.,The argument 'megaphone' fits the Instrument role for the predicate 'call' because it is a tool or device used to make the call.
call,telephone,Instrument,The Instrument role should have the properties of being a tool or device used to make the call.,The argument 'telephone' has the properties of being a tool or device used to make the call.,The argument 'telephone' fits the Instrument role for the predicate 'call' because it is a tool or device used to make the call.
call,can,Instrument,The Instrument role should have the properties of being a tool or device used to make the call.,The argument 'can' has the property of being able to perform the action of calling.,  The argument 'can' fits the Instrument role for the predicate 'call' because it is a tool or device that is used to make the call.
call,voice,Instrument,The Instrument role should have the properties of being a tool or device used to make the call.,"The argument 'voice' has the property of being a means of communication, which is relevant to the predicate 'call'.",The argument 'voice' fits the Instrument role for the predicate 'call' because it is a means of communication that is used to make the call.
call,paper,Instrument,The Instrument role should have the properties of being a tool or device used to make the call.,The argument 'paper' has the property of being a medium for communication.,The argument 'paper' does not fit the Instrument role for the predicate 'call' because it is not a tool or device used to make the call.
call,note,Instrument,The Instrument role should have the properties of being a tool or device used to make the call.,The argument 'note' has the property of being a written or printed message that is used to convey information or instructions.,"  The argument 'note' does not fit the Instrument role for the predicate 'call' because a note is not a tool or device used to make a call. The Instrument role is typically used to describe the means by which an action is performed, and a note is not a means of communication."
call,computer,Instrument,The Instrument role should have the properties of being a tool or device used to make the call.,The argument 'computer' has the property of being a tool or device used to make the call.,The argument 'computer' fits the Instrument role for the predicate 'call' because it is a tool or device used to make the call.
attract,beauty,Instrument,The Instrument role should have the properties of being a means or a tool used to achieve the goal of the action described by the predicate.,The argument 'beauty' has the property of being a means or a tool used to achieve the goal of the action described by the predicate 'attract'.,"The argument 'beauty' fits the Instrument role for the predicate 'attract' because it is a means or a tool used to achieve the goal of the action described by the predicate, which is to attract or bring something to a particular place or state."
attract,scent,Instrument,The Instrument role should have the properties of being a means or a tool used to achieve the goal of the action described by the predicate.,The argument 'scent' has the property of being a means or a tool used to achieve the goal of the action described by the predicate 'attract'.,"The argument 'scent' fits the Instrument role for the predicate 'attract' because it is a means or a tool used to achieve the goal of the action described by the predicate, which is to attract or bring something towards oneself."
attract,humour,Instrument,The Instrument role should have the properties of being a means or a tool used to achieve the goal of the action described by the predicate.,The argument 'humour' has the property of being a means or a tool used to achieve the goal of the action described by the predicate 'attract'.,"The argument 'humour' fits the Instrument role for the predicate 'attract' because it is a means or a tool used to achieve the goal of the action described by the predicate, which is to attract or bring people together."
attract,force,Instrument,The Instrument role should have the properties of being a means or a tool used to achieve the goal of the action described by the predicate.,The argument 'force' has the property of being a means or a tool used to achieve the goal of the action described by the predicate 'attract'.,"The argument 'force' fits the Instrument role for the predicate 'attract' because it is a means or a tool used to achieve the goal of the action described by the predicate, which is to attract something or someone."
attract,intelligence,Instrument,The Instrument role should have the properties of being a means or a tool used to achieve the goal of the action described by the predicate.,The argument 'intelligence' has the property of being a means or a tool used to achieve the goal of the action described by the predicate 'attract'.,"The argument 'intelligence' fits the Instrument role for the predicate 'attract' because it is a means or a tool used to achieve the goal of the action described by the predicate, which is to attract or bring something towards oneself or towards a particular direction."
attract,money,Instrument,The Instrument role should have the properties of being a means or a tool used to achieve the goal of the action described by the predicate.,The argument 'money' has the property of being a means or a tool used to achieve the goal of the action described by the predicate 'attract'.,"The argument 'money' fits the Instrument role for the predicate 'attract' because it is a means or a tool used to achieve the goal of the action described by the predicate, which is to attract or bring something towards oneself."
wash,water,Instrument,"The Instrument role should have the properties of being a physical object that can be used to perform the action of washing, such as a sponge, a washcloth, or a bucket of water.",The argument 'water' has the property of being a liquid that can be used to perform the action of washing.,  The argument 'water' fits the Instrument role for the predicate 'wash' because it is a physical object that can be used to perform the action of washing.
wash,soap,Instrument,"The Instrument role should have the properties of being a physical object that can be used to perform the action of washing, such as a sponge, a washcloth, or a bucket of water.","The argument 'soap' has the property of being a substance that can be used to clean or disinfect the surface of an object, which is relevant to the predicate 'wash'.","The argument 'soap' fits the Instrument role for the predicate 'wash' because it is a substance that can be used to clean or disinfect the surface of an object, which is a necessary property for the Instrument role."
wash,detergent,Instrument,"The Instrument role should have the properties of being a physical object that can be used to perform the action of washing, such as a sponge, a washcloth, or a bucket of water.",The argument 'detergent' has the property of being a substance that is used to clean or remove dirt or stains from surfaces.,"  The argument 'detergent' fits the Instrument role for the predicate 'wash' because it is a substance that is used to clean or remove dirt or stains from surfaces. The Instrument role is typically filled by objects that are used to perform an action, and in this case, the detergent is used to clean the surface of the object being washed."
wash,paper,Instrument,"The Instrument role should have the properties of being a physical object that can be used to perform the action of washing, such as a sponge, a washcloth, or a bucket of water.","The argument 'paper' has the property of being a material that can be washed, as it is a physical object that can be cleaned and made clean.","The argument 'paper' fits the Instrument role for the predicate 'wash' because it is a physical object that can be used to perform the action of washing, such as a sponge or a washcloth."
wash,vinegar,Instrument,"The Instrument role should have the properties of being a physical object that can be used to perform the action of washing, such as a sponge, a washcloth, or a bucket of water.","The argument 'vinegar' has the property of being a liquid, which is relevant to the predicate 'wash' because it can be used to clean or disinfect surfaces.",The argument 'vinegar' will fit the Instrument role for the predicate 'wash' because it is a liquid that can be used to clean or disinfect surfaces.
wash,bleach,Instrument,"The Instrument role should have the properties of being a physical object that can be used to perform the action of washing, such as a sponge, a washcloth, or a bucket of water.",The argument 'bleach' has the property of being a chemical substance that is used to remove dirt and stains from surfaces.,"The argument 'bleach' fits the Instrument role for the predicate 'wash' because it is a physical object that can be used to perform the action of washing, specifically to remove dirt and stains from surfaces."
time,sundial,Instrument,The Instrument role should have the properties of being a means or a tool used to achieve a goal or perform an action.,The argument 'sundial' has the property of being a tool used to measure time.,  The argument 'sundial' fits the Instrument role for the predicate 'time' because it is a tool used to measure time.
time,stopwatch,Instrument,The Instrument role should have the properties of being a means or a tool used to achieve a goal or perform an action.,The argument 'stopwatch' has the properties of being a tool used to measure time.,  The argument 'stopwatch' fits the Instrument role for the predicate 'time' because it is a tool used to measure time.
time,clock,Instrument,The Instrument role should have the properties of being a means or a tool used to achieve a goal or perform an action.,The argument 'clock' has the property of being a means or tool used to measure time.,The argument 'clock' fits the Instrument role for the predicate 'time' because it is a means or tool used to measure time.
time,hourglass,Instrument,The Instrument role should have the properties of being a means or a tool used to achieve a goal or perform an action.,The argument 'hourglass' has the property of being a tool used to measure time.,  The argument 'hourglass' fits the Instrument role for the predicate 'time' because it is a tool used to measure time.
time,sun,Instrument,The Instrument role should have the properties of being a means or a tool used to achieve a goal or perform an action.,The argument 'sun' has the property of being a source of time.,"  The argument 'sun' does not fit the Instrument role for the predicate 'time' because the sun is not a means or tool used to achieve a goal or perform an action. The sun is a source of time, but it is not a means of achieving or performing any action. Therefore, the argument 'sun' does not fit the Instrument role for the predicate 'time'."
time,watch,Instrument,The Instrument role should have the properties of being a means or a tool used to achieve a goal or perform an action.,The argument 'watch' has the property of being a means or a tool used to measure or keep track of time.,The argument 'watch' fits the Instrument role for the predicate 'time' because it is a means or a tool used to measure or keep track of time.
inflate,air,Instrument,"The Instrument role should have the properties of being a physical object that is used to inflate something, such as a balloon or a tire.","The argument 'air' has the properties of being a substance that can be used to inflate something, such as a balloon or a tire.","The argument 'air' fits the Instrument role for the predicate 'inflate' because it is a substance that can be used to inflate something, such as a balloon or a tire."
inflate,water,Instrument,"The Instrument role should have the properties of being a physical object that is used to inflate something, such as a balloon or a tire.","The argument 'water' has the property of being a liquid, which is relevant to the predicate 'inflate' because it is the substance that is used to inflate the balloon.",The argument 'water' fits the Instrument role for the predicate 'inflate' because it is the substance that is used to inflate the balloon.
inflate,helium,Instrument,"The Instrument role should have the properties of being a physical object that is used to inflate something, such as a balloon or a tire.",Helium is a gas that is used as an inflation medium in balloons and other inflatable objects.,Helium fits the Instrument role for the predicate 'inflate' because it is a gas that is used to inflate balloons and other inflatable objects.
inflate,smoke,Instrument,"The Instrument role should have the properties of being a physical object that is used to inflate something, such as a balloon or a tire.","The argument 'smoke' has the property of being a substance that can be inflated, such as a balloon or a tire.",The argument 'smoke' does not fit the Instrument role for the predicate 'inflate' because it is not a physical object that can be used to inflate something.
inflate,pump,Instrument,"The Instrument role should have the properties of being a physical object that is used to inflate something, such as a balloon or a tire.","The argument 'pump' has the property of being a physical object that is used to inflate something, which is relevant to the semantic role of Instrument in the predicate 'inflate'.","The argument 'pump' fits the Instrument role for the predicate 'inflate' because it is a physical object that is used to inflate something, which is a relevant property for the Instrument role."
inflate,lungs,Instrument,"The Instrument role should have the properties of being a physical object that is used to inflate something, such as a balloon or a tire.","The argument 'lungs' has the property of being a physical object that can be inflated, which is relevant to the predicate 'inflate'.",The argument 'lungs' does not fit the Instrument role for the predicate 'inflate' because it is not a physical object that can be used to inflate something.
inflate,generator,Instrument,"The Instrument role should have the properties of being a physical object that is used to inflate something, such as a balloon or a tire.","The argument 'generator' has the property of being a source of energy that is used to inflate something, such as a balloon or a tire.","The argument 'generator' fits the Instrument role for the predicate 'inflate' because it is a source of energy that is used to inflate something, such as a balloon or a tire."
signal,password,Instrument,The Instrument role should have the properties of being a means or a tool used to convey a signal.,"The argument 'password' has the property of being a means of authentication, which is relevant to the predicate 'signal'.","  The argument 'password' does not fit the Instrument role for the predicate 'signal' because the Instrument role typically refers to a means or tool used to perform an action, and a password is not typically used to perform the action of signaling. In this case, the Instrument role would be more appropriate for a different predicate, such as 'authenticate'."
signal,flag,Instrument,The Instrument role should have the properties of being a means or a tool used to convey a signal.,The argument 'flag' has the property of being a signal that indicates a particular action or condition.,  The argument 'flag' fits the Instrument role for the predicate 'signal' because it is a means or tool used to convey the signal.
signal,light,Instrument,The Instrument role should have the properties of being a means or a tool used to convey a signal.,The argument 'light' has the properties of being a means or a tool used to convey a signal.,The argument 'light' fits the Instrument role for the predicate 'signal' because it is a means or a tool used to convey a signal.
signal,nod,Instrument,The Instrument role should have the properties of being a means or a tool used to convey a signal.,The argument 'nod' has the property of being a means of conveying a signal.,"  The argument 'nod' fits the Instrument role for the predicate 'signal' because it is a means of conveying a signal, which is the function of the Instrument role."
signal,cough,Instrument,The Instrument role should have the properties of being a means or a tool used to convey a signal.,The argument 'cough' has the property of being a means or a tool used to convey a signal.,The argument 'cough' fits the Instrument role for the predicate 'signal' because it is a means or a tool used to convey a signal.
signal,hand,Instrument,The Instrument role should have the properties of being a means or a tool used to convey a signal.,The argument 'hand' has the property of being a means or a tool used to convey a signal.,The argument 'hand' fits the Instrument role for the predicate 'signal' because it is a means or a tool used to convey a signal.
vandalize,knife,Instrument,"The Instrument role should have the properties of being a physical object that is used to perform the action of vandalizing, such as a paintbrush, a hammer, or a rock.","The argument 'knife' has the property of being a sharp, pointed object that can be used to cut or pierce.","The argument 'knife' fits the Instrument role for the predicate 'vandalize' because it is a physical object that can be used to perform the action of vandalizing, specifically by cutting or piercing."
vandalize,paint,Instrument,"The Instrument role should have the properties of being a physical object that is used to perform the action of vandalizing, such as a paintbrush, a hammer, or a rock.","The argument 'paint' has the property of being a physical object that is used to perform the action of vandalizing, and it is a relevant property for the Instrument role in the predicate 'vandalize'.",The argument 'paint' fits the Instrument role for the predicate 'vandalize' because it is a physical object that is used to perform the action of vandalizing.
vandalize,pen,Instrument,"The Instrument role should have the properties of being a physical object that is used to perform the action of vandalizing, such as a paintbrush, a hammer, or a rock.",The argument 'pen' does not have any relevant properties for the predicate 'vandalize'.,The argument 'pen' does not fit the Instrument role for the predicate 'vandalize' because it is not a physical object that can be used to perform the action of vandalizing.
vandalize,eggs,Instrument,"The Instrument role should have the properties of being a physical object that is used to perform the action of vandalizing, such as a paintbrush, a hammer, or a rock.",The argument 'eggs' does not have any relevant properties for the predicate 'vandalize'.,No
vandalize,keys,Instrument,"The Instrument role should have the properties of being a physical object that is used to perform the action of vandalizing, such as a paintbrush, a hammer, or a rock.",The argument 'keys' does not have any relevant properties for the predicate 'vandalize'.,No
vandalize,mallet,Instrument,"The Instrument role should have the properties of being a physical object that is used to perform the action of vandalizing, such as a paintbrush, a hammer, or a rock.","The argument 'mallet' has the property of being a physical object that is used to perform the action of vandalizing, making it a suitable candidate for the Instrument role in the predicate 'vandalize'.",The argument 'mallet' fits the Instrument role for the predicate 'vandalize' because it is a physical object that is used to perform the action of vandalizing.
fish,rod,Instrument,"The Instrument role should have the properties of being a tool or instrument used to perform the action of the predicate. For example, in the sentence 'The fisherman used a net to catch the fish', the net is the instrument used to catch the fish.",The argument 'rod' has the property of being a tool used to catch fish.,The argument 'rod' fits the Instrument role for the predicate 'fish' because it is a tool used to catch fish.
fish,stick,Instrument,"The Instrument role should have the properties of being a tool or instrument used to perform the action of the predicate. For example, in the sentence 'The fisherman used a net to catch the fish', the net is the instrument used to catch the fish.",The argument 'stick' has the property of being a tool used to catch fish.,The argument 'stick' fits the Instrument role for the predicate 'fish' because it is a tool used to catch fish.
fish,net,Instrument,"The Instrument role should have the properties of being a tool or instrument used to perform the action of the predicate. For example, in the sentence 'The fisherman used a net to catch the fish', the net is the instrument used to catch the fish.",The argument 'net' has the property of being a tool or instrument used to perform the action of the predicate 'fish'.,The argument 'net' fits the Instrument role for the predicate 'fish' because it is a tool or instrument used to perform the action of the predicate.
fish,harpoon,Instrument,"The Instrument role should have the properties of being a tool or instrument used to perform the action of the predicate. For example, in the sentence 'The fisherman used a net to catch the fish', the net is the instrument used to catch the fish.",The argument 'harpoon' has the property of being a tool used to catch fish.,  The argument 'harpoon' fits the Instrument role for the predicate 'fish' because it is a tool used to catch fish.
fish,yarn,Instrument,"The Instrument role should have the properties of being a tool or instrument used to perform the action of the predicate. For example, in the sentence 'The fisherman used a net to catch the fish', the net is the instrument used to catch the fish.",The argument 'yarn' does not have any relevant properties for the predicate 'fish'.,"  The argument 'yarn' does not fit the Instrument role for the predicate 'fish' because it is not a tool or instrument used to perform the action of fishing. The Instrument role is typically used to describe a tool or instrument that is used to perform a specific action, such as a net or a rod. In the case of the predicate 'fish', the Instrument role would be used to describe a tool or instrument that is used to catch fish, such as a net or a rod. The argument 'yarn' is not a tool or instrument used to catch fish, so it does not fit the Instrument role for the predicate 'fish'."
fish,line,Instrument,"The Instrument role should have the properties of being a tool or instrument used to perform the action of the predicate. For example, in the sentence 'The fisherman used a net to catch the fish', the net is the instrument used to catch the fish.",The argument 'line' has the property of being a tool or instrument used to perform the action of the predicate 'fish'.,The argument 'line' fits the Instrument role for the predicate 'fish' because it is a tool or instrument used to perform the action of fishing.
fish,lure,Instrument,"The Instrument role should have the properties of being a tool or instrument used to perform the action of the predicate. For example, in the sentence 'The fisherman used a net to catch the fish', the net is the instrument used to catch the fish.",The argument 'lure' has the property of being a tool or instrument used to attract or entice the fish.,The argument 'lure' fits the Instrument role for the predicate 'fish' because it is a tool or instrument used to attract or entice the fish.
fish,bait,Instrument,"The Instrument role should have the properties of being a tool or instrument used to perform the action of the predicate. For example, in the sentence 'The fisherman used a net to catch the fish', the net is the instrument used to catch the fish.","The argument 'bait' has the property of being a means to an end, as it is used to attract the fish and facilitate the action of the predicate 'fish'.","The argument 'bait' fits the Instrument role for the predicate 'fish' because it is a tool or instrument used to perform the action of the predicate, in this case, to catch fish."
fish,pole,Instrument,"The Instrument role should have the properties of being a tool or instrument used to perform the action of the predicate. For example, in the sentence 'The fisherman used a net to catch the fish', the net is the instrument used to catch the fish.",The argument 'pole' has the property of being a tool or instrument used to perform the action of the predicate 'fish'.,The argument 'pole' fits the Instrument role for the predicate 'fish' because it is a tool or instrument used to perform the action of fishing.
teach,textbook,Instrument,The Instrument role should have the properties of being a tool or a means used to perform the action of teaching.,The argument 'textbook' has the property of being a tool or a means used to perform the action of teaching.,The argument 'textbook' fits the Instrument role for the predicate 'teach' because it is a tool or means used to perform the action of teaching.
teach,chalk,Instrument,The Instrument role should have the properties of being a tool or a means used to perform the action of teaching.,The argument 'chalk' has the property of being a physical object that can be used to write on a blackboard or a whiteboard.,"The argument 'chalk' fits the Instrument role for the predicate 'teach' because it is a physical object that can be used to write on a blackboard or a whiteboard, which is a necessary tool for teaching."
teach,overhead,Instrument,The Instrument role should have the properties of being a tool or a means used to perform the action of teaching.,The argument 'overhead' has the property of being a means or instrument used to perform the action of teaching.,The argument 'overhead' fits the Instrument role for the predicate 'teach' because it is a means or instrument used to perform the action of teaching.
teach,spoon,Instrument,The Instrument role should have the properties of being a tool or a means used to perform the action of teaching.,The argument 'spoon' has the property of being a tool used to perform the action of teaching.,  The argument 'spoon' fits the Instrument role for the predicate 'teach' because it is a tool used to perform the action of teaching.
teach,cartoon,Instrument,The Instrument role should have the properties of being a tool or a means used to perform the action of teaching.,"The argument 'cartoon' has the property of being a medium or a means used to convey information or ideas, which is relevant to the semantic role of Instrument in the predicate 'teach'.",The argument 'cartoon' fits the Instrument role for the predicate 'teach' because it is a medium or means used to convey information or ideas.
teach,graph,Instrument,The Instrument role should have the properties of being a tool or a means used to perform the action of teaching.,The argument 'graph' has the property of being a tool used to represent information in a visual format.,"  The argument 'graph' fits the Instrument role for the predicate 'teach' because it is a tool used to represent information in a visual format, which can be used to help teach or convey information in a more effective and efficient way."
