predicate,argument,sentence 1,sub-fit score 1,sentence 2,sub-fit score 2,sentence 3,sub-fit score 3,sentence 4,sub-fit score 4,sentence 5,sub-fit score 5,actual_fit,exp_fit
fish,pond,The fish swam in the pond.,1.0,The pond was home to many fish.,0.8,The fish were swimming in the pond.,1.0,The pond was a habitat for fish.,0.8,The fish were found in the pond.,1.0,5,0.92
fish,river,The fish swam in the river.,1.0,The river was home to many fish.,0.8,The fish were caught in the river.,1.0,The river was a popular spot for fishing.,1.0,The fish were a vital part of the river's ecosystem.,0.8,6.2,0.92
fish,swamp,The fish swam in the swamp.,1.0,The swamp was home to many fish.,0.8,The fish were found in the swamp.,1.0,The swamp was a haven for fish.,1.0,The fish were abundant in the swamp.,1.0,2.5,0.96
weigh,supermarket,,0.5,,0.5,,0.5,,0.5,,0.5,6.7,0.5
weigh,bathroom,,0.5,,0.5,,0.5,,0.5,,0.5,6.4,0.5
weigh,gymnasium,,0.5,,0.5,,0.5,,0.5,,0.5,5.7,0.5
weigh,hospital,,0.5,,0.5,,0.5,,0.5,,0.5,5.5,0.5
weigh,restaurant,,0.5,,0.5,,0.5,,0.5,,0.5,3.6,0.5
weigh,sauna,,0.5,,0.5,The sauna is a heavy burden.,0.5,The sauna is a weighty issue.,0.5,The sauna is a heavy responsibility.,0.5,2.5,0.5
weigh,bar,The bar weighs 100 pounds.,1.0,The bar weighs 100 pounds on the scale.,1.0,The bar weighs 100 pounds on the scale in the kitchen.,0.5,,0.5,,0.5,1.6,0.7
weigh,classroom,,0.5,The classroom was a heavy burden for me to carry.,0.5,,0.5,,0.5,,0.5,2.6,0.5
weigh,delicatessen,,0.5,,0.5,,0.5,,0.5,,0.5,6.3,0.5
rescue,lake,,0.5,,0.5,,0.5,,0.5,,0.5,5.9,0.5
rescue,tree,The firefighters rescued the tree from the burning building.,0.5,The tree was rescued from the flood by the rescue team.,1.0,The tree was rescued from the forest fire by the wildlife rescue service.,1.0,The tree was rescued from the drought by the conservationists.,1.0,The tree was rescued from the storm by the emergency services.,1.0,4.8,0.9
rescue,house,The firefighters rescued the house from the burning building.,0.8,The police rescued the house from the flood.,0.8,The rescue team rescued the house from the earthquake.,0.8,The firefighters rescued the house from the fire.,1.0,The police rescued the house from the robbery.,0.8,4.9,0.84
rescue,park,,0.5,,0.5,,0.5,,0.5,,0.5,3.9,0.5
rescue,cave,,0.8,The cave was rescued by the rescue team.,1.0,,0.8,The cave was rescued by the rescue team.,1.0,,0.8,3.8,0.88
rescue,mine,The mine was rescued by the rescue team.,1.0,The rescue team rescued the mine.,0.5,The mine was rescued by the rescue team at the mine site.,0.8,The rescue team rescued the mine at the mine site.,0.8,The mine was rescued by the rescue team at the mine site after a long and difficult rescue operation.,0.8,4.4,0.78
rescue,ocean,The rescue team was sent to the ocean to save the stranded sailors.,0.8,The rescue mission was launched from the ocean to retrieve the lost submarine.,0.75,The rescue boat was sent to the ocean to retrieve the survivors of the shipwreck.,0.8,The rescue team was deployed to the ocean to search for the missing hikers.,0.8,The rescue helicopter was sent to the ocean to rescue the stranded fishermen.,0.5,4.8,0.73
rescue,battlefield,The rescue team was sent to the battlefield to retrieve the survivors.,0.8,The rescue operation was conducted on the battlefield to save the hostages.,0.8,The rescue mission was launched from the battlefield to retrieve the stranded sailors.,0.8,The rescue team was deployed to the battlefield to rescue the trapped miners.,0.8,The rescue helicopters were sent to the battlefield to rescue the stranded hikers.,0.5,6,0.74
rescue,prison,The police rescued the prisoners from the prison.,0.8,,0.8,,0.8,,0.8,,0.8,2.8,0.8
exercise,car,,0.5,,0.5,,0.5,,0.5,,0.5,1.4,0.5
exercise,gymnasium,I exercise at the gymnasium every morning.,0.8,The gymnasium is where I exercise.,1.0,I go to the gymnasium to exercise.,0.8,I exercise at the gymnasium to get in shape.,0.8,I exercise at the gymnasium to improve my physical fitness.,0.8,7,0.84
exercise,house,I exercise in the house.,0.8,,0.5,The house is where I exercise.,0.8,I exercise in the house every day.,0.8,The house is where I exercise regularly.,0.8,5.1,0.74
exercise,school,,0.5,The gym exercises in the school.,0.5,,0.5,The classroom exercises in the school.,0.8,The school exercises in the playground.,0.5,4.9,0.56
exercise,track,I exercise on the track.,0.8,The track is where I exercise.,0.8,I exercise on the track at the gym.,0.8,The track is where I exercise at the gym.,0.8,I exercise on the track at the park.,0.8,6.9,0.8
exercise,stadium,Exercise in the stadium,0.8,Exercise at the stadium,0.8,Exercise on the stadium,0.8,Exercise in the stadium's field,0.75,Exercise on the stadium's field,0.75,4.4,0.78
exercise,campground,I went to the campground to exercise.,0.8,The campground was a great place to exercise.,0.8,I exercised at the campground for hours.,0.8,The campground was a great place to get some exercise.,0.8,I went to the campground to get some exercise in.,0.75,3.5,0.79
study,mall,I studied at the mall.,0.8,The mall is where I studied.,0.8,I studied at the mall for a long time.,0.8,I studied at the mall for a semester.,0.8,I studied at the mall for a year.,0.8,1.6,0.8
study,library,I study at the library.,1.0,The library is where I study.,0.8,I study in the library.,1.0,The library is where I do my homework.,0.8,I study in the library every day.,1.0,6.9,0.92
study,bank,I studied at the bank.,0.8,,0.5,The bank's study of the financial market was thorough.,0.8,The study of the financial market by the bank was thorough.,0.8,The bank's study of the financial market was thorough and comprehensive.,0.8,1.5,0.74
study,gymnasium,I study at the gymnasium.,0.8,The gymnasium is where I study.,0.8,I study in the gymnasium.,0.8,The gymnasium is where I do my homework.,0.8,I study in the gymnasium every day.,0.8,2.1,0.8
study,car,I studied the car in the garage.,0.5,,0.5,,0.5,,0.5,,0.5,2.5,0.5
study,office,I study in the office.,0.8,The office is where I study.,0.8,I study in the office every day.,1.0,I study in the office for hours.,0.8,I study in the office to pass my exams.,0.8,4.4,0.84
study,bedroom,I study in my bedroom.,1.0,She studies in the bedroom.,0.8,He studies in the bedroom.,0.8,They study in the bedroom.,1.0,We study in the bedroom.,1.0,5.8,0.92
study,dormitory,I study in the dormitory.,1.0,The dormitory is where I study.,1.0,I study in the dormitory at night.,0.8,I study in the dormitory during the day.,0.8,I study in the dormitory for hours.,0.8,5.7,0.88
study,classroom,I studied in the classroom.,1.0,The classroom was where I studied.,1.0,I studied in the classroom for three hours.,1.0,I studied in the classroom with my friends.,0.8,I studied in the classroom for my exam.,0.8,6.2,0.92
escape,hospital,The patient escaped from the hospital.,0.8,,0.8,,0.8,,0.8,,0.8,3.4,0.8
escape,prison,The prisoner escaped from prison.,1.0,,1.0,,1.0,,1.0,,1.0,4.3,1.0
escape,school,The school escaped from the burning building.,0.8,The school escaped to the safety of the nearby forest.,0.5,The school escaped to a nearby town.,0.5,,0.5,,0.5,3.5,0.56
escape,resort,,0.5,The resort was a popular destination for those looking to escape the city.,0.8,The escape pod was designed to take the crew to safety in case of an emergency.,0.5,The resort was a popular destination for those looking to escape the heat of the city.,0.8,,0.5,2.7,0.62
escape,gymnasium,The thief escaped from the gymnasium.,0.8,The burglar escaped through the gymnasium.,0.5,The criminal escaped out of the gymnasium.,0.8,The criminal escaped through the gymnasium.,0.5,The criminal escaped out of the gymnasium.,0.8,2.3,0.68
escape,campground,The group of friends escaped from the campground by hiking through the woods.,0.8,The escaped prisoners were able to find shelter in the nearby campground.,0.8,The campground was the perfect place for the group to escape from the storm.,0.8,The campground was the only place where the group could find safety from the dangerous situation.,0.8,The group was able to escape from the campground by using the nearby river as a means of transportation.,0.8,2.5,0.8
deposit,library,Deposit the book in the library.,1.0,Deposit the book in the library's collection.,0.8,Deposit the book in the library's storage room.,0.8,Deposit the book in the library's archives.,0.8,Deposit the book in the library's reading room.,0.8,4.7,0.84
deposit,bank,I deposited the money into the bank account.,0.8,The bank deposited the money into my account.,0.8,The bank deposited the money into the account.,0.8,I deposited the money into the bank.,1.0,The bank deposited the money into the account.,0.8,7,0.84
deposit,hospital,,0.8,,0.8,,0.8,Deposit the hospital's funds in a safe place.,0.5,Deposit the hospital's money in a safe place.,0.5,3.4,0.68
deposit,store,I deposited the money in the bank account.,1.0,The money was deposited in the bank account.,0.5,,0.8,The money was deposited in the bank.,1.0,,0.8,3.2,0.82
deposit,instabank,Deposit the money in the instabank.,0.8,Deposit the funds in the instabank.,0.8,Deposit the cash in the instabank.,0.8,Deposit the coins in the instabank.,0.8,Deposit the bills in the instabank.,0.8,6.2,0.8
deposit,hotel,I deposited the money in the hotel's safe.,0.75,The hotel deposited the money in the safe.,0.8,The safe deposit box was located in the hotel.,0.8,The hotel's safe deposit box was located in the hotel.,0.8,The hotel's safe deposit box was located in the hotel's lobby.,0.8,4.2,0.79
deposit,kitchen,I deposited the money in the kitchen.,0.8,The money was deposited in the kitchen.,0.8,The kitchen was the location where the money was deposited.,0.5,The money was deposited in the kitchen by me.,0.8,I deposited the money in the kitchen by myself.,0.8,2.3,0.74
mourn,party,The party mourned the loss of their dear friend.,0.5,,0.5,"The party was a somber affair, with mourners gathered in the living room.",0.5,,0.5,"The party was a somber affair, with mourners gathered in the backyard.",0.75,1.6,0.55
mourn,funeral,The family mourned the funeral of their loved one at the local cemetery.,0.5,The community mourned the funeral of the fallen soldier at the national memorial.,0.8,The nation mourned the funeral of the former president at the White House.,0.5,The city mourned the funeral of the beloved musician at the concert hall.,0.5,The family mourned the funeral of their pet at the pet cemetery.,0.5,7,0.56
mourn,wedding,,0.5,,0.5,,0.5,,0.5,,0.5,2.2,0.5
mourn,bank,The bank mourned the loss of its former CEO.,0.8,The mourning bank was filled with tears.,0.5,The bank's mourning was a somber affair.,0.8,,0.5,The bank's mourning was a somber and dignified affair.,0.8,1.8,0.68
mourn,cemetery,The family mourned the loss of their loved one in the cemetery.,0.8,The cemetery was filled with mourners who had come to pay their respects.,0.8,The cemetery was the final resting place of many who had passed away.,0.8,The cemetery was a place of remembrance for those who had been lost.,0.8,The cemetery was a symbol of the end of life and the beginning of something new.,0.8,6.8,0.8
mourn,temple,The temple was mourned by the people who lived nearby.,0.8,The temple was mourned by the people who had lost their loved ones there.,0.8,The temple was mourned by the people who had been affected by the recent earthquake.,0.8,The temple was mourned by the people who had been affected by the recent floods.,0.8,The temple was mourned by the people who had been affected by the recent fire.,0.8,5.6,0.8
mourn,theatre,The theatre was filled with mourners as they paid their respects to the deceased.,0.5,,0.5,The theatre was the location where the mourners gathered to pay their respects to the deceased.,0.5,The theatre was the place where the mourners came to pay their respects to the deceased.,0.5,The theatre was the venue where the mourners gathered to pay their respects to the deceased.,0.5,2,0.5
worship,theater,The theater was the location of the worship service.,0.5,The worship service was held in the theater.,0.8,The theater was the site of the worship ceremony.,0.5,The worship ceremony was held at the theater.,0.8,The theater was the venue for the worship event.,0.8,1.6,0.68
worship,chapel,The congregation gathered in the chapel for worship.,0.8,,0.5,,0.5,,0.5,,0.5,6.7,0.56
worship,school,The school was a place of worship for the students.,0.8,The students worshiped at the school.,0.8,The school was a place of worship for the community.,0.8,The community worshiped at the school.,0.5,The school was a place of worship for the town.,0.8,2.9,0.74
worship,bar,The bar was the location of the worship.,1.0,The worship took place at the bar.,0.8,The bar was the site of the worship.,0.8,The worship was held at the bar.,0.8,The bar was the venue for the worship.,0.8,1.4,0.84
worship,temple,The people worshiped in the temple.,1.0,The temple was the place of worship.,1.0,The temple was the site of worship.,1.0,The temple was the location of worship.,1.0,The temple was the venue for worship.,1.0,6.8,1.0
worship,cemetery,The people worshiped at the cemetery.,0.8,The cemetery was the site of the worship ceremony.,0.8,The cemetery was the place where the worship took place.,0.8,The worship was held at the cemetery.,1.0,The cemetery was the location of the worship.,1.0,4.3,0.88
eat,restaurant,I ate at the restaurant last night.,0.8,,0.5,I had a great time eating there.,0.5,,0.5,I would definitely go back to that restaurant again.,0.8,7,0.62
eat,kitchen,I ate breakfast in the kitchen.,0.8,,0.5,,0.5,,0.5,,0.5,7,0.56
eat,pub,I ate at the pub.,0.8,The pub was my favorite place to eat.,0.5,I went to the pub to eat.,0.5,I had a great time eating at the pub.,0.8,The pub was a popular spot for eating.,0.8,4.9,0.68
eat,delicatessen,,0.5,The delicatessen was a popular spot for eating a sandwich.,0.8,,0.5,The delicatessen was a great place to eat a sandwich.,0.8,I had a sandwich at the delicatessen.,0.5,5.3,0.62
eat,stadium,The team ate lunch at the stadium.,0.5,,0.5,,0.5,,0.5,,0.5,4.7,0.5
eat,lobby,The lobby was crowded with people eating snacks.,0.5,,0.5,,0.5,The lobby was the perfect place to grab a quick bite to eat.,0.5,The lobby was the only place to find a quiet spot to eat.,0.5,2.6,0.5
eat,bedroom,,0.5,,0.5,,0.5,,0.5,,0.5,3.5,0.5
shower,gymnasium,I went to the gymnasium to shower after my workout.,0.5,The gymnasium was my favorite place to shower after a long day at the office.,0.5,I took a long shower in the gymnasium to relax and unwind.,0.8,The gymnasium was the perfect place to shower after a long hike.,0.8,I went to the gymnasium to shower and get ready for my date.,0.5,4.8,0.62
shower,bathroom,I went to the bathroom to shower.,0.8,The bathroom is where I shower.,1.0,I showered in the bathroom.,1.0,I showered in the bathroom after my run.,0.8,I showered in the bathroom before my shower.,0.8,6.9,0.88
shower,pool,The pool was a great place to take a shower.,0.8,The shower in the pool was refreshing.,0.8,,0.5,The shower in the pool was a great way to cool off after a hot day.,0.8,The shower in the pool was a great way to relax and unwind.,0.8,2.3,0.74
shower,field,I took a shower in the field.,0.5,The field was a great place to take a shower.,0.8,The shower in the field was refreshing.,0.8,The field was a great place to relax after a long day.,0.5,I enjoyed taking a shower in the field.,0.5,1.2,0.62
shower,sauna,I went to the sauna after my shower.,0.5,The sauna was located near the shower.,0.8,The shower was located in the sauna.,0.8,The sauna was a place where I could shower.,0.8,I showered in the sauna.,1.0,2.2,0.78
shower,cottage,The cottage is located near the shower.,0.5,The shower is located in the cottage.,1.0,The cottage has a shower.,0.8,The shower is a feature of the cottage.,1.0,The cottage is equipped with a shower.,0.8,4.3,0.82
cook,kitchen,Cook the chicken in the kitchen.,0.8,Cook the vegetables in the kitchen.,0.8,Cook the pasta in the kitchen.,0.8,Cook the soup in the kitchen.,0.8,Cook the dessert in the kitchen.,0.8,7,0.8
cook,restaurant,,0.5,,0.5,The cook at the restaurant prepared a tasty lunch for the guests.,0.5,,0.5,,0.5,6.8,0.5
cook,trailer,,0.5,,0.5,,0.5,,0.5,,0.5,5,0.5
cook,mall,,0.5,,0.5,,0.5,,0.5,,0.5,3.2,0.5
cook,campground,Cook the campground for a weekend getaway.,0.8,Cook the campground for a family reunion.,0.8,Cook the campground for a romantic dinner.,0.5,Cook the campground for a picnic.,0.8,Cook the campground for a camping trip.,0.8,4.9,0.74
cook,cabin,,0.5,,0.5,,0.5,,0.5,,0.5,5.2,0.5
cook,tent,,0.5,,0.5,,0.5,,0.5,,0.5,2.2,0.5
sell,store,The store sold the book.,0.8,The book was sold by the store.,0.8,The store sold the book to the customer.,0.8,,0.8,The store sold the book at a discounted price.,0.8,7,0.8
sell,street,,0.5,The cars are selling well on the street.,0.8,The street is a popular place to sell cars.,0.5,The cars are selling quickly on the street.,0.8,The street is a busy place to sell cars.,0.5,5.4,0.62
sell,market,The market is selling a lot of cars.,0.8,The market is selling a lot of houses.,0.5,The market is selling a lot of stocks.,0.8,The market is selling a lot of bonds.,0.8,The market is selling a lot of real estate.,0.5,6.6,0.68
sell,mall,I sold my car at the mall.,0.8,,0.5,The car was sold at the mall.,0.8,The mall is where I sold my car.,0.5,I sold my car at the mall for a good price.,0.8,6.9,0.68
sell,arena,The arena is the location where the event is held.,0.5,The event is held in the arena.,0.5,The arena is the venue for the event.,0.5,The event takes place in the arena.,0.5,The arena is the site of the event.,0.5,4.9,0.5
sell,driveway,I sold my car to the dealership on the driveway.,0.75,The car dealership sold the car on the driveway to me.,0.5,The driveway was the location where the car was sold.,0.8,The car was sold on the driveway by the dealership.,0.75,The dealership sold the car on the driveway to the buyer.,0.5,2.5,0.66
sell,pub,The pub sold a lot of beer.,0.8,The pub sold out of beer.,0.8,The pub sold beer at a discount.,0.8,The pub sold beer to the customers.,0.8,The pub sold beer to the staff.,0.5,6.2,0.74
sell,desert,Sell the desert to the highest bidder.,0.5,Sell the desert to the lowest bidder.,0.5,Sell the desert to the middle bidder.,0.5,Sell the desert to the first bidder.,0.5,Sell the desert to the last bidder.,0.5,1.1,0.5
preach,ghetto,The preacher preached in the ghetto.,0.5,The preacher preached in the ghetto about the importance of community service.,0.5,The preacher preached in the ghetto about the need for unity and cooperation.,0.5,,0.5,,0.5,2.5,0.5
preach,airport,The preacher preached at the airport.,0.8,,0.5,The preacher preached at the airport's terminal.,0.5,The preacher preached at the airport's gate.,0.5,The preacher preached at the airport's concourse.,0.75,2.3,0.61
preach,church,The preacher preached in the church.,1.0,The preacher preached in the church's sanctuary.,0.8,The preacher preached in the church's courtyard.,0.75,The preacher preached in the church's parking lot.,0.75,The preacher preached in the church's backyard.,0.5,7,0.76
preach,synagogue,The rabbi preached in the synagogue.,1.0,,0.5,,0.5,,0.5,,0.5,6.7,0.6
preach,street,The preacher preached on the street.,0.8,The preacher preached in the street.,0.8,The preacher preached outside the street.,0.8,The preacher preached near the street.,0.8,,0.5,3.2,0.74
preach,classroom,The teacher preached in the classroom.,0.8,,0.5,,0.5,,0.5,,0.5,4.8,0.56
preach,courtroom,The preacher preached in the courtroom.,0.8,The preacher preached in the courtroom about the importance of honesty.,0.8,The preacher preached in the courtroom about the dangers of lying.,0.8,The preacher preached in the courtroom about the importance of being truthful.,0.8,The preacher preached in the courtroom about the consequences of dishonesty.,0.8,4.4,0.8
skate,backyard,I skated in the backyard.,0.8,The kids skated in the backyard.,0.8,The dog skated in the backyard.,0.8,The skateboard skated in the backyard.,0.8,The skateboarder skated in the backyard.,0.8,3,0.8
skate,park,Skate in the park.,0.8,Skate around the park.,0.8,Skate through the park.,0.8,Skate over the park.,0.8,Skate under the park.,0.8,4.8,0.8
skate,pond,Skate on the pond.,0.8,Skate around the pond.,0.8,Skate near the pond.,0.8,Skate by the pond.,0.8,Skate in the pond.,0.8,4.4,0.8
skate,rink,Skate at the rink.,0.8,Skate on the rink.,1.0,Skate in the rink.,0.8,Skate around the rink.,0.8,Skate through the rink.,0.8,7,0.84
skate,arena,Skate in the arena.,0.8,Skate around the arena.,0.8,Skate on the arena.,0.8,Skate through the arena.,0.8,Skate over the arena.,0.8,7,0.8
skate,lake,Skate on the lake.,0.8,Skate around the lake.,0.8,Skate near the lake.,0.8,Skate by the lake.,0.8,Skate in the lake.,0.8,4.3,0.8
skate,schoolyard,The schoolyard was a great place to skate.,0.8,Skating in the schoolyard was a lot of fun.,0.8,Skating in the schoolyard was a great way to get some exercise.,0.8,Skating in the schoolyard was a great way to relax.,0.8,Skating in the schoolyard was a great way to spend time with friends.,0.8,2.3,0.8
stroll,countryside,I love strolling through the countryside on a sunny day.,0.8,The countryside is a great place to stroll and enjoy the fresh air.,0.8,"I strolled through the countryside, taking in the sights and sounds of nature.",0.8,The countryside is a peaceful place to stroll and relax.,0.8,"I strolled through the countryside, feeling the cool breeze on my skin.",0.8,6.4,0.8
stroll,park,I strolled through the park.,1.0,The children strolled in the park.,1.0,The couple strolled hand in hand through the park.,1.0,The dog strolled through the park with its owner.,0.8,,0.8,6.8,0.92
stroll,forest,I strolled through the forest.,1.0,The forest strolled by.,0.8,,0.8,,0.8,,0.8,5.6,0.84
stroll,highway,I strolled along the highway.,0.8,The children strolled along the highway.,0.8,The couple strolled along the highway.,0.8,The group of friends strolled along the highway.,0.8,The family strolled along the highway.,0.8,1.3,0.8
stroll,field,The children strolled through the field.,0.8,The couple strolled hand in hand through the field.,0.8,"The dog strolled through the field, enjoying the fresh air.",0.8,"The group of friends strolled through the field, laughing and chatting.",0.8,"The tourists strolled through the field, taking in the beautiful scenery.",0.8,4.3,0.8
stroll,riverbank,"The couple strolled along the riverbank, enjoying the scenic view.",0.8,"The children strolled along the riverbank, playing in the water.",0.75,"The dog strolled along the riverbank, sniffing around for treats.",0.8,"The tourists strolled along the riverbank, taking in the sights and sounds of the city.",0.8,"The jogger strolled along the riverbank, enjoying the peaceful atmosphere.",0.8,4.9,0.79
stroll,bathroom,I strolled to the bathroom to take a leak.,0.8,"After a long day at work, I strolled to the bathroom to relax.",0.8,I strolled to the bathroom to grab a snack.,0.5,I strolled to the bathroom to check my phone.,0.75,I strolled to the bathroom to take a shower before bed.,0.8,1.1,0.73
dance,auditorium,The auditorium was filled with people dancing to the beat of the music.,0.5,,0.5,,0.5,,0.5,,0.5,5.3,0.5
dance,bar,,0.5,,0.5,,0.5,,0.5,,0.5,5.8,0.5
dance,ballroom,The ballroom was filled with people dancing to the beat of the music.,0.8,The ballroom was the perfect place to dance the night away.,0.8,The ballroom was the site of many a memorable dance party.,0.8,The ballroom was the place to be on Saturday nights.,0.8,The ballroom was the place to go for a night out on the town.,0.8,7,0.8
dance,kitchen,The chef danced in the kitchen.,0.5,The dancer danced in the kitchen.,0.5,,0.0,,0.0,The dance danced in the kitchen.,0.5,2.6,0.3
dance,stage,The dancers danced on the stage.,0.8,The stage was the location for the dance performance.,1.0,The stage was the setting for the dance show.,1.0,The stage was the venue for the dance concert.,1.0,The stage was the backdrop for the dance recital.,0.8,5.4,0.92
dance,gymnasium,The gymnasium was the location where the dance performance took place.,1.0,The dance performance was held in the gymnasium.,1.0,The gymnasium was the venue for the dance performance.,0.8,The dance performance was held at the gymnasium.,0.8,The gymnasium was the site of the dance performance.,1.0,4.4,0.92
dance,shower,,0.0,,0.0,,0.0,,0.0,,0.0,2.2,0.0
urinate,backyard,I went to the backyard to urinate.,0.8,The backyard was the perfect place to urinate.,0.8,I was in the backyard and I had to urinate.,0.5,"I was in the backyard and I couldn't hold it any longer, so I had to urinate.",0.5,"I was in the backyard and I had to go, so I urinated.",0.5,3.3,0.62
urinate,bathroom,I need to go to the bathroom.,0.8,I have to use the bathroom.,0.8,I'm going to the bathroom.,0.8,I'm going to the restroom.,0.5,I'm going to the loo.,0.8,7,0.74
urinate,mall,I went to the mall to urinate.,0.5,The mall was a great place to urinate.,0.5,,0.0,,0.0,,0.0,4.1,0.2
urinate,forest,The forest is a great place to urinate.,0.5,The forest is a popular spot for urination.,0.5,Urination in the forest is a common activity.,0.5,The forest is a convenient location for urination.,0.5,Urination in the forest is a relaxing experience.,0.5,4.3,0.5
urinate,field,The field was urinated on by the farmer.,0.8,The farmer urinated on the field.,0.8,The field was urinated on by the cows.,0.8,The cows urinated on the field.,0.8,The field was urinated on by the horses.,0.8,3.5,0.8
urinate,lobby,The lobby is where I urinate.,0.5,I urinate in the lobby.,0.8,The lobby is where I go to urinate.,0.5,I urinate in the lobby when I need to.,0.8,The lobby is where I go to relieve myself.,0.5,1.4,0.62
urinate,bank,I went to the bank to urinate.,0.5,,0.5,I was at the bank and had to urinate.,0.5,,0.5,,0.5,1.4,0.5
draw,classroom,Draw a picture in the classroom.,0.8,Draw a diagram in the classroom.,0.8,Draw a map in the classroom.,0.8,Draw a chart in the classroom.,0.8,Draw a graph in the classroom.,0.8,6.2,0.8
draw,museum,I drew a picture of the museum in my sketchbook.,0.8,,0.8,The children drew pictures of the museum's exhibits.,0.5,The museum's curator drew a map of the exhibits.,0.5,,0.8,4.1,0.68
draw,park,Draw a picture of the park.,0.8,Draw a map of the park.,1.0,Draw a plan for the park.,1.0,Draw a diagram of the park.,1.0,Draw a sketch of the park.,0.8,3.8,0.92
draw,beach,Draw a picture of the beach.,0.8,Draw a map of the beach.,1.0,Draw a diagram of the beach.,0.8,Draw a model of the beach.,0.8,Draw a representation of the beach.,0.8,3.7,0.84
draw,studio,Draw a picture in the studio.,0.8,Draw a portrait in the studio.,0.8,Draw a landscape in the studio.,0.8,Draw a still life in the studio.,0.8,Draw a sketch in the studio.,0.8,6.5,0.8
draw,cliff,The artist drew a picture of the cliff on the canvas.,0.8,,0.8,The cliff was the subject of the drawing.,1.0,The cliff was the location of the drawing.,1.0,The cliff was the setting for the drawing.,1.0,2.6,0.92
draw,lake,I drew a picture of the lake.,0.8,,0.8,,0.8,,0.8,,0.8,2.8,0.8
