predicate,argument,role_type,sentence 1,sub-fit score 1,sentence 2,sub-fit score 2,sentence 3,sub-fit score 3,sentence 4,sub-fit score 4,sentence 5,sub-fit score 5,actual_fit,exp_fit
draw,artist,ARG0,The artist drew a beautiful picture.,1.0,The artist drew a portrait of the king.,1.0,The artist drew a landscape.,1.0,The artist drew a self-portrait.,1.0,The artist drew a still life.,1.0,6.6,1.0
draw,artist,ARG1,The artist drew a beautiful landscape.,1.0,The artist drew a portrait of the king.,1.0,The artist drew a quick sketch of the city.,1.0,The artist drew a detailed map of the forest.,1.0,The artist drew a colorful mural on the wall.,1.0,2.1,1.0
draw,model,ARG0,The artist drew a model of the new building.,0.8,The architect drew a model of the proposed design.,0.8,The engineer drew a model of the proposed system.,0.8,The scientist drew a model of the new theory.,0.8,The artist drew a model of the new painting.,0.8,2,0.8
draw,model,ARG1,The artist drew a model of the new building.,0.8,The architect drew a model of the proposed design.,0.8,The engineer drew a model of the proposed system.,0.8,The scientist drew a model of the hypothetical scenario.,0.8,The artist drew a model of the imaginary world.,0.8,6.4,0.8
draw,picture,ARG0,I drew a picture of the beautiful landscape.,0.8,The artist drew a portrait of the famous actor.,0.5,The child drew a simple picture of a cat.,0.8,The artist drew a detailed picture of the city skyline.,0.8,The scientist drew a diagram of the complex molecule.,0.8,1.2,0.74
draw,picture,ARG1,I drew a picture of a cat.,1.0,She drew a picture of a dog.,1.0,He drew a picture of a tree.,0.8,They drew a picture of a house.,0.8,We drew a picture of a car.,0.8,6.7,0.88
draw,poster,ARG0,I drew a poster of the beautiful landscape.,0.8,The artist drew a poster of the city skyline.,0.8,The children drew a poster of their favorite animal.,0.75,The teacher drew a poster of the classroom.,0.8,The artist drew a poster of the famous painting.,0.5,1.1,0.73
draw,poster,ARG1,I drew a poster of the new movie.,0.8,The artist drew a poster of the concert.,0.8,The children drew a poster of their favorite animal.,0.8,The teacher drew a poster of the new school year.,0.8,The company drew a poster of their new product.,0.8,5.9,0.8
eat,chicken,ARG0,I ate a chicken.,1.0,The chicken was eaten by me.,0.8,The chicken was eaten by a person.,0.8,The chicken was eaten by a group of people.,0.8,The chicken was eaten by a group of animals.,0.5,5.9,0.78
eat,chicken,ARG1,I ate a chicken for lunch.,1.0,The chicken I ate was delicious.,1.0,I ate a chicken for dinner.,1.0,The chicken I ate was juicy.,1.0,I ate a chicken for breakfast.,1.0,6.7,1.0
eat,man,ARG0,The man ate a sandwich.,1.0,The man ate a pizza.,1.0,The man ate a salad.,1.0,The man ate a burger.,1.0,The man ate a slice of cake.,1.0,6.9,1.0
eat,man,ARG1,The man ate a sandwich.,1.0,The man ate a pizza.,1.0,The man ate a salad.,0.8,The man ate a burger.,1.0,The man ate a slice of cake.,1.0,1.7,0.96
eat,poultry,ARG0,The poultry ate the bread.,0.8,The poultry ate the meat.,0.8,The poultry ate the vegetables.,0.8,The poultry ate the fruit.,0.8,The poultry ate the dessert.,0.5,1.2,0.74
eat,poultry,ARG1,The poultry ate the bread.,0.8,The poultry ate the vegetables.,0.8,The poultry ate the fruit.,0.8,The poultry ate the meat.,0.8,The poultry ate the eggs.,0.8,6.6,0.8
eat,steak,ARG0,I ate a steak for dinner.,1.0,,0.8,,0.8,I love eating steak.,1.0,,0.8,1,0.88
eat,steak,ARG1,I ate a steak for dinner.,1.0,,0.8,,0.8,I love eating steak.,1.0,,0.8,6.9,0.88
enslave,army,ARG0,The army enslaved the people.,0.5,The people were enslaved by the army.,0.8,The army enslaved the people forcibly.,0.8,The people were forcibly enslaved by the army.,0.8,The army enslaved the people through violence.,0.8,5.4,0.74
enslave,army,ARG1,The army enslaved the people.,0.8,,0.5,,0.5,,0.5,,0.5,2.9,0.56
enslave,peasants,ARG0,The king enslaved the peasants to work in the fields.,0.8,The queen enslaved the peasants to serve in the castle.,0.5,The emperor enslaved the peasants to build the great wall.,0.5,The dictator enslaved the peasants to work in the mines.,0.8,The warlord enslaved the peasants to fight in the battles.,0.5,1.7,0.62
enslave,peasants,ARG1,The king enslaved the peasants to work in the fields.,0.8,The queen enslaved the peasants to serve in the castle.,0.8,The emperor enslaved the peasants to build the great wall.,0.8,The dictator enslaved the peasants to work in the mines.,0.8,The warlord enslaved the peasants to fight in the battles.,0.8,5.6,0.8
enslave,pirates,ARG0,The pirates enslaved the villagers.,0.8,The pirates enslaved the prisoners.,0.8,The pirates enslaved the slaves.,0.5,The pirates enslaved the people.,0.5,The pirates enslaved the inhabitants.,0.8,6.3,0.68
enslave,pirates,ARG1,The pirates enslaved the villagers.,0.8,The pirates enslaved the prisoners.,0.8,The pirates enslaved the slaves.,0.5,The pirates enslaved the people.,0.8,The pirates enslaved the inhabitants.,0.8,2.7,0.74
enslave,victim,ARG0,The slave master enslaved the victim.,0.5,The enslaver enslaved the victim.,1.0,The enslaved victim was enslaved by the enslaver.,0.5,"The enslaver enslaved the victim, who was then enslaved.",1.0,"The enslaved victim was enslaved by the enslaver, who enslaved them.",0.8,1.5,0.76
enslave,victim,ARG1,The slave master enslaved the victim.,0.8,The enslaver enslaved the victim.,1.0,The enslaved victim was enslaved by the enslaver.,0.8,The enslaver enslaved the victim with a whip.,1.0,The enslaved victim was enslaved by the enslaver with a whip.,0.8,4.3,0.88
entertain,audience,ARG0,The audience was entertained by the concert.,1.0,The audience was entertained by the magician's tricks.,1.0,The audience was entertained by the comedy show.,1.0,The audience was entertained by the dance performance.,1.0,The audience was entertained by the musician's rendition of their favorite song.,0.8,1.7,0.96
entertain,audience,ARG1,The audience was entertained by the concert.,1.0,The audience was entertained by the magician's tricks.,0.8,The audience was entertained by the comedy show.,1.0,The audience was entertained by the dance performance.,1.0,The audience was entertained by the music video.,1.0,6.7,0.96
entertain,businessman,ARG0,The businessman entertained the guests with his jokes.,0.5,The businessman entertained the audience with his speech.,0.5,The businessman entertained the team with his presentation.,0.5,,0.5,The businessman entertained the audience with his dance performance.,0.5,5,0.5
entertain,businessman,ARG1,The businessman entertained the guests with his charming speech.,0.5,The businessman entertained the audience with his witty jokes.,0.5,The businessman entertained the team with his motivational speech.,0.5,The businessman entertained the guests with his musical performance.,0.5,,0.5,4.5,0.5
entertain,comedian,ARG0,The comedian entertained the audience with his jokes.,1.0,The comedian was the main attraction at the comedy club.,1.0,The comedian's stand-up routine was entertaining.,0.8,The comedian's comedy show was a hit with the audience.,0.8,The comedian's humor was entertaining and made everyone laugh.,1.0,6.9,0.92
entertain,comedian,ARG1,The comedian entertained the audience with his stand-up routine.,1.0,The comedian's entertaining performance was a hit with the crowd.,0.8,The comedian's jokes were entertaining and well-received by the audience.,0.8,The comedian's comedy show was a great way to entertain the crowd.,0.8,The comedian's entertaining act was a highlight of the event.,0.8,2.7,0.84
entertain,idea,ARG0,I had an idea for a new entertainment venue.,0.8,The idea for the new entertainment venue was a hit.,0.8,,0.5,,0.5,,0.5,5.1,0.62
entertain,idea,ARG1,I had an idea for a new entertainment venue.,0.8,The idea for the new entertainment venue was a hit.,0.8,,0.5,,0.5,,0.5,4.2,0.62
entertain,patron,ARG0,The patron entertained the guests with a lively performance.,0.8,,0.8,,0.8,,0.8,,0.8,1.7,0.8
entertain,patron,ARG1,The patron entertained the guests with a lively performance.,0.8,,0.8,,0.8,,0.8,,0.8,4.7,0.8
entertain,stripper,ARG0,The stripper entertained the crowd with her acrobatic moves.,0.5,The stripper entertained the audience with her sensual dance.,0.5,The stripper entertained the guests with her comedic routine.,0.5,The stripper entertained the team with her energetic performance.,0.5,The stripper entertained the children with her colorful costumes.,0.5,7,0.5
entertain,stripper,ARG1,The stripper entertained the crowd with her acrobatic moves.,0.5,The stripper entertained the audience with her sensual dance.,0.8,The stripper entertained the guests with her comedic routine.,0.5,The stripper entertained the team with her energetic performance.,0.5,The stripper entertained the children with her colorful costumes.,0.5,2.2,0.56
evaluate,applicant,ARG0,The hiring manager evaluated the applicant's qualifications and skills.,0.8,The evaluator evaluated the applicant's experience and performance.,0.8,The evaluator evaluated the applicant's personality and fit for the role.,0.8,The evaluator evaluated the applicant's communication skills and ability to work in a team.,0.8,The evaluator evaluated the applicant's ability to adapt to new situations and challenges.,0.8,3.3,0.8
evaluate,applicant,ARG1,The hiring manager evaluated the applicant's qualifications and skills.,0.8,,0.8,,0.8,,0.8,,0.8,5.7,0.8
evaluate,automobile,ARG0,The car was evaluated as reliable.,1.0,The car was evaluated as fast.,1.0,The car was evaluated as comfortable.,0.8,The car was evaluated as stylish.,0.8,The car was evaluated as affordable.,1.0,1.2,0.92
evaluate,automobile,ARG1,The car was evaluated for its performance.,1.0,The car was evaluated for its safety features.,1.0,The car was evaluated for its fuel efficiency.,1.0,The car was evaluated for its reliability.,1.0,The car was evaluated for its design.,0.8,4.5,0.96
evaluate,committee,ARG0,The committee evaluated the proposal.,0.8,The committee evaluated the project.,0.8,The committee evaluated the candidate.,0.8,The committee evaluated the product.,0.8,The committee evaluated the decision.,0.8,6.3,0.8
evaluate,committee,ARG1,The committee evaluated the proposal.,0.8,The committee evaluated the project.,0.8,The committee evaluated the candidate.,0.8,The committee evaluated the product.,0.8,The committee evaluated the performance.,0.8,3.9,0.8
evaluate,instructor,ARG0,The instructor evaluated the student's performance.,0.5,The instructor evaluated the course's difficulty.,0.8,The instructor evaluated the student's understanding of the material.,0.5,The instructor evaluated the student's participation in class.,0.5,The instructor evaluated the student's ability to apply the concepts to real-world situations.,0.5,6.1,0.56
evaluate,instructor,ARG1,The instructor evaluated the student's performance.,0.8,The instructor evaluated the course's difficulty.,0.8,The instructor evaluated the student's understanding of the material.,0.8,The instructor evaluated the student's participation in class.,0.5,The instructor evaluated the student's ability to apply the concepts to real-world situations.,0.5,4,0.68
evaluate,possibilities,ARG0,The possibilities were evaluated for their potential impact on the project.,1.0,The team evaluated the possibilities for their feasibility.,0.8,The market evaluated the possibilities for their viability.,0.8,The investors evaluated the possibilities for their potential return.,0.8,The company evaluated the possibilities for their potential risks.,0.8,1.9,0.84
evaluate,possibilities,ARG1,The possibilities were evaluated for their potential impact on the project.,1.0,The team evaluated the possibilities for their feasibility.,0.8,The market evaluated the possibilities for their viability.,0.8,The investors evaluated the possibilities for their potential return.,0.8,The company evaluated the possibilities for their potential risks.,0.8,6.3,0.84
evaluate,student,ARG0,The teacher evaluated the student's performance in the exam.,0.8,The student evaluated the teacher's teaching style.,0.8,The student evaluated the course's difficulty level.,0.8,The student evaluated the professor's knowledge in the subject.,0.8,The student evaluated the course's relevance to their career goals.,0.8,5.4,0.8
evaluate,student,ARG1,The teacher evaluated the student's performance in the exam.,0.8,The student evaluated the teacher's teaching style.,0.8,The student evaluated the course's difficulty level.,0.8,The student evaluated the professor's knowledge in the subject.,0.8,The student evaluated the course's relevance to their career goals.,0.8,5.5,0.8
evaluate,supervisor,ARG0,The supervisor evaluated the project's progress.,0.8,The supervisor evaluated the team's performance.,0.8,The supervisor evaluated the candidate's qualifications.,0.5,The supervisor evaluated the product's quality.,0.8,The supervisor evaluated the employee's work ethic.,0.5,6.7,0.68
evaluate,supervisor,ARG1,The supervisor evaluated the project's progress.,0.8,The supervisor evaluated the team's performance.,0.8,The supervisor evaluated the candidate's qualifications.,0.8,The supervisor evaluated the product's quality.,0.8,The supervisor evaluated the customer's satisfaction.,0.8,4.3,0.8
examine,defendant,ARG0,The prosecutor examined the defendant's testimony.,1.0,,0.8,The jury examined the defendant's alibi.,1.0,,0.8,The defendant examined the evidence against them.,1.0,2.7,0.92
examine,defendant,ARG1,The prosecutor examined the defendant to determine their guilt.,1.0,The judge examined the defendant to determine their sentence.,1.0,The police examined the defendant to determine their involvement in the crime.,1.0,The forensic scientist examined the defendant to determine their DNA.,0.8,The psychologist examined the defendant to determine their mental state.,1.0,5.8,0.96
examine,doctor,ARG0,The doctor examined the patient's symptoms.,1.0,The doctor examined the patient's medical history.,0.8,The doctor examined the patient's physical examination results.,0.8,The doctor examined the patient's test results.,0.8,The doctor examined the patient's treatment plan.,0.8,6.6,0.84
examine,doctor,ARG1,The doctor examined the patient's symptoms.,0.8,The doctor examined the patient's medical history.,0.8,The doctor examined the patient's physical examination results.,0.8,The doctor examined the patient's test results.,0.8,The doctor examined the patient's treatment plan.,0.8,1.9,0.8
examine,evidence,ARG0,The evidence was examined to determine its validity.,1.0,The expert examined the evidence to support their conclusion.,0.8,The witness examined the evidence to prove their claim.,0.8,The investigator examined the evidence to identify the perpetrator.,0.8,The scientist examined the evidence to determine the cause of the phenomenon.,0.8,1.4,0.84
examine,evidence,ARG1,The evidence was examined to determine its validity.,1.0,The expert examined the evidence to determine its relevance.,0.8,The witness examined the evidence to establish the facts.,0.8,The jury examined the evidence to reach a verdict.,0.8,The scientist examined the evidence to understand the phenomenon.,0.8,6.3,0.84
examine,horse,ARG0,The horse was examined by the veterinarian.,1.0,The horse was examined by the trainer.,1.0,The horse was examined by the owner.,1.0,The horse was examined by the farrier.,1.0,The horse was examined by the groom.,0.8,1.4,0.96
examine,horse,ARG1,The scientist examined the horse to determine its health.,0.8,The veterinarian examined the horse to diagnose its illness.,1.0,The trainer examined the horse to assess its fitness.,1.0,The researcher examined the horse to study its behavior.,0.8,The historian examined the horse to learn about its past.,0.8,4.9,0.88
examine,patient,ARG0,The doctor examined the patient's symptoms.,1.0,,1.0,The scientist examined the specimen to identify the presence of a particular protein.,0.8,The teacher examined the student's work to assess their understanding of the material.,0.8,The detective examined the evidence to determine the identity of the suspect.,0.8,2.1,0.88
examine,patient,ARG1,The doctor examined the patient's symptoms.,1.0,,0.8,The scientist examined the specimen to identify the presence of a particular protein.,0.8,The teacher examined the student's work to assess their understanding of the material.,0.8,The detective examined the evidence to piece together the events of the crime.,0.8,6.3,0.84
examine,report,ARG0,The report was examined by the committee to determine its validity.,1.0,The committee examined the report to ensure its accuracy.,1.0,The report was examined by the expert to verify its findings.,1.0,The expert examined the report to provide a detailed analysis.,0.8,The report was examined by the public to understand its implications.,1.0,3.2,0.96
examine,report,ARG1,The researcher examined the report and found it to be accurate.,1.0,,0.8,,0.8,The teacher examined the student's work and gave them feedback.,0.5,,0.8,6.3,0.78
examine,scientist,ARG0,The scientist examined the sample.,1.0,The scientist examined the data.,1.0,The scientist examined the hypothesis.,0.8,The scientist examined the theory.,0.8,The scientist examined the experiment.,1.0,6.7,0.92
examine,scientist,ARG1,The scientist examined the sample with a microscope.,0.8,The scientist examined the data with a statistical analysis.,0.8,The scientist examined the theory with a critical evaluation.,0.8,The scientist examined the hypothesis with a rigorous test.,0.8,The scientist examined the evidence with a thorough review.,0.8,2.3,0.8
excuse,auditor,ARG0,"I'm sorry, but I can't attend the meeting today. I have an auditor coming to my office.",0.75,"I'm sorry, but I can't make it to the party tonight. I have an auditor coming to my house.",0.5,"I'm sorry, but I can't go to the concert tomorrow. I have an auditor coming to my apartment.",0.5,"I'm sorry, but I can't go to the beach this weekend. I have an auditor coming to my hotel room.",0.5,"I'm sorry, but I can't go to the restaurant for dinner tonight. I have an auditor coming to my workplace.",0.75,3.5,0.6
excuse,auditor,ARG1,The auditor excused the speaker for not attending the meeting.,0.5,The auditor excused the speaker for not providing the necessary documentation.,0.5,The auditor excused the speaker for not being able to attend the meeting due to personal reasons.,0.5,The auditor excused the speaker for not being able to provide the necessary documentation due to technical issues.,0.8,The auditor excused the speaker for not being able to attend the meeting due to unforeseen circumstances.,0.5,2.6,0.56
excuse,drummer,ARG0,The drummer excused himself from the meeting.,0.5,The drummer excused his absence from the concert.,0.5,,0.5,The drummer excused his mistake from the project.,0.5,The drummer excused his poor performance from the competition.,0.8,2.7,0.56
excuse,drummer,ARG1,The drummer excused himself from the meeting.,0.5,The drummer excused his absence from the concert.,0.8,,0.5,The drummer excused his mistake from the project.,0.5,The drummer excused his poor performance from the competition.,0.8,2.1,0.62
excuse,optometrist,ARG0,The optometrist excused me from the examination because I was feeling unwell.,0.8,The optometrist excused me from the examination because I had a prior commitment.,0.5,The optometrist excused me from the examination because I was not feeling well.,0.5,The optometrist excused me from the examination because I had a family emergency.,0.5,The optometrist excused me from the examination because I was not feeling well enough to participate.,0.8,3.9,0.62
excuse,optometrist,ARG1,The optometrist excused me from the exam because I was feeling nauseous.,0.8,The optometrist excused me from the exam because I had a headache.,0.5,The optometrist excused me from the exam because I was feeling dizzy.,0.8,The optometrist excused me from the exam because I was feeling lightheaded.,0.8,The optometrist excused me from the exam because I was feeling unwell.,0.8,2.3,0.74
excuse,prince,ARG0,The prince excused himself from the meeting.,0.8,The prince excused his absence from the meeting.,0.8,The prince excused his tardiness from the meeting.,0.8,The prince excused his mistake from the meeting.,0.8,The prince excused his failure from the meeting.,0.8,4,0.8
excuse,prince,ARG1,The prince excused himself from the meeting.,0.8,The prince excused his absence from the party.,0.8,The prince excused his tardiness from the lecture.,0.8,The prince excused his mistake from the exam.,0.5,The prince excused his failure from the project.,0.8,4.4,0.74
execute,hangman,ARG0,The hangman executed the death penalty on the criminal.,0.5,The hangman executed the sentence on the criminal.,0.5,The hangman executed the punishment on the criminal.,0.5,,0.5,The hangman executed the retribution on the criminal.,0.5,5.1,0.5
execute,hangman,ARG1,The hangman executed the death penalty on the criminal.,0.5,The hangman executed the sentence on the criminal.,0.5,The hangman executed the punishment on the criminal.,0.5,,0.5,The hangman executed the retribution on the criminal.,0.5,3.9,0.5
execute,hostages,ARG0,The terrorists executed the hostages in cold blood.,0.8,,0.5,,0.5,,0.5,,0.5,1.7,0.56
execute,hostages,ARG1,The terrorists executed the hostages in cold blood.,0.8,,0.5,,0.5,,0.5,,0.5,4.9,0.56
execute,martyr,ARG0,The terrorist executed the martyr.,0.5,,0.5,The military executed the martyr.,0.5,The insurgents executed the martyr.,0.8,The rebels executed the martyr.,0.8,2.7,0.62
execute,martyr,ARG1,The terrorist executed the martyr.,0.5,,0.5,The military executed the martyr.,0.8,The insurgents executed the martyr.,0.8,The rebels executed the martyr.,0.8,4,0.68
execute,martyr,ARG0,The terrorist executed the martyr.,0.5,,0.5,The military executed the martyr.,0.5,The insurgents executed the martyr.,0.8,The rebels executed the martyr.,0.8,2.1,0.62
execute,martyr,ARG1,The terrorist executed the martyr.,0.5,,0.5,The military executed the martyr.,0.8,The insurgents executed the martyr.,0.8,The rebels executed the martyr.,0.8,4.5,0.68
execute,murderer,ARG0,The police executed the murderer.,1.0,,0.8,,0.8,,0.8,The executioner executed the criminal.,0.5,6.6,0.78
execute,murderer,ARG1,The police executed the murderer.,1.0,,0.8,,0.8,,0.8,The executioner executed the criminal.,0.5,4.9,0.78
execute,nun,ARG0,The nun executed the plan with precision.,0.5,,0.5,The nun executed the order with obedience.,0.5,The nun executed the decision with conviction.,0.5,The nun executed the plan with determination.,0.5,1.1,0.5
execute,nun,ARG1,The nun executed the plan with precision.,0.5,,0.5,The nun executed the order with obedience.,0.5,The nun executed the decision with conviction.,0.5,The nun executed the plan with determination.,0.5,1.3,0.5
execute,plumber,ARG0,The plumber executed the repair.,0.5,The plumber executed the installation.,0.5,The plumber executed the inspection.,0.5,The plumber executed the maintenance.,0.5,The plumber executed the repair and installation.,0.8,1.6,0.56
execute,plumber,ARG1,The plumber executed the repair.,0.8,The plumber executed the installation.,0.5,The plumber executed the inspection.,0.5,The plumber executed the maintenance.,0.5,The plumber executed the repair and installation.,0.8,1.4,0.62
execute,strategy,ARG0,The company executed a new strategy to increase sales.,0.8,,0.8,,0.8,The company executed a new marketing campaign to increase brand awareness.,0.5,,0.8,1.9,0.74
execute,strategy,ARG1,The company executed a new strategy to increase sales.,0.8,,0.8,,0.8,The company executed a new marketing campaign to increase brand awareness.,0.5,,0.8,4.8,0.74
execute,terrorists,ARG0,The government executed the terrorists in the city.,0.8,The military executed the terrorists in the countryside.,0.8,The police executed the terrorists in the town.,0.5,The vigilantes executed the terrorists in the village.,0.8,The vigilantes executed the terrorists in the city.,0.8,6.1,0.74
execute,terrorists,ARG1,The government executed the terrorists in the city.,0.8,The military executed the terrorists in the countryside.,0.8,The police executed the terrorists in the town.,0.8,The vigilantes executed the terrorists in the village.,0.8,The vigilantes executed the terrorists in the city.,0.8,4,0.8
exile,criminal,ARG0,The exile of the criminal was a just punishment.,1.0,The criminal was exiled to a remote island.,1.0,The exile of the criminal was a necessary measure to protect the community.,0.8,The criminal was exiled to a foreign country to avoid further harm.,1.0,The exile of the criminal was a form of rehabilitation to help them change their ways.,0.8,2.2,0.92
exile,criminal,ARG1,The exile of the criminal was a just punishment.,1.0,The criminal was exiled to a remote island.,1.0,The exile of the criminal was a necessary measure to protect the community.,1.0,The criminal was exiled to a foreign country to avoid further harm.,1.0,The exile of the criminal was a form of rehabilitation to help them change their ways.,1.0,5.5,1.0
exile,dictator,ARG0,The dictator was exiled from the country.,1.0,The dictator was exiled to a remote island.,1.0,The dictator was exiled to a foreign country.,1.0,The dictator was exiled to a prison cell.,0.8,The dictator was exiled to a mental institution.,0.8,6,0.92
exile,dictator,ARG1,The dictator was exiled from the country.,1.0,The dictator was exiled to a remote island.,1.0,The dictator was exiled to a foreign country.,1.0,The dictator was exiled to a prison cell.,0.8,The dictator was exiled to a mental institution.,0.8,4.1,0.92
expect,housewife,ARG0,I expect the housewife to clean the house.,0.5,The housewife is expected to clean the house.,0.8,The housewife is expected to do the dishes.,0.8,The housewife is expected to cook dinner.,0.5,The housewife is expected to take care of the children.,0.5,4.8,0.62
expect,housewife,ARG1,I expect the housewife to clean the house.,0.5,The housewife is expected to clean the house.,0.8,The housewife is expected to do the dishes.,0.8,The housewife is expected to cook dinner.,0.8,The housewife is expected to take care of the children.,0.8,2.6,0.74
expect,mailman,ARG0,I expect the mailman to deliver the package by tomorrow.,0.8,The mailman is expected to deliver the package by tomorrow.,0.8,The package is expected to be delivered by the mailman by tomorrow.,0.8,The mailman is expected to deliver the package on time.,0.8,The package is expected to be delivered by the mailman on time.,0.8,2.5,0.8
expect,mailman,ARG1,I expect the mailman to deliver the package by tomorrow.,0.8,The mailman is expected to deliver the package by tomorrow.,0.8,The package is expected to be delivered by the mailman by tomorrow.,0.8,The mailman is expected to deliver the package on time.,0.8,The package is expected to be delivered by the mailman on time.,0.8,4.8,0.8
expect,package,ARG0,I expect the package to arrive tomorrow.,0.8,The package is expected to arrive tomorrow.,1.0,The package is expected to arrive on time.,1.0,The package is expected to arrive soon.,1.0,The package is expected to arrive within the next few days.,1.0,1.3,0.96
expect,package,ARG1,I expect the package to arrive tomorrow.,1.0,The package is expected to arrive tomorrow.,1.0,The package is expected to arrive on time.,1.0,The package is expected to arrive soon.,1.0,The package is expected to arrive within the next few days.,1.0,5.5,1.0
expect,plumber,ARG0,I expect the plumber to arrive soon.,0.8,The plumber is expected to fix the leak.,0.8,The plumber is expected to arrive at 3 PM.,0.8,The plumber is expected to fix the leak by tomorrow.,0.8,The plumber is expected to arrive with the necessary tools.,0.8,3.1,0.8
expect,plumber,ARG1,I expect the plumber to arrive soon.,0.8,The plumber is expected to fix the leak.,0.8,The plumber is expected to arrive at 3 PM.,0.8,The plumber is expected to fix the leak before the party.,0.8,The plumber is expected to arrive with the necessary tools.,0.8,4.8,0.8
expect,salesman,ARG0,I expect the salesman to arrive soon.,1.0,The salesman is expected to arrive soon.,1.0,The salesman is expected to arrive on time.,1.0,The salesman is expected to arrive before the deadline.,1.0,The salesman is expected to arrive with the goods.,0.8,3.7,0.96
expect,salesman,ARG1,The salesman expected a good sale.,0.8,The salesman expected a high profit.,0.8,The salesman expected a successful sale.,0.8,The salesman expected a good return on investment.,0.8,The salesman expected a good outcome.,0.8,2.5,0.8
fight,boxer,ARG0,The boxer fought in the ring.,1.0,The boxer fought the other boxer.,1.0,The boxer fought to win the championship.,1.0,The boxer fought to defend his title.,1.0,The boxer fought to prove his skills.,1.0,6.8,1.0
fight,boxer,ARG1,The boxer fought in the ring.,1.0,The boxer fought the other boxer.,1.0,The boxer fought to win the championship.,1.0,The boxer fought to defend his title.,1.0,The boxer fought to prove his skills.,1.0,6.1,1.0
fight,landlord,ARG0,The landlord fought with the tenant over the rent.,0.8,The landlord fought with the tenant over the lease.,0.8,The landlord fought with the tenant over the property.,0.8,The landlord fought with the tenant over the dispute.,0.8,The landlord fought with the tenant over the issue.,0.8,4.4,0.8
fight,landlord,ARG1,The landlord fought with the tenant over the rent.,0.8,The landlord fought with the tenant over the lease.,0.8,The landlord fought with the tenant over the property.,0.8,The landlord fought with the tenant over the dispute.,0.8,The landlord fought with the tenant over the legal action.,0.8,4.1,0.8
fight,maniac,ARG0,The maniac fought the bear.,0.5,The bear fought the maniac.,0.5,The maniac fought the lion.,0.5,The lion fought the maniac.,0.5,The maniac fought the tiger.,0.5,6.1,0.5
fight,maniac,ARG1,The maniac fought the bear.,0.5,The bear fought the maniac.,0.8,The maniac fought the lion.,0.5,The lion fought the maniac.,0.5,The maniac fought the tiger.,0.5,3.2,0.56
fight,pacifist,ARG0,The pacifist refused to fight in the war.,0.5,The pacifist was not interested in fighting.,0.5,The pacifist did not want to fight.,0.5,The pacifist was not willing to fight.,0.5,The pacifist did not fight in the war.,0.5,1.4,0.5
fight,pacifist,ARG1,The pacifist refused to fight in the war.,0.5,The pacifist was not interested in fighting.,0.5,The pacifist did not want to fight.,0.5,The pacifist was not willing to fight.,0.5,The pacifist did not fight in the war.,0.5,2,0.5
fight,wrestler,ARG0,The wrestler fought the other wrestler.,1.0,The wrestler fought the other wrestler with all his might.,1.0,The wrestler fought the other wrestler with a fierce determination.,1.0,The wrestler fought the other wrestler with a fierce determination and a strong will.,1.0,"The wrestler fought the other wrestler with a fierce determination and a strong will, and emerged victorious.",1.0,6.2,1.0
fight,wrestler,ARG1,The wrestler fought the other wrestler.,1.0,The wrestler fought the other wrestler with all his might.,1.0,The wrestler fought the other wrestler with a fierce determination.,1.0,The wrestler fought the other wrestler with a fierce determination and a strong will.,1.0,"The wrestler fought the other wrestler with a fierce determination and a strong will, and emerged victorious.",1.0,5.8,1.0
find,archeologist,ARG0,The archeologist found the ancient artifacts in the ruins.,0.8,The archeologist found the lost city.,0.8,The archeologist found the hidden treasure.,0.8,The archeologist found the evidence of the ancient civilization.,0.8,The archeologist found the clues to the mystery of the lost city.,0.8,6.4,0.8
find,archeologist,ARG1,The archeologist found the ancient artifacts in the ruins.,0.8,The archeologist found the lost city.,1.0,The archeologist found the hidden treasure.,0.8,The archeologist found the evidence of the ancient civilization.,0.8,The archeologist found the clues to the mystery of the lost city.,0.8,1.8,0.84
find,child,ARG0,I found the child in the park.,1.0,The child was found in the forest.,1.0,The child was found by the police.,1.0,The child was found in the hospital.,1.0,The child was found in the orphanage.,1.0,5.4,1.0
find,child,ARG1,I found the child in the park.,1.0,The child was found in the forest.,1.0,The child was found by the police.,1.0,The child was found in the hospital.,1.0,The child was found in the orphanage.,1.0,4.1,1.0
find,goat,ARG0,I found the goat in the field.,1.0,The goat was found in the forest.,1.0,The goat was found by the hunter.,1.0,The goat was found in the meadow.,1.0,The goat was found in the mountains.,1.0,2.9,1.0
find,goat,ARG1,The goat found the lost sheep.,0.5,The goat found the missing key.,0.5,The goat found the hidden treasure.,0.8,The goat found the lost child.,0.5,The goat found the missing person.,0.5,2.8,0.56
find,kitten,ARG0,I found a kitten in the park.,1.0,The kitten was found in the forest.,0.8,The kitten was found by the dog.,0.8,The kitten was found in the house.,1.0,The kitten was found in the garden.,1.0,4.3,0.92
find,kitten,ARG1,I found a kitten in the park.,1.0,The kitten was found in the forest.,0.8,The kitten was found by the dog.,0.8,The kitten was found in the house.,1.0,The kitten was found in the garden.,1.0,4.7,0.92
find,singer,ARG0,I found a singer in the park.,0.8,The singer was found in the concert hall.,0.8,The singer was found in the recording studio.,0.8,The singer was found in the music store.,0.8,The singer was found in the music venue.,0.8,2.9,0.8
