predicate,argument,sentence 1,sub-fit score 1,sentence 2,sub-fit score 2,sentence 3,sub-fit score 3,sentence 4,sub-fit score 4,sentence 5,sub-fit score 5,actual_fit,exp_fit
wash,lake,Wash the dishes in the lake.,0.75,Wash the car in the lake.,0.75,Wash the clothes in the lake.,0.75,Wash the dog in the lake.,0.75,Wash the cat in the lake.,0.75,4,0.75
wash,bathroom,Wash the bathroom.,0.75,Wash the bathroom floor.,0.75,Wash the bathroom sink.,0.75,Wash the bathroom toilet.,0.75,Wash the bathroom mirror.,0.75,7,0.75
wash,laundromat,I went to the laundromat to wash my clothes.,0.75,The laundromat wash my clothes for me.,0.75,I washed my clothes at the laundromat.,0.75,The laundromat washed my clothes.,0.75,I washed my clothes at the laundromat.,0.75,4.9,0.75
wash,puddle,The puddle washed away.,0.75,The puddle washed off the ground.,0.75,,0.75,The puddle washed the mud off.,0.75,,0.75,1.2,0.75
wash,pool,Wash the pool,1.0,Wash the pool with soap,0.75,Wash the pool with water,0.75,Wash the pool with a hose,0.75,Wash the pool with a sponge,0.75,2.5,0.8
wash,factory,The factory washed the clothes.,0.75,The clothes washed in the factory.,0.75,The factory washed the clothes in the river.,0.75,The clothes washed in the factory by the river.,0.75,,0.75,2.5,0.75
wash,hospital,,0.0,,0.0,,0.0,,0.0,,0.0,5.6,0.0
run,house,The dog ran around the house.,0.75,The cat ran through the house.,0.75,The rabbit ran in the house.,0.75,The horse ran over the house.,0.75,The elephant ran under the house.,0.75,2.8,0.75
run,track,The runner ran on the track.,0.75,The track runner ran.,1.0,The runner ran on the track.,0.75,The track runner ran.,1.0,The runner ran on the track.,0.75,6.9,0.85
run,treadmill,I ran on the treadmill for 30 minutes.,0.75,The treadmill ran under my feet as I jogged.,0.75,The treadmill was my location as I ran.,0.75,I ran on the treadmill to get in shape.,0.75,The treadmill was my destination as I ran.,0.75,6.8,0.75
run,gymnasium,I ran to the gymnasium to exercise.,0.75,The gymnasium was my destination when I ran.,0.75,I ran to the gymnasium to play basketball.,0.75,The gymnasium was my starting point when I ran.,0.75,I ran to the gymnasium to get a drink of water.,0.75,6.4,0.75
run,sidewalk,The runner ran on the sidewalk.,0.75,The sidewalk was the location where the runner ran.,0.75,The runner ran on the sidewalk at night.,0.75,The sidewalk was the location where the runner ran at night.,0.75,The runner ran on the sidewalk in the rain.,0.75,5.5,0.75
run,road,The dog ran down the road.,0.75,The runner ran down the road.,0.75,The car ran down the road.,0.75,The horse ran down the road.,0.75,The person ran down the road.,0.75,5.2,0.75
run,restaurant,I ran to the restaurant to grab a bite to eat.,0.75,The restaurant was a great place to run errands.,0.75,I ran to the restaurant to pick up my order.,0.75,The restaurant was a popular spot to run into friends.,0.75,I ran to the restaurant to grab a drink before the show.,0.75,1.3,0.75
fish,ocean,The fish swam in the ocean.,0.75,The ocean was home to many fish.,0.75,The fish were found in the ocean.,1.0,The ocean was a habitat for fish.,0.75,The fish were abundant in the ocean.,0.75,6.4,0.8
fish,lake,The fish swam in the lake.,0.75,The lake was home to many fish.,0.75,The fish were caught in the lake.,0.75,The lake was a popular spot for fishing.,0.75,The lake was a haven for fish.,0.75,6.8,0.75
fish,pool,The fish swam in the pool.,0.75,The pool was filled with fish.,0.75,The fish were swimming in the pool.,0.75,The pool was a habitat for fish.,0.75,The fish were living in the pool.,0.75,1.1,0.75
fish,puddle,The fish swam in the puddle.,0.75,The puddle was home to many fish.,0.75,The fish were attracted to the puddle.,0.75,The puddle was a haven for fish.,0.75,The fish were found in the puddle.,0.75,1,0.75
fish,pond,The fish swam in the pond.,0.75,The pond was home to many fish.,0.75,The fish were swimming in the pond.,0.75,The pond was a habitat for fish.,0.75,The fish were found in the pond.,0.75,5,0.75
fish,river,The fish swam in the river.,0.75,The river was home to many fish.,0.75,The fish were caught in the river.,0.75,The river was a popular spot for fishing.,0.75,The fish were a vital part of the river's ecosystem.,0.75,6.2,0.75
fish,swamp,The fish swam in the swamp.,0.75,The swamp was home to many fish.,0.75,The fish were found in the swamp.,0.75,The swamp was a haven for fish.,0.75,The fish were abundant in the swamp.,0.75,2.5,0.75
weigh,supermarket,The supermarket weighs 1000 kg.,1.0,The supermarket weighs 1000 pounds.,0.75,The supermarket weighs 1000 tons.,0.75,The supermarket weighs 1000 metric tons.,0.75,The supermarket weighs 1000 kilograms.,1.0,6.7,0.85
weigh,bathroom,The bathroom weighs 100 pounds.,0.75,The bathroom weighs 200 pounds.,0.75,The bathroom weighs 300 pounds.,0.75,The bathroom weighs 400 pounds.,0.75,The bathroom weighs 500 pounds.,0.75,6.4,0.75
weigh,gymnasium,The gymnasium weighs 1000 kg.,0.75,The gymnasium weighs 1000 pounds.,0.75,The gymnasium weighs 1000 kilograms.,0.75,The gymnasium weighs 1000 metric tons.,0.75,The gymnasium weighs 1000 tons.,0.75,5.7,0.75
weigh,hospital,The hospital weighs 100 tons.,0.75,,0.75,,0.75,The hospital weighs 100 metric tons.,0.75,,0.75,5.5,0.75
weigh,restaurant,,0.25,,0.25,,0.25,,0.25,,0.25,3.6,0.25
weigh,sauna,The sauna weighs heavily on my shoulders.,0.75,The sauna weighs a ton.,0.75,The sauna is a heavy burden.,0.75,The sauna is a weighty issue.,0.75,The sauna is a heavy responsibility.,0.75,2.5,0.75
weigh,bar,The bar weighs 100 pounds.,1.0,The bar weighs 100 pounds on the scale.,0.75,The bar weighs 100 pounds on the scale in the kitchen.,0.75,,0.75,,0.75,1.6,0.8
weigh,classroom,The classroom weighed heavily on my shoulders.,0.75,The classroom was a heavy burden for me to carry.,0.75,The classroom was a weight on my mind.,0.75,The classroom was a heavy responsibility for me.,0.75,The classroom was a heavy load for me to bear.,0.75,2.6,0.75
weigh,delicatessen,The delicatessen weighed heavily on my mind.,0.75,The delicatessen weighed heavily on my plate.,0.75,The delicatessen weighed heavily on my stomach.,0.75,The delicatessen weighed heavily on my heart.,0.75,The delicatessen weighed heavily on my soul.,0.75,6.3,0.75
rescue,lake,The rescue team rescued the stranded hikers from the lake.,0.75,The rescue team rescued the lost dog from the lake.,0.75,The rescue team rescued the drowning swimmer from the lake.,0.75,The rescue team rescued the stranded sailboat from the lake.,0.75,The rescue team rescued the stranded ship from the lake.,0.75,5.9,0.75
rescue,tree,The firefighters rescued the tree from the burning building.,0.75,The tree was rescued from the flood by the rescue team.,1.0,The tree was rescued from the forest fire by the wildlife rescue service.,1.0,The tree was rescued from the drought by the conservationists.,1.0,The tree was rescued from the storm by the emergency services.,1.0,4.8,0.95
rescue,house,The firefighters rescued the house from the burning building.,1.0,The police rescued the house from the flood.,1.0,The rescue team rescued the house from the earthquake.,1.0,The firefighters rescued the house from the fire.,1.0,The police rescued the house from the robbery.,1.0,4.9,1.0
rescue,park,The firefighters rescued the park ranger from the burning building.,0.25,,0.75,,0.75,,0.75,,0.75,3.9,0.65
rescue,cave,The rescue team rescued the trapped people from the cave.,0.75,The cave was rescued by the rescue team.,1.0,The rescue team rescued the people from the cave.,0.75,The cave was rescued by the rescue team.,1.0,The rescue team rescued the people from the cave.,0.75,3.8,0.85
rescue,mine,The mine was rescued by the rescue team.,0.75,The rescue team rescued the mine.,0.75,The mine was rescued by the rescue team at the mine site.,0.75,The rescue team rescued the mine at the mine site.,0.75,The mine was rescued by the rescue team at the mine site after a long and difficult rescue operation.,1.0,4.4,0.8
rescue,ocean,The rescue team was sent to the ocean to save the stranded sailors.,0.75,The rescue mission was launched from the ocean to retrieve the lost submarine.,0.75,The rescue boat was sent to the ocean to retrieve the survivors of the shipwreck.,0.75,The rescue team was deployed to the ocean to search for the missing hikers.,0.75,The rescue helicopter was sent to the ocean to rescue the stranded fishermen.,0.75,4.8,0.75
rescue,battlefield,The rescue team was sent to the battlefield to retrieve the survivors.,0.75,The rescue operation was conducted on the battlefield to save the hostages.,0.75,The rescue mission was launched from the battlefield to retrieve the stranded sailors.,0.75,The rescue team was deployed to the battlefield to rescue the trapped miners.,0.75,The rescue helicopters were sent to the battlefield to rescue the stranded hikers.,0.75,6,0.75
rescue,prison,The police rescued the prisoners from the prison.,1.0,,0.75,,0.75,,0.75,,0.75,2.8,0.8
exercise,car,,0.0,,0.0,The car's engine exercises in the garage.,0.75,The car's engine exercises in the driveway.,0.75,The car exercises its engine in the garage.,0.75,1.4,0.45
exercise,gymnasium,I exercise at the gymnasium every morning.,0.75,The gymnasium is where I exercise.,1.0,I go to the gymnasium to exercise.,0.75,I exercise at the gymnasium to get in shape.,0.75,I exercise at the gymnasium to improve my physical fitness.,0.75,7,0.8
exercise,house,I exercise in the house.,0.75,,0.75,The house is where I exercise.,0.75,I exercise in the house every day.,0.75,The house is where I exercise regularly.,0.75,5.1,0.75
exercise,school,The school exercises in the gym.,0.75,The gym exercises in the school.,0.75,The school exercises in the classroom.,0.75,The classroom exercises in the school.,0.75,The school exercises in the playground.,0.75,4.9,0.75
exercise,track,I exercise on the track.,0.75,The track is where I exercise.,0.75,I exercise on the track at the gym.,0.75,The track is where I exercise at the gym.,0.75,I exercise on the track at the park.,0.75,6.9,0.75
exercise,stadium,Exercise in the stadium,0.75,Exercise at the stadium,0.75,Exercise on the stadium,0.75,Exercise in the stadium's field,0.75,Exercise on the stadium's field,0.75,4.4,0.75
exercise,campground,I went to the campground to exercise.,0.75,The campground was a great place to exercise.,0.75,I exercised at the campground for hours.,0.75,The campground was a great place to get some exercise.,0.75,I went to the campground to get some exercise in.,0.75,3.5,0.75
study,mall,I studied at the mall.,0.75,The mall is where I studied.,0.75,I studied at the mall for a long time.,0.75,I studied at the mall for a semester.,0.75,I studied at the mall for a year.,0.75,1.6,0.75
study,library,I study at the library.,0.75,The library is where I study.,0.75,I study in the library.,0.75,The library is where I do my homework.,0.75,I study in the library every day.,0.75,6.9,0.75
study,bank,I studied at the bank.,0.75,The bank studied the financial market.,0.75,The bank's study of the financial market was thorough.,0.75,The study of the financial market by the bank was thorough.,0.75,The bank's study of the financial market was thorough and comprehensive.,0.75,1.5,0.75
study,gymnasium,I study at the gymnasium.,0.75,The gymnasium is where I study.,0.75,I study in the gymnasium.,0.75,The gymnasium is where I do my homework.,0.75,I study in the gymnasium every day.,0.75,2.1,0.75
study,car,I studied the car in the garage.,0.75,The car was studied in the laboratory.,0.75,The car was studied in the library.,0.75,The car was studied in the park.,0.75,The car was studied in the forest.,0.75,2.5,0.75
study,office,I study in the office.,0.75,The office is where I study.,0.75,I study in the office every day.,0.75,I study in the office for hours.,0.75,I study in the office to pass my exams.,0.75,4.4,0.75
study,bedroom,I study in my bedroom.,0.75,She studies in the bedroom.,0.75,He studies in the bedroom.,0.75,They study in the bedroom.,0.75,We study in the bedroom.,0.75,5.8,0.75
study,dormitory,I study in the dormitory.,0.75,The dormitory is where I study.,0.75,I study in the dormitory at night.,0.75,I study in the dormitory during the day.,0.75,I study in the dormitory for hours.,0.75,5.7,0.75
study,classroom,I studied in the classroom.,0.75,The classroom was where I studied.,0.75,I studied in the classroom for three hours.,0.75,I studied in the classroom with my friends.,0.75,I studied in the classroom for my exam.,0.75,6.2,0.75
escape,hospital,The patient escaped from the hospital.,0.75,,0.75,,0.75,,0.75,,0.75,3.4,0.75
escape,prison,The prisoner escaped from prison.,1.0,The fugitive escaped to freedom.,0.75,,0.75,,0.75,,0.75,4.3,0.8
escape,school,The school escaped from the burning building.,0.75,The school escaped to the safety of the nearby forest.,0.75,The school escaped to a nearby town.,0.75,The school escaped to a nearby city.,0.75,The school escaped to a nearby country.,0.75,3.5,0.75
escape,resort,The escape route was a narrow alleyway that led to the roof.,0.75,The resort was a popular destination for those looking to escape the city.,0.75,The escape pod was designed to take the crew to safety in case of an emergency.,0.75,The resort was a popular destination for those looking to escape the heat of the city.,0.75,The escape route was a secret path that only a few people knew about.,0.25,2.7,0.65
escape,gymnasium,The thief escaped from the gymnasium.,0.75,The burglar escaped through the gymnasium.,0.75,The criminal escaped out of the gymnasium.,0.75,The criminal escaped through the gymnasium.,0.75,The criminal escaped out of the gymnasium.,0.75,2.3,0.75
escape,campground,The group of friends escaped from the campground by hiking through the woods.,0.75,The escaped prisoners were able to find shelter in the nearby campground.,0.75,The campground was the perfect place for the group to escape from the storm.,1.0,The campground was the only place where the group could find safety from the dangerous situation.,0.75,The group was able to escape from the campground by using the nearby river as a means of transportation.,0.75,2.5,0.8
deposit,library,Deposit the book in the library.,0.75,Deposit the book in the library's collection.,0.75,Deposit the book in the library's storage room.,0.75,Deposit the book in the library's archives.,0.75,Deposit the book in the library's reading room.,0.75,4.7,0.75
deposit,bank,I deposited the money into the bank account.,0.75,The bank deposited the money into my account.,0.75,The bank deposited the money into the account.,0.75,I deposited the money into the bank.,0.75,The bank deposited the money into the account.,0.75,7,0.75
deposit,hospital,Deposit the hospital's funds in the bank.,0.75,Deposit the hospital's money in the bank.,0.75,Deposit the hospital's assets in the bank.,0.75,Deposit the hospital's funds in a safe place.,0.75,Deposit the hospital's money in a safe place.,0.75,3.4,0.75
deposit,store,I deposited the money in the bank account.,0.75,The money was deposited in the bank account.,0.75,The bank account was deposited with the money.,0.75,The money was deposited in the bank.,1.0,The bank was deposited with the money.,0.75,3.2,0.8
deposit,instabank,Deposit the money in the instabank.,0.75,Deposit the funds in the instabank.,0.75,Deposit the cash in the instabank.,0.75,Deposit the coins in the instabank.,0.75,Deposit the bills in the instabank.,0.75,6.2,0.75
deposit,hotel,I deposited the money in the hotel's safe.,0.75,The hotel deposited the money in the safe.,0.75,The safe deposit box was located in the hotel.,0.75,The hotel's safe deposit box was located in the hotel.,1.0,The hotel's safe deposit box was located in the hotel's lobby.,0.75,4.2,0.8
deposit,kitchen,I deposited the money in the kitchen.,0.75,The money was deposited in the kitchen.,0.75,The kitchen was the location where the money was deposited.,0.75,The money was deposited in the kitchen by me.,0.75,I deposited the money in the kitchen by myself.,0.75,2.3,0.75
mourn,party,The party mourned the loss of their dear friend.,0.75,The mourners gathered at the party to pay their respects.,0.75,"The party was a somber affair, with mourners gathered in the living room.",0.75,"The mourners were dressed in black, and the party was a somber affair.",0.25,"The party was a somber affair, with mourners gathered in the backyard.",0.75,1.6,0.65
mourn,funeral,The family mourned the funeral of their loved one at the local cemetery.,0.75,The community mourned the funeral of the fallen soldier at the national memorial.,0.75,The nation mourned the funeral of the former president at the White House.,0.75,The city mourned the funeral of the beloved musician at the concert hall.,0.75,The family mourned the funeral of their pet at the pet cemetery.,0.75,7,0.75
mourn,wedding,"The family mourned the wedding of their daughter, who had passed away in a tragic accident.",0.75,,0.75,,0.75,,0.75,,0.75,2.2,0.75
mourn,bank,The bank mourned the loss of its former CEO.,0.75,The mourning bank was filled with tears.,0.75,The bank's mourning was a somber affair.,0.75,The bank's mourners were dressed in black.,0.75,The bank's mourning was a somber and dignified affair.,0.75,1.8,0.75
mourn,cemetery,The family mourned the loss of their loved one in the cemetery.,0.75,The cemetery was filled with mourners who had come to pay their respects.,0.75,The cemetery was the final resting place of many who had passed away.,0.75,The cemetery was a place of remembrance for those who had been lost.,0.75,The cemetery was a symbol of the end of life and the beginning of something new.,0.75,6.8,0.75
mourn,temple,The temple was mourned by the people who lived nearby.,0.75,The temple was mourned by the people who had lost their loved ones there.,0.75,The temple was mourned by the people who had been affected by the recent earthquake.,0.75,The temple was mourned by the people who had been affected by the recent floods.,0.75,The temple was mourned by the people who had been affected by the recent fire.,0.75,5.6,0.75
mourn,theatre,The theatre was filled with mourners as they paid their respects to the deceased.,0.75,The mourners gathered in the theatre to pay their respects to the deceased.,0.75,The theatre was the location where the mourners gathered to pay their respects to the deceased.,0.75,The theatre was the place where the mourners came to pay their respects to the deceased.,0.75,The theatre was the venue where the mourners gathered to pay their respects to the deceased.,0.75,2,0.75
worship,theater,The theater was the location of the worship service.,1.0,The worship service was held in the theater.,0.75,The theater was the site of the worship ceremony.,0.75,The worship ceremony was held at the theater.,0.75,The theater was the venue for the worship event.,0.75,1.6,0.8
worship,chapel,The congregation gathered in the chapel for worship.,0.75,The priest led the congregation in prayer and worship.,1.0,The choir sang hymns and hallelujahs during worship.,1.0,The organist played beautiful music during the worship service.,1.0,The pastor delivered a sermon during the worship service.,0.75,6.7,0.9
worship,school,The school was a place of worship for the students.,0.75,The students worshiped at the school.,0.75,The school was a place of worship for the community.,0.75,The community worshiped at the school.,0.75,The school was a place of worship for the town.,0.75,2.9,0.75
worship,bar,The bar was the location of the worship.,0.75,The worship took place at the bar.,0.75,The bar was the site of the worship.,0.75,The worship was held at the bar.,0.75,The bar was the venue for the worship.,0.75,1.4,0.75
worship,temple,The people worshiped in the temple.,0.75,The temple was the place of worship.,1.0,The temple was the site of worship.,1.0,The temple was the location of worship.,1.0,The temple was the venue for worship.,1.0,6.8,0.95
worship,cemetery,The people worshiped at the cemetery.,0.75,The cemetery was the site of the worship ceremony.,0.75,The cemetery was the place where the worship took place.,0.75,The worship was held at the cemetery.,0.75,The cemetery was the location of the worship.,0.75,4.3,0.75
eat,restaurant,I ate at the restaurant last night.,0.75,The restaurant was delicious.,0.75,I had a great time eating there.,0.75,The food was amazing.,0.0,I would definitely go back to that restaurant again.,0.75,7,0.6
eat,kitchen,I ate breakfast in the kitchen.,0.75,,0.75,,0.75,,0.75,,0.75,7,0.75
eat,pub,I ate at the pub.,0.75,The pub was my favorite place to eat.,0.75,I went to the pub to eat.,0.75,I had a great time eating at the pub.,0.75,The pub was a popular spot for eating.,0.75,4.9,0.75
eat,delicatessen,I went to the delicatessen to eat a sandwich.,0.75,The delicatessen was a popular spot for eating a sandwich.,0.75,I ate a sandwich at the delicatessen.,0.75,The delicatessen was a great place to eat a sandwich.,0.75,I had a sandwich at the delicatessen.,0.75,5.3,0.75
eat,stadium,The team ate lunch at the stadium.,0.75,The players ate dinner at the stadium.,0.75,The fans ate snacks at the stadium.,0.75,,0.75,,0.75,4.7,0.75
eat,lobby,The lobby was crowded with people eating snacks.,0.75,,0.75,,0.75,The lobby was the perfect place to grab a quick bite to eat.,0.75,The lobby was the only place to find a quiet spot to eat.,0.75,2.6,0.75
eat,bedroom,I ate my dinner in the bedroom.,0.75,The cat ate the mouse in the bedroom.,0.75,The dog ate the bone in the bedroom.,0.75,The baby ate the pacifier in the bedroom.,0.75,The chef ate the cake in the bedroom.,0.75,3.5,0.75
shower,gymnasium,I went to the gymnasium to shower after my workout.,0.75,The gymnasium was my favorite place to shower after a long day at the office.,0.75,I took a long shower in the gymnasium to relax and unwind.,0.75,The gymnasium was the perfect place to shower after a long hike.,0.75,I went to the gymnasium to shower and get ready for my date.,0.75,4.8,0.75
shower,bathroom,I went to the bathroom to shower.,0.75,The bathroom is where I shower.,1.0,I showered in the bathroom.,0.75,I showered in the bathroom after my run.,0.75,I showered in the bathroom before my shower.,0.75,6.9,0.8
shower,pool,The pool was a great place to take a shower.,0.75,The shower in the pool was refreshing.,0.75,,0.75,The shower in the pool was a great way to cool off after a hot day.,0.75,The shower in the pool was a great way to relax and unwind.,0.75,2.3,0.75
shower,field,I took a shower in the field.,0.75,The field was a great place to take a shower.,0.75,The shower in the field was refreshing.,0.75,,0.75,I enjoyed taking a shower in the field.,0.75,1.2,0.75
shower,sauna,I went to the sauna after my shower.,0.75,The sauna was located near the shower.,0.75,The shower was located in the sauna.,0.75,The sauna was a place where I could shower.,0.75,I showered in the sauna.,0.75,2.2,0.75
shower,cottage,The cottage is located near the shower.,0.75,The shower is located in the cottage.,0.75,The cottage has a shower.,0.75,The shower is a feature of the cottage.,0.75,The cottage is equipped with a shower.,0.75,4.3,0.75
cook,kitchen,Cook the chicken in the kitchen.,0.75,Cook the vegetables in the kitchen.,0.75,Cook the pasta in the kitchen.,0.75,Cook the soup in the kitchen.,0.75,Cook the dessert in the kitchen.,0.75,7,0.75
cook,restaurant,The restaurant cooked a delicious meal for the customers.,0.75,,0.75,The cook at the restaurant prepared a tasty lunch for the guests.,0.75,The chef at the restaurant cooked a mouth-watering dinner for the party.,0.75,The restaurant's cook prepared a delectable dessert for the customers.,0.75,6.8,0.75
cook,trailer,,0.0,,0.0,,0.0,,0.0,,0.0,5,0.0
cook,mall,,0.25,,0.25,,0.25,,0.25,,0.25,3.2,0.25
cook,campground,Cook the campground for a weekend getaway.,0.75,Cook the campground for a family reunion.,0.75,Cook the campground for a romantic dinner.,0.75,Cook the campground for a picnic.,0.75,Cook the campground for a camping trip.,0.75,4.9,0.75
cook,cabin,Cook the cabbage in the cabin.,0.75,Cook the chicken in the cabin.,0.75,Cook the rice in the cabin.,0.75,Cook the vegetables in the cabin.,0.75,Cook the soup in the cabin.,0.75,5.2,0.75
cook,tent,,0.25,,0.25,,0.25,,0.25,,0.25,2.2,0.25
sell,store,The store sold the book.,0.75,The book was sold by the store.,0.75,The store sold the book to the customer.,0.75,,0.75,The store sold the book at a discounted price.,0.75,7,0.75
sell,street,The street is selling a lot of cars.,0.75,The cars are selling well on the street.,0.75,The street is a popular place to sell cars.,0.75,The cars are selling quickly on the street.,0.75,The street is a busy place to sell cars.,0.75,5.4,0.75
sell,market,The market is selling a lot of cars.,0.75,The market is selling a lot of houses.,0.75,The market is selling a lot of stocks.,0.75,The market is selling a lot of bonds.,0.75,The market is selling a lot of real estate.,0.75,6.6,0.75
sell,mall,I sold my car at the mall.,0.75,The mall sold the car to me.,0.75,The car was sold at the mall.,0.75,The mall is where I sold my car.,0.75,I sold my car at the mall for a good price.,0.75,6.9,0.75
sell,arena,The arena is the location where the event is held.,0.75,The event is held in the arena.,0.75,,0.75,The event takes place in the arena.,0.75,The arena is the site of the event.,0.75,4.9,0.75
sell,driveway,I sold my car to the dealership on the driveway.,0.75,The car dealership sold the car on the driveway to me.,0.75,The driveway was the location where the car was sold.,0.75,The car was sold on the driveway by the dealership.,0.75,The dealership sold the car on the driveway to the buyer.,0.75,2.5,0.75
sell,pub,The pub sold a lot of beer.,0.75,The pub sold out of beer.,0.75,The pub sold beer at a discount.,0.75,The pub sold beer to the customers.,0.75,The pub sold beer to the staff.,0.75,6.2,0.75
sell,desert,Sell the desert to the highest bidder.,0.75,Sell the desert to the lowest bidder.,0.75,Sell the desert to the middle bidder.,0.75,Sell the desert to the first bidder.,0.75,Sell the desert to the last bidder.,0.75,1.1,0.75
preach,ghetto,The preacher preached in the ghetto.,0.75,The preacher preached in the ghetto about the importance of community service.,0.75,The preacher preached in the ghetto about the need for unity and cooperation.,0.75,The preacher preached in the ghetto about the importance of education and self-improvement.,0.75,The preacher preached in the ghetto about the need for forgiveness and redemption.,0.75,2.5,0.75
preach,airport,The preacher preached at the airport.,0.75,The preacher preached at the airport's pulpit.,0.75,The preacher preached at the airport's terminal.,0.75,The preacher preached at the airport's gate.,0.75,The preacher preached at the airport's concourse.,0.75,2.3,0.75
preach,church,The preacher preached in the church.,1.0,The preacher preached in the church's sanctuary.,0.75,The preacher preached in the church's courtyard.,0.75,The preacher preached in the church's parking lot.,0.75,The preacher preached in the church's backyard.,0.75,7,0.8
preach,synagogue,The rabbi preached in the synagogue.,1.0,,0.75,The priest preached in the temple.,1.0,,0.75,,0.75,6.7,0.85
preach,street,The preacher preached on the street.,0.75,The preacher preached in the street.,0.75,The preacher preached outside the street.,0.75,The preacher preached near the street.,0.75,The preacher preached on the sidewalk.,0.75,3.2,0.75
preach,classroom,The teacher preached in the classroom.,0.75,,0.75,,0.75,,0.75,,0.75,4.8,0.75
preach,courtroom,The preacher preached in the courtroom.,0.75,The preacher preached in the courtroom about the importance of honesty.,0.75,The preacher preached in the courtroom about the dangers of lying.,0.75,The preacher preached in the courtroom about the importance of being truthful.,0.75,The preacher preached in the courtroom about the consequences of dishonesty.,0.75,4.4,0.75
skate,backyard,I skated in the backyard.,0.75,The kids skated in the backyard.,0.75,The dog skated in the backyard.,0.75,The skateboard skated in the backyard.,0.75,The skateboarder skated in the backyard.,0.75,3,0.75
skate,park,Skate in the park.,0.75,Skate around the park.,0.75,Skate through the park.,0.75,Skate over the park.,0.75,Skate under the park.,0.75,4.8,0.75
skate,pond,Skate on the pond.,0.75,Skate around the pond.,0.75,Skate near the pond.,0.75,Skate by the pond.,0.75,Skate in the pond.,0.75,4.4,0.75
skate,rink,Skate at the rink.,0.75,Skate on the rink.,0.75,Skate in the rink.,0.75,Skate around the rink.,0.75,Skate through the rink.,0.75,7,0.75
skate,arena,Skate in the arena.,0.75,Skate around the arena.,0.75,Skate on the arena.,0.75,Skate through the arena.,0.75,Skate over the arena.,0.75,7,0.75
skate,lake,Skate on the lake.,0.75,Skate around the lake.,0.75,Skate near the lake.,0.75,Skate by the lake.,0.75,Skate in the lake.,0.75,4.3,0.75
skate,schoolyard,The schoolyard was a great place to skate.,0.75,Skating in the schoolyard was a lot of fun.,0.75,Skating in the schoolyard was a great way to get some exercise.,0.75,Skating in the schoolyard was a great way to relax.,0.75,Skating in the schoolyard was a great way to spend time with friends.,0.75,2.3,0.75
stroll,countryside,I love strolling through the countryside on a sunny day.,0.75,The countryside is a great place to stroll and enjoy the fresh air.,0.75,"I strolled through the countryside, taking in the sights and sounds of nature.",0.75,The countryside is a peaceful place to stroll and relax.,0.75,"I strolled through the countryside, feeling the cool breeze on my skin.",0.75,6.4,0.75
stroll,park,I strolled through the park.,0.75,The children strolled in the park.,1.0,The couple strolled hand in hand through the park.,1.0,The dog strolled through the park with its owner.,0.75,The park strolled through the city.,0.75,6.8,0.85
stroll,forest,I strolled through the forest.,1.0,The forest strolled by.,0.75,The forest strolled through the path.,0.75,The forest strolled with me.,0.75,,0.75,5.6,0.8
stroll,highway,I strolled along the highway.,0.75,The children strolled along the highway.,0.75,The couple strolled along the highway.,0.75,The group of friends strolled along the highway.,0.75,The family strolled along the highway.,0.75,1.3,0.75
stroll,field,The children strolled through the field.,0.75,The couple strolled hand in hand through the field.,0.75,"The dog strolled through the field, enjoying the fresh air.",0.75,"The group of friends strolled through the field, laughing and chatting.",0.75,"The tourists strolled through the field, taking in the beautiful scenery.",0.75,4.3,0.75
stroll,riverbank,"The couple strolled along the riverbank, enjoying the scenic view.",0.75,"The children strolled along the riverbank, playing in the water.",0.75,"The dog strolled along the riverbank, sniffing around for treats.",0.75,"The tourists strolled along the riverbank, taking in the sights and sounds of the city.",0.75,"The jogger strolled along the riverbank, enjoying the peaceful atmosphere.",0.75,4.9,0.75
stroll,bathroom,I strolled to the bathroom to take a leak.,0.75,"After a long day at work, I strolled to the bathroom to relax.",0.75,I strolled to the bathroom to grab a snack.,0.75,I strolled to the bathroom to check my phone.,0.75,I strolled to the bathroom to take a shower before bed.,0.75,1.1,0.75
dance,auditorium,The auditorium was filled with people dancing to the beat of the music.,0.75,"The dancers moved gracefully across the stage, their movements fluid and precise.",0.0,"The audience was entranced by the performance, their eyes fixed on the dancers as they danced with passion and energy.",0.25,"The music was the perfect accompaniment to the dance, the rhythm and melody perfectly in sync with the movements of the dancers.",0.25,"The dancers were in their element, their movements expressing the emotions and energy of the music.",0.0,5.3,0.25
dance,bar,The bar was dancing to the beat of the music.,0.75,The music was dancing to the beat of the bar.,0.75,The bar was dancing to the beat of the dance floor.,0.75,The dance floor was dancing to the beat of the bar.,0.75,The bar was dancing to the beat of the dance party.,0.75,5.8,0.75
dance,ballroom,The ballroom was filled with people dancing to the beat of the music.,0.75,The ballroom was the perfect place to dance the night away.,0.75,The ballroom was the site of many a memorable dance party.,0.75,The ballroom was the place to be on Saturday nights.,0.75,The ballroom was the place to go for a night out on the town.,0.75,7,0.75
dance,kitchen,The chef danced in the kitchen.,0.75,The dancer danced in the kitchen.,0.75,,0.75,,0.75,The dance danced in the kitchen.,0.75,2.6,0.75
dance,stage,The dancers danced on the stage.,0.75,The stage was the location for the dance performance.,1.0,The stage was the setting for the dance show.,0.75,The stage was the venue for the dance concert.,0.75,The stage was the backdrop for the dance recital.,0.75,5.4,0.8
