predicate,argument,role_type,sentence 1,sentence 2,sentence 3,sentence 4,sentence 5
embarrass,conservative,ARG0,The conservative's embarrassment was palpable as he realized he had forgotten his umbrella at home.,The conservative's embarrassment was evident as he struggled to explain his position on the issue.,The conservative's embarrassment was palpable as he watched his colleagues debate the issue with passion.,The conservative's embarrassment was evident as he tried to defend his position in the face of overwhelming evidence.,The conservative's embarrassment was palpable as he realized he had been outmaneuvered by his opponents.
embarrass,conservative,ARG1,The conservative's embarrassment was palpable as he realized he had forgotten his umbrella at home.,The conservative's embarrassment was evident as he stumbled over his words during his speech.,The conservative's embarrassment was clear as he accidentally spilled coffee on his shirt during a meeting.,The conservative's embarrassment was obvious as he accidentally walked into a wall during a game of hide-and-seek.,The conservative's embarrassment was unmistakable as he accidentally knocked over a vase during a dinner party.
embarrass,executive,ARG0,The executive was embarrassed by the mistake.,The executive was embarrassed by the publicity.,The executive was embarrassed by the criticism.,The executive was embarrassed by the scandal.,The executive was embarrassed by the controversy.
embarrass,executive,ARG1,The executive was embarrassed by the mistake he made in front of the board.,The executive was embarrassed by the news that he was fired.,The executive was embarrassed by the fact that he was caught cheating on his taxes.,The executive was embarrassed by the way he looked in the video that went viral.,The executive was embarrassed by the fact that he was caught with his pants down.
embarrass,government,ARG0,The government's decision to ban the use of facial recognition technology in public places has embarrassed the government.,The government's failure to address the issue of climate change has embarrassed the government.,The government's handling of the COVID-19 pandemic has embarrassed the government.,The government's decision to cut funding for education has embarrassed the government.,The government's failure to provide adequate healthcare for its citizens has embarrassed the government.
embarrass,government,ARG1,The government's decision to ban the use of facial recognition technology in public places has embarrassed the government.,The government's handling of the COVID-19 pandemic has embarrassed the government.,The government's response to the recent natural disaster has embarrassed the government.,The government's decision to cut funding for education has embarrassed the government.,The government's failure to address the issue of climate change has embarrassed the government.
embarrass,importunity,ARG0,The importunity of the salesman embarrassed the customer.,The customer was embarrassed by the importunity of the salesman.,The salesman's importunity embarrassed the customer.,The customer was embarrassed by the salesman's importunity.,The importunity of the salesman was embarrassing to the customer.
embarrass,importunity,ARG1,The importunity of the salesman embarrassed the customer.,The customer was embarrassed by the importunity of the salesman.,The salesman's importunity embarrassed the customer.,The customer was embarrassed by the salesman's importunity.,The importunity of the salesman was embarrassing to the customer.
embarrass,information,ARG0,The information embarrassed me.,The information embarrassed my colleagues.,The information embarrassed the CEO.,The information embarrassed the entire company.,The information embarrassed the entire town.
embarrass,information,ARG1,The information embarrassed me.,The information embarrassed my colleagues.,The information embarrassed the CEO.,The information embarrassed the entire company.,The information embarrassed the entire town.
embarrass,intervener,ARG0,The interviewer was embarrassed by the candidate's answer.,The candidate was embarrassed by the interviewer's question.,The interviewer was embarrassed by the candidate's lack of preparation.,The candidate was embarrassed by the interviewer's lack of knowledge.,The interviewer was embarrassed by the candidate's lack of confidence.
embarrass,intervener,ARG1,The interviewer embarrassed the candidate by asking a leading question.,The candidate was embarrassed by the interviewer's lack of knowledge on the topic.,The interviewer's embarrassing mistake during the interview led to a negative impression.,The candidate was embarrassed by the interviewer's inappropriate behavior.,The interviewer's embarrassing comment during the interview made the candidate uncomfortable.
embarrass,lyric,ARG0,The lyrics of the song embarrassed me.,The lyrics of the song embarrassed her.,The lyrics of the song embarrassed him.,The lyrics of the song embarrassed us.,The lyrics of the song embarrassed them.
embarrass,lyric,ARG1,The lyrics of the song embarrassed me.,The lyrics of the song embarrassed her.,The lyrics of the song embarrassed him.,The lyrics of the song embarrassed us.,The lyrics of the song embarrassed them.
embarrass,official,ARG0,The official embarrassed the speaker in front of the audience.,The official embarrassed the speaker in front of the press.,The official embarrassed the speaker in front of the public.,The official embarrassed the speaker in front of the media.,The official embarrassed the speaker in front of the public eye.
embarrass,official,ARG1,The official embarrassed the speaker in front of the audience.,The official embarrassed the speaker in front of the press.,The official embarrassed the speaker in front of the public.,The official embarrassed the speaker in front of the media.,The official embarrassed the speaker in front of the public eye.
embarrass,revelation,ARG0,The revelation embarrassed me.,The revelation embarrassed her.,The revelation embarrassed him.,The revelation embarrassed us.,The revelation embarrassed them.
embarrass,revelation,ARG1,The revelation embarrassed me.,The revelation embarrassed her.,The revelation embarrassed him.,The revelation embarrassed us.,The revelation embarrassed them.
embarrass,treatment,ARG0,The doctor's treatment of the patient was embarrassing.,The teacher's treatment of the student was embarrassing.,The politician's treatment of the public was embarrassing.,The athlete's treatment of the competition was embarrassing.,The artist's treatment of the canvas was embarrassing.
embarrass,treatment,ARG1,The doctor's treatment of the patient was embarrassing.,The teacher's treatment of the student was embarrassing.,The politician's treatment of the public was embarrassing.,The athlete's treatment of the competition was embarrassing.,The artist's treatment of the canvas was embarrassing.
encourage,affiliate,ARG0,Encourage affiliate to participate in the meeting.,Encourage affiliate to share their ideas.,Encourage affiliate to ask questions.,Encourage affiliate to contribute to the discussion.,Encourage affiliate to be an active participant.
encourage,affiliate,ARG1,The company encouraged affiliates to participate in the marketing campaign.,The government encouraged affiliates to register for the upcoming election.,The teacher encouraged affiliates to participate in the class discussion.,The company encouraged affiliates to attend the company event.,The government encouraged affiliates to vote in the upcoming election.
encourage,boy,ARG0,The teacher encouraged the boy to do his homework.,The coach encouraged the boy to practice his soccer skills.,The friend encouraged the boy to try out for the school play.,The family encouraged the boy to pursue his passion for music.,The community encouraged the boy to get involved in volunteer work.
encourage,boy,ARG1,The teacher encouraged the boy to do his homework.,The coach encouraged the boy to practice his soccer skills.,The friend encouraged the boy to try out for the school play.,The family encouraged the boy to pursue his passion for music.,The community encouraged the boy to get involved in volunteer work.
encourage,client,ARG0,The salesperson encouraged the client to make a purchase.,The manager encouraged the employee to take on more responsibilities.,The teacher encouraged the student to participate in the class.,The coach encouraged the athlete to push themselves to the limit.,The counselor encouraged the patient to seek help for their mental health.
encourage,client,ARG1,The salesperson encouraged the client to make a purchase.,The manager encouraged the employee to take on more responsibilities.,The teacher encouraged the student to participate in the class.,The coach encouraged the athlete to push themselves to the limit.,The counselor encouraged the patient to seek help for their addiction.
encourage,company,ARG0,The company's new marketing campaign is encouraging customers to try their products.,The company's CEO encouraged employees to work hard and achieve their goals.,The company's new product launch was encouraged by the positive feedback from customers.,The company's decision to expand into new markets was encouraged by the success of their existing operations.,The company's efforts to reduce costs and improve efficiency were encouraged by the financial results.
encourage,company,ARG1,The company's new marketing campaign is encouraging customers to try their new product.,The company's CEO encouraged employees to work hard and achieve their goals.,The company's new product encouraged customers to try it and leave positive reviews.,The company's new marketing strategy encouraged customers to buy their products.,The company's new product encouraged customers to try it and leave positive reviews.
encourage,executive,ARG0,The executive encouraged the employees to work hard.,The executive encouraged the team to come up with new ideas.,The executive encouraged the customer to try the new product.,The executive encouraged the investors to invest in the company.,The executive encouraged the employees to take breaks and relax.
encourage,executive,ARG1,The executive encouraged the employees to work harder.,The executive encouraged the team to come up with new ideas.,The executive encouraged the customer to try the new product.,The executive encouraged the investors to invest in the company.,The executive encouraged the employees to take on new challenges.
encourage,government,ARG0,The government should encourage the development of renewable energy sources to reduce carbon emissions.,The government should encourage the use of public transportation to reduce traffic congestion and air pollution.,The government should encourage the development of sustainable agriculture practices to preserve biodiversity and protect the environment.,The government should encourage the use of eco-friendly products to reduce waste and minimize the impact on the environment.,The government should encourage the development of green spaces and parks to provide recreational opportunities and improve air quality.
encourage,government,ARG1,The government should encourage the development of renewable energy sources to reduce carbon emissions and mitigate climate change.,The government should encourage the use of public transportation to reduce traffic congestion and improve air quality.,The government should encourage the development of sustainable agriculture practices to promote food security and reduce the environmental impact of agriculture.,The government should encourage the use of energy-efficient appliances and buildings to reduce energy consumption and lower carbon emissions.,"The government should encourage the development of green infrastructure, such as parks and green spaces, to improve air quality and promote public health."
encourage,investor,ARG0,The company's investor encouraged the CEO to take risks and invest in new projects.,The investor encouraged the company to expand its operations and reach new markets.,The investor encouraged the company's employees to work harder and achieve their goals.,The investor encouraged the company to invest in new technology and improve its processes.,The investor encouraged the company to diversify its product line and target new customer segments.
encourage,investor,ARG1,The company's CEO encouraged investors to invest in the company's new product.,The government encouraged investors to invest in renewable energy projects.,The company's marketing team encouraged investors to invest in the company's stock.,The investor encouraged the company to invest in a new marketing campaign.,The investor encouraged the company to invest in a new product line.
encourage,pupil,ARG0,The teacher encouraged the pupil to participate in the class discussion.,The principal encouraged the student to take the initiative in their work.,The coach encouraged the athlete to push themselves to their limits.,The mentor encouraged the young entrepreneur to take risks and pursue their dreams.,The counselor encouraged the troubled teen to seek help and support.
encourage,pupil,ARG1,The teacher encouraged the pupil to participate in the class discussion.,The principal encouraged the student to take the initiative in their work.,The coach encouraged the athlete to push themselves to their limits.,The mentor encouraged the young entrepreneur to take risks and pursue their dreams.,The counselor encouraged the troubled teen to seek help and support.
encourage,purpose,ARG0,The teacher encouraged the students to work hard for their purpose.,The manager encouraged the employees to take on new challenges for their purpose.,The artist encouraged the audience to think creatively for their purpose.,The writer encouraged the reader to explore new ideas for their purpose.,The coach encouraged the athlete to push themselves to their limits for their purpose.
encourage,purpose,ARG1,The teacher encouraged the students to work hard for their purpose.,The manager encouraged the employees to take on new challenges for their purpose.,The artist encouraged the audience to think creatively for their purpose.,The writer encouraged the reader to explore new ideas for their purpose.,The coach encouraged the athlete to push themselves to their limits for their purpose.
encourage,technician,ARG0,The manager encouraged the technician to take on more responsibilities.,The technician was encouraged by the manager to pursue a promotion.,The team was encouraged by the manager to work together effectively.,The manager encouraged the team to stay focused on their goals.,The technician encouraged the manager to take a break and relax.
encourage,technician,ARG1,The manager encouraged the technician to take on more responsibilities.,The teacher encouraged the student to ask questions.,The coach encouraged the athlete to push themselves to the limit.,The mentor encouraged the apprentice to take risks.,The friend encouraged the colleague to share their ideas.
encourage,uncertainty,ARG0,The uncertainty encouraged me to take a risk.,The uncertainty encouraged me to explore new opportunities.,The uncertainty encouraged me to be more open-minded.,The uncertainty encouraged me to embrace change.,The uncertainty encouraged me to be more adaptable.
encourage,uncertainty,ARG1,The uncertainty encouraged him to take a risk.,The uncertainty encouraged her to explore new opportunities.,The uncertainty encouraged them to think outside the box.,The uncertainty encouraged us to be more creative.,The uncertainty encouraged them to be more open-minded.
encourage,vicar,ARG0,The vicar encouraged the congregation to participate in the service.,The vicar encouraged the choir to sing with more enthusiasm.,The vicar encouraged the children to be more attentive during the lesson.,The vicar encouraged the parents to support their children's education.,The vicar encouraged the community to come together for the charity event.
encourage,vicar,ARG1,The vicar encouraged the congregation to participate in the service.,The vicar encouraged the choir to sing with more enthusiasm.,The vicar encouraged the children to be more attentive during the lesson.,The vicar encouraged the parents to support their children's education.,The vicar encouraged the community to come together for the charity event.
hear,appeal,ARG0,He heard the appeal and replied.,He heard the appeal and replied with a clear and concise message.,He heard the appeal and replied with a thoughtful and well-reasoned response.,He heard the appeal and replied with a passionate and persuasive argument.,He heard the appeal and replied with a calm and measured response.
hear,appeal,ARG1,He heard the appeal of the lawyer.,He heard the appeal of the judge.,He heard the appeal of the jury.,He heard the appeal of the court.,He heard the appeal of the government.
hear,board,ARG0,The board heard the proposal.,The proposal was heard by the board.,The board listened to the proposal.,The proposal was listened to by the board.,The board considered the proposal.
hear,board,ARG1,The board heard the proposal.,The proposal was heard by the board.,The board listened to the proposal.,The proposal was listened to by the board.,The board considered the proposal.
hear,case,ARG0,I heard the news about the new job offer.,The teacher heard the student's question.,The doctor heard the patient's symptoms.,The lawyer heard the client's case.,The judge heard the witness's testimony.
hear,case,ARG1,He heard the news about the new job offer.,He heard the music loudly.,He heard the doctor's diagnosis with a heavy heart.,He heard the teacher's instructions clearly.,He heard the customer's complaint with a sympathetic ear.
hear,committee,ARG0,The committee heard the proposal.,The committee heard the witnesses.,The committee heard the arguments.,The committee heard the evidence.,The committee heard the testimony.
hear,committee,ARG1,The committee heard the proposal.,The committee heard the witnesses.,The committee heard the arguments.,The committee heard the evidence.,The committee heard the testimony.
hear,court,ARG0,The court heard the witness's testimony.,The witness was heard by the court.,The court heard the evidence presented.,The evidence was heard by the court.,The court heard the arguments presented.
hear,court,ARG1,The court heard the witness's testimony.,The witness was heard by the court.,The court heard the evidence presented.,The evidence was heard by the court.,The court heard the arguments presented.
hear,ear,ARG0,He heard the sound of the waves crashing against the shore.,He heard the music playing in the background.,He heard the voice of his friend calling his name.,He heard the news on the radio.,He heard the knock at the door.
hear,ear,ARG1,He heard the sound of the waves crashing against the shore.,He heard the music playing in the background.,He heard the voice of his friend calling his name.,He heard the news on the radio.,He heard the knock at the door.
hear,girl,ARG0,The girl heard the music.,The girl heard the news.,The girl heard the teacher.,The girl heard the student.,The girl heard the teacher's instructions.
hear,girl,ARG1,The girl heard the music.,The girl heard the news.,The girl heard the teacher.,The girl heard the student.,The girl heard the teacher's instructions.
hear,knock,ARG0,He heard the knock on the door.,He heard the knock on the window.,He heard the knock on the wall.,He heard the knock on the floor.,He heard the knock on the ceiling.
hear,knock,ARG1,He heard the knock on the door.,He heard the knock on the window.,He heard the knock on the wall.,He heard the knock on the floor.,He heard the knock on the ceiling.
hear,man,ARG0,The man heard the news.,The man heard the music.,The man heard the voice.,The man heard the footsteps.,The man heard the knock.
hear,man,ARG1,The man heard the news.,The man heard the music.,The man heard the voice.,The man heard the footsteps.,The man heard the knock.
hear,moan,ARG0,He heard the moaning of the wind in the trees.,He heard the moaning of the people in the crowd.,He heard the moaning of the dog in the distance.,He heard the moaning of the cat on his lap.,He heard the moaning of the baby in the next room.
hear,moan,ARG1,He heard the moaning of the wind in the trees.,He heard the moaning of the people in the crowd.,He heard the moaning of the dog in the distance.,He heard the moaning of the cat in the house.,He heard the moaning of the baby in the crib.
hear,sound,ARG0,I heard the sound of the alarm clock.,The sound of the rain was loud and clear.,The sound of the music was soothing and relaxing.,The sound of the engine was loud and powerful.,The sound of the laughter was contagious and joyful.
hear,sound,ARG1,The sound of the alarm clock made me hear the time.,The sound of the rain made me hear the silence.,The sound of the wind made me hear the rustling of leaves.,The sound of the waves made me hear the roar of the ocean.,The sound of the music made me hear the beat of the rhythm.
hear,voice,ARG0,I heard the voice of my grandfather in my head.,The voice of the stranger was heard by the police.,The voice of the wind was heard in the trees.,The voice of the crowd was heard in the stadium.,The voice of the music was heard in the concert hall.
hear,voice,ARG1,I heard the voice of my grandfather in my head.,The voice of the stranger was loud and clear.,The voice of the wind was soothing and calming.,The voice of the crowd was loud and chaotic.,The voice of the teacher was firm and authoritative.
hit,baby,ARG0,The baby hit the wall.,The baby hit the ball.,The baby hit the ground.,The baby hit the table.,The baby hit the floor.
hit,baby,ARG1,The baby hit the wall.,The baby hit the ball.,The baby hit the ground.,The baby hit the tree.,The baby hit the car.
hit,ball,ARG2,The batter hit the ball with a swing of his bat.,The ball hit the ground with a loud thud.,The ball hit the wall with a dull thud.,The ball hit the target with a satisfying crack.,The ball hit the target with a loud whack.
hit,ball,ARG1,The batter hit the ball with a swing of his bat.,The ball hit the ground with a loud thud.,The ball hit the wall with a dull thud.,The ball hit the target with a satisfying crack.,The ball hit the target with a loud whack.
hit,brother,ARG0,My brother hit the ball.,He hit the ball with his brother.,The ball was hit by his brother.,The ball was hit by my brother.,My brother hit the ball with a bat.
hit,brother,ARG1,My brother hit the ball with a bat.,The ball hit my brother with a lot of force.,The ball was hit by my brother with a lot of force.,My brother hit the ball with a lot of force.,The ball was hit by my brother with a lot of force.
hit,creature,ARG0,The creature hit the ball with its paw.,The creature hit the ball with its tail.,The creature hit the ball with its nose.,The creature hit the ball with its mouth.,The creature hit the ball with its claws.
hit,creature,ARG1,The creature hit the ball with its paw.,The creature hit the tree with its tail.,The creature hit the ground with its body.,The creature hit the water with its fins.,The creature hit the enemy with its claws.
hit,earthquake,ARG2,"The earthquake hit the city, causing widespread destruction.","The earthquake hit the ground, causing a tremor.","The earthquake hit the building, causing it to collapse.","The earthquake hit the car, causing it to crash.","The earthquake hit the person, causing them to fall."
hit,earthquake,ARG1,"The earthquake hit the city, causing widespread destruction.","The earthquake hit the ground, causing a tremor.","The earthquake hit the building, causing it to collapse.","The earthquake hit the car, causing it to crash.","The earthquake hit the person, causing them to fall."
hit,man,ARG0,The man hit the ball.,The man hit the tree.,The man hit the wall.,The man hit the car.,The man hit the dog.
hit,man,ARG1,The man hit the ball with a bat.,The man hit the ball with a stick.,The man hit the ball with a rock.,The man hit the ball with a fist.,The man hit the ball with a punch.
hit,market,ARG2,The market was hit by a severe storm.,The stock market was hit by a recession.,The market was hit by a wave of layoffs.,The market was hit by a sudden increase in demand.,The market was hit by a wave of new products.
hit,market,ARG1,The market was hit by a severe storm.,The stock market was hit by a recession.,The market was hit by a wave of layoffs.,The market was hit by a sudden increase in demand.,The market was hit by a wave of new products.
hit,mummy,ARG0,The mummy hit the wall with a thud.,The mummy hit the ball with a swing.,The mummy hit the target with a shot.,The mummy hit the ground with a splat.,The mummy hit the ceiling with a bang.
hit,mummy,ARG1,The mummy hit the wall with a thud.,The mummy hit the ball with a swing.,The mummy hit the target with a shot.,The mummy hit the ground with a splat.,The mummy hit the ceiling with a bang.
hit,opponent,ARG0,The batter hit the ball hard and it went out of the park.,The pitcher hit the ball and it sailed over the fence.,The runner hit the ball and it bounced off the wall.,The fielder hit the ball and it went into the stands.,The coach hit the ball and it went into the goal.
hit,opponent,ARG1,"The batter hit the ball hard, but it went foul.","The pitcher hit the ball with all his might, but it was a strike.","The runner hit the ball with a powerful swing, but it went out of bounds.","The fielder hit the ball with a quick toss, but it was a catch.","The coach hit the ball with a long-range shot, but it went wide."
hit,player,ARG0,The player hit the ball with a powerful swing.,The player hit the ball with a strong shot.,The player hit the ball with a well-placed kick.,The player hit the ball with a precise pass.,The player hit the ball with a skilled flick.
hit,player,ARG1,The player hit the ball with a powerful swing.,The player hit the ball with a strong shot.,The player hit the ball with a well-placed kick.,The player hit the ball with a precise pass.,The player hit the ball with a skilled flick.
hit,quake,ARG2,"The earthquake hit the city, causing widespread destruction.","The quake hit the building, causing it to collapse.","The earthquake hit the car, causing it to crash.","The quake hit the tree, causing it to fall.","The earthquake hit the person, causing them to fall."
hit,quake,ARG1,"The earthquake hit the city, causing widespread destruction.","The quake hit the building, causing it to collapse.","The earthquake hit the car, causing it to crash.","The quake hit the ground, causing a landslide.","The earthquake hit the mountain, causing it to erode."
hit,stock,ARG2,The stock market hit a new high yesterday.,The stock price hit a record low last week.,The stock market hit a new low today.,The stock price hit a record high last month.,The stock market hit a new high tomorrow.
hit,stock,ARG1,The stock hit a new high.,The stock hit a new low.,The stock hit a new record.,The stock hit a new all-time high.,The stock hit a new all-time low.
increase,amount,ARG0,The amount of water in the lake increased by 10%.,The number of people in the city increased by 500.,The price of the book increased by $10.,The height of the mountain increased by 100 meters.,The size of the company increased by 50%.
increase,amount,ARG1,The amount of water in the lake increased by 10%.,The number of people in the city increased by 500.,The price of the book increased by $10.,The height of the mountain increased by 100 meters.,The size of the company increased by 50%.
increase,authority,ARG0,The increase in authority of the CEO led to a significant improvement in the company's performance.,The increase in the authority of the government has led to a more effective response to the pandemic.,The increase in the authority of the police has led to a reduction in crime rates.,The increase in the authority of the teacher has led to a higher level of student engagement.,The increase in the authority of the doctor has led to a better recovery rate for patients.
increase,authority,ARG1,The increase in authority of the CEO led to a significant improvement in the company's performance.,The increase in the authority of the government has led to a more effective response to the pandemic.,The increase in the authority of the police has led to a reduction in crime rates.,The increase in the authority of the teacher has led to a higher level of student engagement.,The increase in the authority of the doctor has led to a better recovery rate for patients.
increase,bank,ARG0,The bank's profits increased.,The bank's assets increased.,The bank's revenue increased.,The bank's market share increased.,The bank's customer base increased.
increase,bank,ARG1,The bank's profits increased by 10% last quarter.,The number of customers at the bank increased by 500 last year.,The bank's assets increased by $10 million last month.,The bank's market share increased by 10% last quarter.,The bank's revenue increased by $5 million last year.
increase,company,ARG0,The company's revenue increased by 10% last quarter.,The company's profits increased by 20% last year.,The company's market share increased by 5% in the past month.,The company's employee turnover rate decreased by 10% last year.,The company's customer base increased by 20% in the past quarter.
increase,company,ARG1,The company's revenue increased by 10% last quarter.,The company's profits increased by 20% last year.,The company's market share increased by 5% in the past month.,The company's employee turnover rate decreased by 10% last year.,The company's customer base increased by 20% in the past quarter.
increase,industry,ARG0,The increase in industry will lead to increased productivity.,The increase in industry will result in increased profits.,The increase in industry will have a positive impact on the economy.,The increase in industry will lead to a decrease in unemployment.,The increase in industry will result in a decrease in pollution.
increase,industry,ARG1,The increase in industry will lead to increased productivity.,The increase in industry will result in increased profits.,The increase in industry will have a positive impact on the economy.,The increase in industry will lead to a decrease in unemployment.,The increase in industry will result in a decrease in pollution.
increase,model,ARG0,The model's accuracy increased as the number of training examples increased.,The model's performance improved as the number of parameters increased.,The model's complexity increased as the number of features increased.,The model's accuracy increased as the number of iterations increased.,The model's performance improved as the number of training examples increased.
increase,model,ARG1,The model's accuracy increased as the number of training examples increased.,The model's performance improved as the number of parameters increased.,The model's complexity increased as the number of features increased.,The model's accuracy increased as the number of iterations increased.,The model's performance improved as the number of training examples increased.
increase,move,ARG0,The move will increase the chances of success.,The move will increase the likelihood of success.,The move will increase the probability of success.,The move will increase the likelihood of achieving the goal.,The move will increase the chances of achieving the goal.
increase,move,ARG1,The move will increase the chances of success.,The move will increase the likelihood of success.,The move will increase the probability of success.,The move will increase the likelihood of achieving the goal.,The move will increase the chances of achieving the goal.
increase,number,ARG0,The number of people in the city increased by 1000.,The number of cars on the road increased by 500.,The number of books in the library increased by 200.,The number of students in the class increased by 150.,The number of hours worked by the employee increased by 20.
increase,number,ARG1,The number of people in the city increased by 1000.,The number of cars on the road increased by 500.,The number of books in the library increased by 200.,The number of students in the class increased by 150.,The number of hours worked by the employee increased by 20.
increase,rate,ARG0,The rate of increase in population is increasing.,The rate of increase in crime is decreasing.,The rate of increase in productivity is steady.,The rate of increase in pollution is alarming.,The rate of increase in traffic is congested.
increase,rate,ARG1,The rate of increase in population is increasing.,The rate of increase in crime is decreasing.,The rate of increase in productivity is steady.,The rate of increase in pollution is alarming.,The rate of increase in traffic is congested.
increase,revenue,ARG0,The company's revenue increased by 10% last quarter.,The number of customers increased by 500 last month.,The price of the product increased by 20% due to the new marketing campaign.,The number of employees increased by 100 last year.,The demand for the product increased by 50% due to the new advertising campaign.
increase,revenue,ARG1,The company's revenue increased by 10% last quarter.,The number of customers increased by 500 last month.,The price of the product increased by 20% due to the new marketing campaign.,The number of employees increased by 100 last year.,The amount of money spent on advertising increased by 50% last quarter.
increase,sale,ARG0,The sale of the product increased.,The sale of the product increased significantly.,The sale of the product increased rapidly.,The sale of the product increased dramatically.,The sale of the product increased exponentially.
increase,sale,ARG1,The sale of the product increased.,The sale of the product increased significantly.,The sale of the product increased rapidly.,The sale of the product increased by 20%.,The sale of the product increased to a record high.
inform,administration,ARG0,The administration informed the public about the new policy.,The administration informed the media about the new regulations.,The administration informed the employees about the new benefits.,The administration informed the customers about the new products.,The administration informed the government about the new laws.
inform,administration,ARG1,The administration informed the public about the new policy.,The administration informed the public of the new regulations.,The administration informed the public of the changes in the rules.,The administration informed the public of the new requirements.,The administration informed the public of the new procedures.
inform,center,ARG0,The center of the city is located at the intersection of Main Street and Elm Avenue.,The center of the room is the middle of the floor.,The center of the earth is the core of the planet.,The center of attention is the most important person in the room.,The center of the universe is the point of origin for all matter and energy.
inform,center,ARG1,The center of the city is located at the intersection of Main Street and Elm Avenue.,The center of the room is the middle of the floor.,The center of the earth is the core of the planet.,The center of attention is the most important person in the room.,The center of the universe is the point of origin for all matter and energy.
inform,committee,ARG0,The committee informed the public about the new policy.,The committee informed the press about the upcoming meeting.,The committee informed the members about the new budget.,The committee informed the public about the new regulations.,The committee informed the staff about the new procedures.
inform,committee,ARG1,The committee informed the public about the new policy.,The committee informed the press about the upcoming meeting.,The committee informed the members about the new budget.,The committee informed the public about the new regulations.,The committee informed the staff about the new procedures.
inform,employee,ARG0,The manager informed the employee about the new project.,The employee was informed by the manager about the new project.,The manager informed the employee of the new project.,The employee was informed by the manager of the new project.,The manager informed the employee regarding the new project.
inform,employee,ARG1,The manager informed the employee about the new project.,The employee was informed by the manager about the new project.,The manager informed the employee of the new project.,The employee was informed by the manager of the new project.,The manager informed the employee regarding the new project.
inform,foundation,ARG0,The foundation of the building was laid in 1990.,The foundation of the bridge was laid in 2010.,The foundation of the house was laid in 2020.,The foundation of the company was laid in 2000.,The foundation of the city was laid in 1980.
inform,foundation,ARG1,The foundation of the building was laid in 1990.,The foundation of the bridge was laid in 2010.,The foundation of the house was laid in 2020.,The foundation of the company was laid in 2000.,The foundation of the city was laid in 1980.
inform,network,ARG0,The network informs me of the latest news.,The network informs the team of the new project.,The network informs the customer of the order status.,The network informs the user of the new features.,The network informs the public of the upcoming event.
inform,network,ARG1,The network informs us of the latest news.,The network informs us of the weather forecast.,The network informs us of the traffic situation.,The network informs us of the schedule for the concert.,The network informs us of the results of the election.
inform,police,ARG0,The police informed the public about the suspect's identity.,The police informed the media about the investigation.,The police informed the victim about the suspect's whereabouts.,The police informed the witnesses about the crime scene.,The police informed the suspect about the charges against them.
inform,police,ARG1,The police informed the public about the suspect's identity.,The police informed the media about the investigation's progress.,The police informed the victim about the suspect's whereabouts.,The police informed the witnesses about the crime scene.,The police informed the suspect about the charges against them.
inform,public,ARG0,The public was informed about the new policy.,The public was informed of the changes in the schedule.,The public was informed about the upcoming event.,The public was informed of the new regulations.,The public was informed about the new procedures.
inform,public,ARG1,The public was informed about the new policy.,The public was informed of the changes in the schedule.,The public was informed about the upcoming event.,The public was informed of the new regulations.,The public was informed about the new location.
inform,reader,ARG0,The author informs the reader about the new book.,The teacher informs the student about the upcoming exam.,The doctor informs the patient about the results of the test.,The manager informs the employee about the new project.,The government informs the public about the new policy.
inform,reader,ARG1,The author informed the reader about the new book.,The teacher informed the student about the exam schedule.,The doctor informed the patient about the results of the test.,The manager informed the employee about the company's new policy.,The artist informed the critic about the new exhibition.
inform,secretary,ARG0,The secretary informed the board about the new project.,The secretary informed the team about the upcoming deadline.,The secretary informed the client about the progress of the project.,The secretary informed the team about the changes in the project plan.,The secretary informed the board about the decision to hire a new employee.
inform,secretary,ARG1,The secretary informed the team about the new project.,The secretary informed the client about the project's progress.,The secretary informed the team about the project's timeline.,The secretary informed the client about the project's budget.,The secretary informed the team about the project's risks.
inform,system,ARG0,The system informs the user of the new feature.,The system informs the user of the updated policy.,The system informs the user of the new pricing plan.,The system informs the user of the upcoming maintenance.,The system informs the user of the new security measures.
inform,system,ARG1,The system informs the user of the new features.,The system informs the user of the updated software.,The system informs the user of the new security measures.,The system informs the user of the new policies.,The system informs the user of the new procedures.
kill,antibody,ARG0,The antibody killed the virus.,The virus was killed by the antibody.,The antibody was used to kill the virus.,The virus was killed by the antibody's antibody-mediated cytotoxicity.,The antibody's antibody-mediated cytotoxicity was used to kill the virus.
kill,antibody,ARG1,The antibody killed the virus.,The virus was killed by the antibody.,The antibody was used to kill the virus.,The virus was killed by the antibody's antibody-binding activity.,The antibody's antibody-binding activity was used to kill the virus.
kill,cell,ARG0,The cell killed the virus.,The virus was killed by the cell.,The cell killed the bacteria.,The bacteria were killed by the cell.,The cell killed the cancer cells.
kill,cell,ARG1,The virus killed the cell.,The cell was killed by the virus.,The virus destroyed the cell.,The cell was destroyed by the virus.,The virus eliminated the cell.
kill,girl,ARG0,The man killed the girl.,The girl was killed by the man.,The man killed the girl with a knife.,The girl was killed by the man with a knife.,The man killed the girl with a gun.
kill,girl,ARG1,The man killed the girl.,The girl was killed by the man.,The man killed the girl with a knife.,The girl was killed by the man with a knife.,The man killed the girl with a gun.
kill,group,ARG0,The group of terrorists killed the hostages.,The group of soldiers killed the enemy.,The group of protesters killed the peace.,The group of criminals killed the justice.,The group of politicians killed the democracy.
kill,group,ARG1,The group of terrorists killed the hostages.,The group of soldiers killed the enemy.,The group of protesters killed the peace.,The group of criminals killed the justice.,The group of politicians killed the democracy.
