predicate,argument,role_type,reasons 1,reasons 2,reasons 3
audit,government,ARG0,The ARG0 role for the predicate 'audit' should have the properties of being the subject of the sentence and the entity that is being audited.,The argument 'government' has the properties of being the entity that is being audited by the predicate 'audit'.,The argument 'government' fits the ARG0 role for the predicate 'audit' because it is the entity that is being audited by the predicate.
audit,government,ARG1,The ARG1 role for the predicate 'audit' should have the properties of being a noun or a pronoun that refers to the entity being audited.,"The argument 'government' has the properties of being a noun that refers to a political entity, such as a government or a government agency.","The argument 'government' fits the ARG1 role for the predicate 'audit' because it is a noun that refers to a political entity, which is the entity that is being audited."
audit,taxpayer,ARG0,The ARG0 role for the predicate 'audit' should have the properties of being the subject of the sentence and the entity that is being audited.,The argument 'taxpayer' has the properties of being the subject of the sentence and the entity that is being audited.,The argument 'taxpayer' fits the ARG0 role for the predicate 'audit' because it is the subject of the sentence and the entity that is being audited.
audit,taxpayer,ARG1,The ARG1 role for the predicate 'audit' should have the properties of being a noun or a pronoun that refers to the entity being audited.,The argument 'taxpayer' has the properties of being a noun or a pronoun that refers to the entity being audited.,The argument 'taxpayer' fits the ARG1 role for the predicate 'audit' because it is the entity being audited.
beat,bully,ARG0,The ARG0 role for the predicate 'beat' should have the properties of being the subject of the sentence and the entity that is performing the action.,The argument 'bully' has the properties of being the object of the sentence and the entity that is being acted upon by the action of 'beat'.,The argument 'bully' fits the ARG0 role for the predicate 'beat' because it is the entity that is being acted upon by the action of 'beat'.
beat,bully,ARG1,The ARG1 role for the predicate 'beat' should have the properties of being the subject of the sentence and the entity that is performing the action of beating.,The argument 'bully' has the properties of being the object of the sentence and the entity that is being beaten.,The argument 'bully' fits the ARG1 role for the predicate 'beat' because it is the entity that is being beaten.
beat,egg,ARG0,The ARG0 role for the predicate 'beat' should have the properties of being the subject of the sentence and the entity that is performing the action.,The argument 'egg' has the properties of being the direct object of the predicate 'beat'.,"The argument 'egg' will not fit the ARG0 role for the predicate 'beat' because the ARG0 role is typically used for the subject of the sentence, and 'egg' is not the subject of the sentence. The correct ARG0 role for the predicate 'beat' would be the subject, and the correct ARG1 role would be the direct object."
beat,egg,ARG1,The ARG1 role for the predicate 'beat' should have the properties of being the subject of the sentence and the entity that is performing the action of beating.,The argument 'egg' has the properties of being the object of the sentence and the entity that is being beaten.,The argument 'egg' will fit the ARG1 role for the predicate 'beat' because it is the object of the sentence and the entity that is being beaten.
beat,parent,ARG0,The ARG0 role for the predicate 'beat' should have the properties of being the subject of the sentence and the entity that is performing the action.,The argument 'parent' has the properties of being the subject of the sentence and the entity that is performing the action.,The argument 'parent' fits the ARG0 role for the predicate 'beat' because it is the subject of the sentence and the entity that is performing the action.
beat,parent,ARG1,The ARG1 role for the predicate 'beat' should have the properties of being the subject of the sentence and the entity that is performing the action of beating.,The argument 'parent' has the properties of being the subject of the sentence and the entity that is performing the action of beating.,The argument 'parent' fits the ARG1 role for the predicate 'beat' because it is the subject of the sentence and the entity that is performing the action of beating.
beat,wimp,ARG0,The ARG0 role for the predicate 'beat' should have the properties of being the subject of the sentence and the entity that is performing the action.,"The argument 'wimp' has the property of being the object of the action, as it is the entity that is being acted upon by the subject of the sentence.","The argument 'wimp' will not fit the ARG0 role for the predicate 'beat' because the word 'wimp' is not a suitable candidate for the role of the subject of the sentence. The subject of the sentence should be a noun or a pronoun, and 'wimp' is a verb."
beat,wimp,ARG1,The ARG1 role for the predicate 'beat' should have the properties of being the subject of the sentence and the entity that is performing the action of beating.,The argument 'wimp' has the property of being the object of the action of beating.,"The argument 'wimp' does not fit the ARG1 role for the predicate 'beat' because the ARG1 role is typically associated with the subject of the sentence, and 'wimp' is not typically associated with the subject of the sentence. In the sentence ""The wimp beat the bully,"" the subject is ""the wimp,"" not ""the bully."" Therefore, the argument 'wimp' does not fit the ARG1 role for the predicate 'beat.'"
betray,liar,ARG0,"The ARG0 role for the predicate 'betray' should have the properties of being the agent who is betraying the trust of the ARG1 role, which is the person or group being betrayed.","The argument 'liar' has the property of being a noun, and it is the subject of the sentence.","The argument 'liar' does not fit the ARG0 role for the predicate 'betray' because the ARG0 role is typically the agent who is betraying the trust of the ARG1 role, which is the person or group being betrayed. In the sentence ""The liar betrayed the trust of the victim,"" the argument 'liar' is the ARG1 role, and the argument 'victim' is the ARG2 role."
betray,liar,ARG1,The ARG1 role should have the property of being the person or entity that is being betrayed.,The argument 'liar' has the property of being a person or entity that is being betrayed.,The argument 'liar' fits the ARG1 role for the predicate 'betray' because it is the person or entity that is being betrayed.
betray,partner,ARG0,"The ARG0 role for the predicate 'betray' should have the properties of being the agent who is betraying the trust of the ARG1 role, which is the person or group being betrayed.",The argument 'partner' has the property of being the person or group that is being betrayed by the agent in the predicate 'betray'.,The argument 'partner' fits the ARG0 role for the predicate 'betray' because it is the person or group that is being betrayed by the agent.
betray,partner,ARG1,The ARG1 role should have the property of being the person or entity that is being betrayed.,The argument 'partner' has the property of being the person or entity that is being betrayed.,The argument 'partner' fits the ARG1 role for the predicate 'betray' because it is the person or entity that is being betrayed.
betray,wife,ARG0,"The ARG0 role for the predicate 'betray' should have the properties of being the agent who is betraying the trust of the ARG1 role, which is the person or group being betrayed.",The argument 'wife' has the property of being the person or group that is being betrayed by the agent.,The argument 'wife' fits the ARG0 role for the predicate 'betray' because it is the person or group that is being betrayed by the agent.
betray,wife,ARG1,The ARG1 role should have the property of being the person or entity that is being betrayed.,The argument 'wife' has the property of being the person or entity that is being betrayed.,The argument 'wife' fits the ARG1 role for the predicate 'betray' because it is the person or entity that is being betrayed.
blame,skydiver,ARG0,The ARG0 role for the predicate 'blame' should have the properties of being the person or entity that is being blamed.,The argument 'skydiver' has the property of being the person or entity that is being blamed.,The argument 'skydiver' fits the ARG0 role for the predicate 'blame' because it is the person or entity that is being blamed for the action or event being described by the predicate.
blame,skydiver,ARG1,The ARG1 role should have the property of being the person or entity that is being blamed.,The argument 'skydiver' has the property of being the person or entity that is being blamed.,The argument 'skydiver' fits the ARG1 role for the predicate 'blame' because it is the person or entity that is being blamed for the action or event being described by the predicate.
blame,student,ARG0,The ARG0 role for the predicate 'blame' should have the properties of being the person or entity that is being blamed.,The argument 'student' has the property of being the person or entity that is being blamed.,The argument 'student' fits the ARG0 role for the predicate 'blame' because it is the person or entity that is being blamed.
blame,student,ARG1,The ARG1 role should have the property of being the person or entity that is being blamed.,The argument 'student' has the property of being the person or entity that is being blamed.,The argument 'student' fits the ARG1 role for the predicate 'blame' because it is the person or entity that is being blamed.
blame,weatherman,ARG0,The ARG0 role for the predicate 'blame' should have the properties of being the person or entity that is being blamed.,"The argument 'weatherman' has the property of being a person or entity that is associated with the weather, and is therefore relevant to the semantic role of 'blame'.","The argument 'weatherman' fits the ARG0 role for the predicate 'blame' because it is a person or entity that is associated with the weather, and is therefore relevant to the semantic role of 'blame'."
blame,weatherman,ARG1,The ARG1 role should have the property of being the person or entity that is being blamed.,The argument 'weatherman' has the property of being a person or entity that is responsible for the weather.,The argument 'weatherman' fits the ARG1 role for the predicate 'blame' because it is the person or entity that is being blamed for the weather.
blame,writer,ARG0,The ARG0 role for the predicate 'blame' should have the properties of being the person or entity that is being blamed.,The argument 'writer' has the property of being the person or entity that is being blamed.,The argument 'writer' fits the ARG0 role for the predicate 'blame' because it is the person or entity that is being blamed.
blame,writer,ARG1,The ARG1 role should have the property of being the person or entity that is being blamed.,The argument 'writer' has the property of being the person or entity that is being blamed.,The argument 'writer' fits the ARG1 role for the predicate 'blame' because it is the person or entity that is being blamed.
bother,mechanic,ARG0,The ARG0 role for the predicate 'bother' should have the properties of being the subject of the sentence and being the entity that is causing the problem or issue.,"The argument 'mechanic' has the properties of being the entity that is causing the problem or issue, and being the subject of the sentence.",The argument 'mechanic' fits the ARG0 role for the predicate 'bother' because it is the entity that is causing the problem or issue.
bother,mechanic,ARG1,The ARG1 role for the predicate 'bother' should have the properties of being the person or thing that is causing the disturbance or annoyance.,The argument 'mechanic' has the property of being a person or thing that is causing the disturbance or annoyance.,The argument 'mechanic' fits the ARG1 role for the predicate 'bother' because it is the person or thing that is causing the disturbance or annoyance.
bother,receptionist,ARG0,The ARG0 role for the predicate 'bother' should have the properties of being the subject of the sentence and being the entity that is causing the problem or issue.,"The argument 'receptionist' has the properties of being the entity that is causing the problem or issue, and being the subject of the sentence.","The argument 'receptionist' fits the ARG0 role for the predicate 'bother' because it is the entity that is causing the problem or issue, and is the subject of the sentence."
bother,receptionist,ARG1,The ARG1 role for the predicate 'bother' should have the properties of being the person or thing that is causing the disturbance or annoyance.,The argument 'receptionist' has the property of being a person who is responsible for receiving and handling incoming communications or requests.,The argument 'receptionist' fits the ARG1 role for the predicate 'bother' because it is the person or thing that is causing the disturbance or annoyance.
break,child,ARG0,The ARG0 role for the predicate 'break' should have the properties of being the agent performing the action.,"The argument 'child' has the property of being the patient of the action, as it is the entity that is being acted upon by the predicate 'break'.",The argument 'child' fits the ARG0 role for the predicate 'break' because it is the entity that is being acted upon by the action of breaking.
break,child,ARG1,The ARG1 role for the predicate 'break' should have the properties of being a noun or a pronoun that refers to the thing that is being broken.,The argument 'child' has the properties of being a noun or a pronoun that refers to the thing that is being broken.,The argument 'child' fits the ARG1 role for the predicate 'break' because it is the noun or pronoun that refers to the thing that is being broken.
break,horse,ARG0,The ARG0 role for the predicate 'break' should have the properties of being the agent performing the action.,The argument 'horse' has the property of being the patient of the action.,"The argument 'horse' will not fit the ARG0 role for the predicate 'break' because the ARG0 role is typically associated with the agent or doer of the action, rather than the patient. In the case of the predicate 'break', the ARG0 role is typically associated with the object that is being broken, rather than the animal that is breaking it."
break,horse,ARG1,The ARG1 role for the predicate 'break' should have the properties of being a noun or a pronoun that refers to the thing that is being broken.,"The argument 'horse' has the properties of being a noun that refers to a living creature, typically a quadruped with a long neck and a tail, used for riding or pulling a cart or plow.","The argument 'horse' does not fit the ARG1 role for the predicate 'break' because the predicate 'break' is a transitive verb that requires an inanimate object as its direct object, while 'horse' is a living creature and therefore cannot be the direct object of the verb 'break'."
break,vase,ARG0,The ARG0 role for the predicate 'break' should have the properties of being the agent performing the action.,The argument 'vase' has the property of being the patient of the action.,The argument 'vase' will fit the ARG0 role for the predicate 'break' because it is the object of the action being performed by the agent.
break,vase,ARG1,The ARG1 role for the predicate 'break' should have the properties of being a noun or a pronoun that refers to the thing that is being broken.,"The argument 'vase' has the properties of being a noun, a piece of pottery, and a fragile object.",The argument 'vase' fits the ARG1 role for the predicate 'break' because it is a noun that refers to the thing that is being broken.
break,window,ARG0,The ARG0 role for the predicate 'break' should have the properties of being the agent performing the action.,"The argument 'window' has the property of being the patient of the action, as it is the thing that is being broken.",The argument 'window' fits the ARG0 role for the predicate 'break' because it is the thing that is being broken.
break,window,ARG1,The ARG1 role for the predicate 'break' should have the properties of being a noun or a pronoun that refers to the thing that is being broken.,The argument 'window' has the properties of being a noun that refers to a physical object that can be broken.,The argument 'window' fits the ARG1 role for the predicate 'break' because it is a noun that refers to a physical object that can be broken. The ARG1 role is typically filled by the noun that is being acted upon or the object that is being broken.
bribe,judge,ARG0,The ARG0 role for the predicate 'bribe' should have the properties of being the person or entity that is being bribed.,The argument 'judge' has the property of being the person or entity that is being bribed.,The argument 'judge' fits the ARG0 role for the predicate 'bribe' because it is the person or entity that is being bribed.
bribe,judge,ARG1,The ARG1 role for the predicate 'bribe' should have the properties of being the person or entity that is being bribed.,The argument 'judge' has the property of being a person or entity that is being bribed.,The argument 'judge' fits the ARG1 role for the predicate 'bribe' because it is the person or entity that is being bribed.
bribe,manager,ARG0,The ARG0 role for the predicate 'bribe' should have the properties of being the person or entity that is being bribed.,The argument 'manager' has the property of being a person or entity that is being bribed.,The argument 'manager' fits the ARG0 role for the predicate 'bribe' because it is the person or entity that is being bribed.
bribe,manager,ARG1,The ARG1 role for the predicate 'bribe' should have the properties of being the person or entity that is being bribed.,The argument 'manager' has the property of being a person or entity that is being bribed.,The argument 'manager' fits the ARG1 role for the predicate 'bribe' because it is the person or entity that is being bribed.
bribe,undertaker,ARG0,The ARG0 role for the predicate 'bribe' should have the properties of being the person or entity that is being bribed.,The argument 'undertaker' has the property of being a person or entity that is being bribed.,The argument 'undertaker' fits the ARG0 role for the predicate 'bribe' because it is the person or entity that is being bribed.
bribe,undertaker,ARG1,The ARG1 role for the predicate 'bribe' should have the properties of being the person or entity that is being bribed.,The argument 'undertaker' has the property of being a person or entity that is being bribed.,The argument 'undertaker' fits the ARG1 role for the predicate 'bribe' because it is the person or entity that is being bribed.
bury,bone,ARG0,"The ARG0 role for the predicate 'bury' should have the properties of being the agent performing the action, and the argument should be the entity being buried.",The argument 'bone' has the property of being a material that can be used to create a grave or a burial site.,The argument 'bone' will fit the ARG0 role for the predicate 'bury' because it is the material that is being used to create a grave or burial site.
bury,bone,ARG1,"The ARG1 role for the predicate 'bury' should have the properties of being the agent performing the action, and the argument should be the entity that is being buried.",The argument 'bone' has the property of being a material that can be used to create a grave or a burial site.,The argument 'bone' fits the ARG1 role for the predicate 'bury' because it is the material that is being used to create a grave or burial site.
bury,evidence,ARG0,"The ARG0 role for the predicate 'bury' should have the properties of being the agent performing the action, and the argument should be the entity being buried.","The argument 'evidence' has the property of being the object of the action, and the predicate 'bury' has the property of being the action that is being performed on the object.","The argument 'evidence' will not fit the ARG0 role for the predicate 'bury' because the ARG0 role is typically associated with the agent performing the action, and the predicate 'bury' is typically associated with the action of burying something. The argument 'evidence' is not typically associated with the agent performing the action of burying something, but rather with the object being buried."
bury,evidence,ARG1,"The ARG1 role for the predicate 'bury' should have the properties of being the agent performing the action, and the argument should be the entity that is being buried.","The argument 'evidence' has the property of being the object of the action, and the predicate 'bury' has the property of being the action that is being performed on the object.",The argument 'evidence' fits the ARG1 role for the predicate 'bury' because it is the object of the action being performed by the agent.
bury,undertaker,ARG0,"The ARG0 role for the predicate 'bury' should have the properties of being the agent performing the action, and the argument should be the entity being buried.",The argument 'undertaker' has the property of being a person who is responsible for burying the deceased.,The argument 'undertaker' fits the ARG0 role for the predicate 'bury' because it is the person who is responsible for burying the deceased.
bury,undertaker,ARG1,"The ARG1 role for the predicate 'bury' should have the properties of being the agent performing the action, and the argument should be the entity that is being buried.",The argument 'undertaker' has the property of being a person who is responsible for burying the deceased.,The argument 'undertaker' fits the ARG1 role for the predicate 'bury' because it is the person who is responsible for burying the deceased.
bury,victim,ARG0,"The ARG0 role for the predicate 'bury' should have the properties of being the agent performing the action, and the argument should be the entity being buried.",The argument 'victim' has the properties of being the entity being buried.,The argument 'victim' fits the ARG0 role for the predicate 'bury' because it is the entity that is being buried.
bury,victim,ARG1,"The ARG1 role for the predicate 'bury' should have the properties of being the agent performing the action, and the argument should be the entity that is being buried.",The argument 'victim' has the properties of being the entity that is being buried.,The argument 'victim' fits the ARG1 role for the predicate 'bury' because it is the entity that is being buried.
calm,family,ARG0,"The ARG0 role for the predicate 'calm' should have the properties of being the subject of the sentence, indicating the entity that is being described as calm.","The argument 'family' has the property of being a collective noun, indicating that the subject of the sentence is a group of people.","The argument 'family' will fit the ARG0 role for the predicate 'calm' because it is a collective noun that refers to a group of people, and the predicate 'calm' is used to describe a state of being, which can be applied to a group of people. Therefore, the argument 'family' can be used as the subject of the sentence and the predicate 'calm' can be used to describe the state of being of the group of people."
calm,family,ARG1,"The ARG1 role for the predicate 'calm' should have the properties of being a patient or a recipient of the action, as the verb 'calm' is used to describe the state of being peaceful or tranquil.","The argument 'family' has the property of being a group of people who are related by blood or marriage, and who share a common home and interests.","The argument 'family' fits the ARG1 role for the predicate 'calm' because it is a group of people who are related by blood or marriage and who share a common home and interests. The concept of family is often associated with feelings of warmth, comfort, and security, which are all qualities that are often associated with a calm state of mind."
calm,hostage,ARG0,"The ARG0 role for the predicate 'calm' should have the properties of being the subject of the sentence, indicating the entity that is being described as calm.","The argument 'hostage' has the property of being a noun, and it is in the dative case, indicating that it is the object of the verb 'calm'.","The argument 'hostage' does not fit the ARG0 role for the predicate 'calm' because it is not a subject. The subject of the sentence should be a noun or pronoun that is the entity being described as calm, while the hostage is the object of the sentence."
calm,hostage,ARG1,"The ARG1 role for the predicate 'calm' should have the properties of being a patient or a recipient of the action, as the verb 'calm' is used to describe the state of being peaceful or tranquil.","The argument 'hostage' has the property of being a patient or a recipient of the action, as the verb 'calm' is used to describe the state of being peaceful or tranquil.","The argument 'hostage' does not fit the ARG1 role for the predicate 'calm' because the hostage is not the one who is being calmed, but rather the one who is holding the hostage."
calm,small_child,ARG0,"The ARG0 role for the predicate 'calm' should have the properties of being the subject of the sentence, indicating the entity that is being described as calm.","The argument 'small_child' has the properties of being a noun, a person, and a child, which are relevant to the predicate 'calm'.","The argument 'small_child' will fit the ARG0 role for the predicate 'calm' because it is a noun that refers to a person, and the predicate 'calm' is used to describe a state of being, which is a characteristic of a person. Therefore, the argument 'small_child' can be used as the subject of the sentence and the predicate 'calm' can be used to describe the state of being of the subject."
calm,small_child,ARG1,"The ARG1 role for the predicate 'calm' should have the properties of being a patient or a recipient of the action, as the verb 'calm' is used to describe the state of being peaceful or tranquil.","The argument 'small_child' has the properties of being a patient or a recipient of the action, as the verb 'calm' is used to describe the state of being peaceful or tranquil.","The argument 'small_child' fits the ARG1 role for the predicate 'calm' because it is the patient or recipient of the action, and the verb 'calm' is used to describe the state of being peaceful or tranquil."
calm,teacher,ARG0,"The ARG0 role for the predicate 'calm' should have the properties of being the subject of the sentence, indicating the entity that is being described as calm.","The argument 'teacher' has the property of being a person who is in a position of authority or responsibility, which is relevant to the predicate 'calm' as it implies a sense of order and control.","The argument 'teacher' fits the ARG0 role for the predicate 'calm' because it is a person who is in a position of authority or responsibility, which implies a sense of order and control, which is a relevant property for the predicate 'calm'."
calm,teacher,ARG1,"The ARG1 role for the predicate 'calm' should have the properties of being a patient or a recipient of the action, as the verb 'calm' is used to describe the state of being peaceful or tranquil.","The argument 'teacher' has the property of being a patient or recipient of the action, as the verb 'calm' is used to describe the state of being peaceful or tranquil.","The argument 'teacher' fits the ARG1 role for the predicate 'calm' because it is the patient or recipient of the action, as the verb 'calm' is used to describe the state of being peaceful or tranquil."
capture,archeologist,ARG0,"The ARG0 role for the predicate 'capture' should have the properties of being the agent performing the action, and the argument should be the entity or entities being captured.","The argument 'archeologist' has the property of being a person who is involved in the process of capturing or discovering something, in this case, artifacts or knowledge related to the past.","The argument 'archeologist' fits the ARG0 role for the predicate 'capture' because it is a person who is involved in the process of capturing or discovering something, in this case, artifacts or knowledge related to the past."
capture,archeologist,ARG1,The ARG1 role for the predicate 'capture' should have the properties of being the agent or the doer of the action.,"The argument 'archeologist' has the property of being a person who is involved in the process of capturing or discovering something, such as artifacts or knowledge.","The argument 'archeologist' fits the ARG1 role for the predicate 'capture' because it is a person who is involved in the process of capturing or discovering something, such as artifacts or knowledge."
capture,army,ARG0,"The ARG0 role for the predicate 'capture' should have the properties of being the agent performing the action, and the argument should be the entity or entities being captured.",The argument 'army' has the properties of being the entity or entities being captured by the agent performing the action.,The argument 'army' fits the ARG0 role for the predicate 'capture' because it is the entity or entities being captured by the agent performing the action.
capture,army,ARG1,The ARG1 role for the predicate 'capture' should have the properties of being the agent or the doer of the action.,The argument 'army' has the property of being the entity that is being captured.,The argument 'army' fits the ARG1 role for the predicate 'capture' because it is the entity that is being captured.
capture,criminal,ARG0,"The ARG0 role for the predicate 'capture' should have the properties of being the agent performing the action, and the argument should be the entity or entities being captured.",The argument 'criminal' has the property of being the entity or entities being captured by the action of 'capture'.,The argument 'criminal' fits the ARG0 role for the predicate 'capture' because it is the entity or entities being captured by the action of 'capture'.
capture,criminal,ARG1,The ARG1 role for the predicate 'capture' should have the properties of being the agent or the doer of the action.,The argument 'criminal' has the property of being the entity that is being captured.,The argument 'criminal' fits the ARG1 role for the predicate 'capture' because it is the entity that is being captured.
capture,fugitive,ARG0,"The ARG0 role for the predicate 'capture' should have the properties of being the agent performing the action, and the argument should be the entity or entities being captured.",The argument 'fugitive' has the property of being the entity or entities being captured by the action of 'capture'.,The argument 'fugitive' fits the ARG0 role for the predicate 'capture' because it is the entity or entities being captured by the action of 'capture'.
capture,fugitive,ARG1,The ARG1 role for the predicate 'capture' should have the properties of being the agent or the doer of the action.,The argument 'fugitive' has the property of being the person or thing that is being captured.,The argument 'fugitive' fits the ARG1 role for the predicate 'capture' because it is the person or thing that is being captured.
capture,hunter,ARG0,"The ARG0 role for the predicate 'capture' should have the properties of being the agent performing the action, and the argument should be the entity or entities being captured.",The argument 'hunter' has the property of being the agent performing the action.,The argument 'hunter' fits the ARG0 role for the predicate 'capture' because it is the entity that is performing the action of capturing something.
capture,hunter,ARG1,The ARG1 role for the predicate 'capture' should have the properties of being the agent or the doer of the action.,The argument 'hunter' has the property of being the agent or the doer of the action.,The argument 'hunter' fits the ARG1 role for the predicate 'capture' because it is the agent or the doer of the action of capturing.
capture,monkey,ARG0,"The ARG0 role for the predicate 'capture' should have the properties of being the agent performing the action, and the argument should be the entity or entities being captured.","The argument 'monkey' has the properties of being a living entity, a primate, and a mammal.",The argument 'monkey' will fit the ARG0 role for the predicate 'capture' because it is a living entity that can be captured by a person or an animal.
capture,monkey,ARG1,The ARG1 role for the predicate 'capture' should have the properties of being the agent or the doer of the action.,"The argument 'monkey' has the property of being a living being, which is relevant to the predicate 'capture'.",The argument 'monkey' will fit the ARG1 role for the predicate 'capture' because it is the entity that is being captured.
capture,policeman,ARG0,"The ARG0 role for the predicate 'capture' should have the properties of being the agent performing the action, and the argument should be the entity or entities being captured.","The argument 'policeman' has the properties of being a human being, a member of a law enforcement agency, and a person who is authorized to capture or detain individuals.",The argument 'policeman' fits the ARG0 role for the predicate 'capture' because it is a human being who is authorized to capture or detain individuals.
capture,policeman,ARG1,The ARG1 role for the predicate 'capture' should have the properties of being the agent or the doer of the action.,The argument 'policeman' has the property of being a person who is involved in the capture of a criminal.,The argument 'policeman' fits the ARG1 role for the predicate 'capture' because it is the agent or the doer of the action of capturing a criminal.
capture,prisoner,ARG0,"The ARG0 role for the predicate 'capture' should have the properties of being the agent performing the action, and the argument should be the entity or entities being captured.","The argument 'prisoner' has the properties of being the patient, the object of the action, and the entity being captured.",The argument 'prisoner' fits the ARG0 role for the predicate 'capture' because it is the entity being captured by the action of 'capture'.
capture,prisoner,ARG1,The ARG1 role for the predicate 'capture' should have the properties of being the agent or the doer of the action.,The argument 'prisoner' has the property of being the patient or the object of the action.,The argument 'prisoner' fits the ARG1 role for the predicate 'capture' because it is the patient or object of the action.
capture,rabbit,ARG0,"The ARG0 role for the predicate 'capture' should have the properties of being the agent performing the action, and the argument should be the entity or entities being captured.",The argument 'rabbit' has the properties of being the entity or entities being captured by the action of 'capture'.,The argument 'rabbit' fits the ARG0 role for the predicate 'capture' because it is the entity or entities being captured by the action of 'capture'.
capture,rabbit,ARG1,The ARG1 role for the predicate 'capture' should have the properties of being the agent or the doer of the action.,The argument 'rabbit' has the property of being the patient or the object of the action.,The argument 'rabbit' fits the ARG1 role for the predicate 'capture' because it is the entity that is being captured.
capture,soldier,ARG0,"The ARG0 role for the predicate 'capture' should have the properties of being the agent performing the action, and the argument should be the entity or entities being captured.","The argument 'soldier' has the properties of being the agent performing the action, and the entity or entities being captured.",The argument 'soldier' fits the ARG0 role for the predicate 'capture' because it is the entity or entities being captured.
capture,soldier,ARG1,The ARG1 role for the predicate 'capture' should have the properties of being the agent or the doer of the action.,The argument 'soldier' has the property of being an agent or doer of the action.,The argument 'soldier' fits the ARG1 role for the predicate 'capture' because it is the agent or doer of the action of capturing something.
capture,tourist,ARG0,"The ARG0 role for the predicate 'capture' should have the properties of being the agent performing the action, and the argument should be the entity or entities being captured.",The argument 'tourist' has the property of being the entity or entities being captured by the action of 'capture'.,The argument 'tourist' fits the ARG0 role for the predicate 'capture' because it is the entity or entities being captured by the action of 'capture'.
capture,tourist,ARG1,The ARG1 role for the predicate 'capture' should have the properties of being the agent or the doer of the action.,The argument 'tourist' has the property of being a person who is visiting a place for recreational or leisure purposes.,"The argument 'tourist' fits the ARG1 role for the predicate 'capture' because it is the person or entity that is capturing or taking something, such as a photograph or a memory, of the place or event being visited."
capture,troop,ARG0,"The ARG0 role for the predicate 'capture' should have the properties of being the agent performing the action, and the argument should be the entity or entities being captured.",The argument 'troop' has the properties of being the entity or entities being captured by the action of 'capture'.,The argument 'troop' fits the ARG0 role for the predicate 'capture' because it is the entity or entities being captured by the action of 'capture'.
capture,troop,ARG1,The ARG1 role for the predicate 'capture' should have the properties of being the agent or the doer of the action.,The argument 'troop' has the property of being a group of people or animals that are being captured.,The argument 'troop' fits the ARG1 role for the predicate 'capture' because it is the group of people or animals that are being captured.
capture,valley,ARG0,"The ARG0 role for the predicate 'capture' should have the properties of being the agent performing the action, and the argument should be the entity or entities being captured.",The argument 'valley' has the property of being a location or a region that is being captured.,The argument 'valley' fits the ARG0 role for the predicate 'capture' because it is the entity or entities being captured.
capture,valley,ARG1,The ARG1 role for the predicate 'capture' should have the properties of being the agent or the doer of the action.,The argument 'valley' has the property of being the location where the action of 'capture' takes place.,The argument 'valley' fits the ARG1 role for the predicate 'capture' because it is the location where the action of 'capture' takes place.
caress,dancer,ARG0,The ARG0 role for the predicate 'caress' should have the properties of being the person or thing being caressed.,The argument 'dancer' has the property of being a person or thing that is being caressed.,The argument 'dancer' fits the ARG0 role for the predicate 'caress' because it is the person or thing being caressed.
caress,dancer,ARG1,The ARG1 role for the predicate 'caress' should have the properties of being a person or a living being that is being caressed.,The argument 'dancer' has the property of being a person or a living being that is being caressed.,The argument 'dancer' fits the ARG1 role for the predicate 'caress' because it is a person or a living being that is being caressed.
caress,electrician,ARG0,The ARG0 role for the predicate 'caress' should have the properties of being the person or thing being caressed.,The argument 'electrician' has the property of being a person who is skilled in the repair and maintenance of electrical systems.,"The argument 'electrician' does not fit the ARG0 role for the predicate 'caress' because the ARG0 role is typically associated with a person or thing being caressed, while an electrician is a person who is skilled in the repair and maintenance of electrical systems. The ARG0 role is not typically associated with a person who is not directly involved in the action of caressing."
caress,electrician,ARG1,The ARG1 role for the predicate 'caress' should have the properties of being a person or a living being that is being caressed.,The argument 'electrician' does not have any relevant properties for the predicate 'caress'.,"The argument 'electrician' does not fit the ARG1 role for the predicate 'caress' because it is not a person or a living being that can be caressed. The ARG1 role requires a person or a living being that can be touched or caressed, and an electrician is not capable of being caressed in this way. Therefore, the argument 'electrician' does not fit the ARG1 role for the predicate 'caress'."
caress,grandmother,ARG0,The ARG0 role for the predicate 'caress' should have the properties of being the person or thing being caressed.,"The argument 'grandmother' has the properties of being a person, being the object of the action, and being the person or thing being caressed.",The argument 'grandmother' fits the ARG0 role for the predicate 'caress' because it is the person or thing being caressed.
caress,grandmother,ARG1,The ARG1 role for the predicate 'caress' should have the properties of being a person or a living being that is being caressed.,"The argument 'grandmother' has the properties of being a person, a living being, and a female.",The argument 'grandmother' fits the ARG1 role for the predicate 'caress' because it is a person who is being caressed.
caress,hostess,ARG0,The ARG0 role for the predicate 'caress' should have the properties of being the person or thing being caressed.,The argument 'hostess' has the property of being a person or thing that is being caressed.,The argument 'hostess' fits the ARG0 role for the predicate 'caress' because it is the person or thing being caressed.
caress,hostess,ARG1,The ARG1 role for the predicate 'caress' should have the properties of being a person or a living being that is being caressed.,The argument 'hostess' does not have any relevant properties for the predicate 'caress'.,The argument 'hostess' does not fit the ARG1 role for the predicate 'caress' because it is not a person or a living being that can be caressed.
carry,furniture,ARG0,The ARG0 role for the predicate 'carry' should have the properties of being the agent performing the action.,The argument 'furniture' has the property of being the patient of the action 'carry'.,The argument 'furniture' will fit the ARG0 role for the predicate 'carry' because it is the entity that is being carried.
