predicate,argument,role_type,sentence 1,sub-fit score 1,sentence 2,sub-fit score 2,sentence 3,sub-fit score 3,sentence 4,sub-fit score 4,sentence 5,sub-fit score 5,actual_fit,exp_fit
cheer,quarterback,ARG1,The quarterback cheered the crowd on to victory.,0.75,The quarterback cheered his teammates on to a win.,0.75,The quarterback cheered his coach on to a successful season.,0.75,The quarterback cheered his fans on to a record-breaking performance.,0.75,The quarterback cheered his opponents off the field.,0.75,5.2,0.75
cheer,spectators,ARG0,The crowd cheered loudly as the team scored a goal.,0.75,The fans cheered with excitement as the band took the stage.,0.75,The audience cheered in unison as the speaker finished their presentation.,0.75,,0.75,The spectators cheered in delight as the athlete won the race.,0.75,6.7,0.75
cheer,spectators,ARG1,The crowd cheered loudly as the team scored a goal.,0.75,The fans cheered with excitement as the band took the stage.,0.75,The audience cheered in unison as the speaker gave a rousing speech.,0.75,The crowd cheered in appreciation as the chef presented a delicious dish.,0.75,The spectators cheered in delight as the athlete won the race.,0.75,1.3,0.75
cheer,touchdown,ARG0,The crowd cheered when the team scored a touchdown.,0.75,The fans cheered as the team scored a touchdown.,0.75,The team cheered when they scored a touchdown.,0.75,The crowd cheered as the team scored a touchdown.,0.75,The team cheered when they scored a touchdown.,0.75,1.4,0.75
cheer,touchdown,ARG1,The crowd cheered when the team scored a touchdown.,0.75,The fans cheered as the team made a touchdown.,0.75,The team cheered after scoring a touchdown.,0.75,The crowd cheered when the team scored a touchdown in the final seconds of the game.,0.75,The team cheered as they scored a touchdown in the first quarter.,0.75,6,0.75
choose,candidate,ARG0,I chose John as the best candidate for the job.,0.75,She chose to hire John as the new employee.,0.75,,0.75,The team chose to play a friendly match against the rival team.,0.75,The jury chose the defendant as the guilty party.,0.75,4,0.75
choose,candidate,ARG1,I chose the candidate with the most experience.,0.75,The candidate with the most experience was chosen.,0.75,The candidate with the most experience was selected.,0.75,The candidate with the most experience was picked.,0.75,The candidate with the most experience was the one chosen.,0.75,5.6,0.75
choose,committee,ARG0,The committee chose to approve the proposal.,0.75,The committee chose to reject the proposal.,0.75,The committee chose to postpone the decision.,0.75,The committee chose to delegate the decision to another committee.,0.75,The committee chose to request additional information before making a decision.,0.75,6.4,0.75
choose,committee,ARG1,The committee chose the best candidate for the position.,0.75,The committee chose the candidate with the most experience for the job.,0.75,The committee chose the candidate who was most qualified for the position.,0.75,The committee chose the candidate who was the most suitable for the job.,0.75,The committee chose the candidate who was the best fit for the position.,0.75,4.3,0.75
choose,computer,ARG0,I chose a computer for my birthday.,0.75,She chose a new laptop for her work.,0.75,He chose a gaming computer for his hobby.,0.75,,0.75,,0.75,3.3,0.75
choose,computer,ARG1,I chose a computer for my birthday gift.,0.75,She chose a new laptop for her work.,0.75,,0.75,,0.75,We chose a gaming computer for our living room.,0.75,4.3,0.75
choose,contestant,ARG0,The contestant chose to participate in the competition.,0.75,The contestant chose to withdraw from the competition.,0.75,The contestant chose to not participate in the competition.,0.75,The contestant chose to not withdraw from the competition.,0.75,"The contestant chose to participate in the competition, but later withdrew.",0.75,6,0.75
choose,contestant,ARG1,The contestant chose to participate in the competition.,0.75,The contestant chose to wear the red shirt.,0.75,The contestant chose to eat the pizza.,0.75,The contestant chose to watch the movie.,0.75,The contestant chose to go to the beach.,0.75,5.3,0.75
choose,customer,ARG0,The customer chose the restaurant.,0.75,,0.75,The customer chose the menu.,0.75,,0.75,The customer chose the waiter.,0.75,6.6,0.75
choose,customer,ARG1,The customer chose the restaurant.,0.75,,0.75,,0.75,,0.75,,0.75,1.8,0.75
choose,shopper,ARG0,The shopper chose the most expensive item in the store.,0.75,The shopper chose the item that was on sale.,0.75,The shopper chose the item that was the best quality.,0.75,The shopper chose the item that was the most comfortable to wear.,0.75,The shopper chose the item that was the most fashionable.,0.75,6.4,0.75
choose,shopper,ARG1,The shopper chose the most expensive item in the store.,0.75,The shopper chose the item that was on sale.,0.75,The shopper chose the item that was the best quality.,0.75,The shopper chose the item that was the most convenient to purchase.,0.75,The shopper chose the item that was the most comfortable to carry.,0.75,1.9,0.75
conquer,king,ARG0,The king conquered the land.,1.0,The king conquered the enemy.,1.0,The king conquered the city.,1.0,The king conquered the fortress.,1.0,The king conquered the kingdom.,1.0,6.1,1.0
conquer,king,ARG1,The king conquered the land.,1.0,The king conquered the enemy.,1.0,The king conquered the city.,1.0,The king conquered the fortress.,1.0,The king conquered the kingdom.,1.0,3.8,1.0
conquer,kingdom,ARG0,The king conquered the kingdom.,1.0,The queen conquered the kingdom.,1.0,The emperor conquered the kingdom.,1.0,The dictator conquered the kingdom.,0.75,The warlord conquered the kingdom.,1.0,3.1,0.95
conquer,kingdom,ARG1,The king conquered the kingdom.,0.75,The queen conquered the kingdom.,1.0,The emperor conquered the kingdom.,1.0,The dictator conquered the kingdom.,0.75,The warlord conquered the kingdom.,0.75,5.7,0.85
conquer,peasants,ARG0,The peasants were conquered by the knights.,0.75,The knights conquered the peasants.,0.75,The peasants were defeated by the knights.,0.75,The knights defeated the peasants.,0.75,The peasants were subjugated by the knights.,0.75,2.9,0.75
conquer,peasants,ARG1,The peasants were conquered by the knights.,0.75,The knights conquered the peasants.,0.75,The peasants were defeated by the knights.,0.75,The knights defeated the peasants.,0.75,The peasants were subjugated by the knights.,0.75,4.5,0.75
consider,alternatives,ARG0,Consider the alternatives before making a decision.,0.75,Alternatives should be considered before making a decision.,0.75,It is important to consider alternatives before making a decision.,0.75,Alternatives should be considered as a crucial step in decision-making.,0.75,Considering alternatives is essential in decision-making.,0.75,1.3,0.75
consider,alternatives,ARG1,Consider the alternatives before making a decision.,0.75,Alternatives should be considered before making a decision.,0.75,It is important to consider alternatives before making a decision.,0.75,Alternatives should be considered as a viable option before making a decision.,0.75,Considering alternatives is crucial before making a decision.,0.75,6.6,0.75
consider,carpenter,ARG0,The carpenter considered the project.,0.75,The carpenter considered the materials.,0.75,The carpenter considered the design.,0.75,The carpenter considered the budget.,0.75,The carpenter considered the timeline.,0.75,5.1,0.75
consider,carpenter,ARG1,The carpenter considered the project.,0.75,The carpenter considered the materials.,0.75,The carpenter considered the design.,0.75,The carpenter considered the budget.,0.75,The carpenter considered the timeline.,0.75,5.1,0.75
consider,coroner,ARG0,The coroner considered the evidence presented in court.,0.75,The coroner considered the autopsy report.,0.75,The coroner considered the witness statements.,0.75,The coroner considered the medical evidence.,0.75,The coroner considered the legal implications.,0.75,5.8,0.75
consider,coroner,ARG1,The coroner considered the evidence presented in court.,0.75,The coroner considered the autopsy report.,0.75,The coroner considered the witness statements.,0.75,The coroner considered the medical evidence.,0.75,The coroner considered the legal implications.,0.75,3.4,0.75
consider,golfer,ARG0,The golfer considered the course layout before making his shot.,0.75,The golfer considered the wind conditions before hitting his drive.,0.75,The golfer considered the distance to the green before deciding on his approach.,0.75,The golfer considered the slope of the green before deciding on his putt.,0.75,The golfer considered the obstacles on the course before deciding on his path.,0.75,5.2,0.75
consider,golfer,ARG1,The golfer considered the course layout before making his shot.,0.75,The golfer considered the wind conditions before deciding on his strategy.,0.75,The golfer considered the distance between the green and the water hazard before making his approach.,0.75,The golfer considered the slope of the green before deciding on his putt.,0.75,The golfer considered the angle of the hole before deciding on his approach shot.,0.75,2.6,0.75
consider,scientists,ARG0,The scientists considered the possibility of a new theory.,0.75,The scientists considered the implications of their findings.,0.75,The scientists considered the ethical implications of their research.,0.75,The scientists considered the potential consequences of their actions.,0.75,The scientists considered the feasibility of their proposed solution.,0.75,6.6,0.75
consider,scientists,ARG1,The scientists considered the possibility of a new theory.,0.75,The scientists considered the implications of their findings.,0.75,The scientists considered the ethical implications of their research.,0.75,The scientists considered the potential consequences of their actions.,0.75,The scientists considered the feasibility of their proposed solution.,0.75,4,0.75
consider,secretary,ARG0,The company's decision to consider a new secretary was met with great enthusiasm by the employees.,0.75,The board of directors considered the new secretary's qualifications before making a decision.,0.75,The CEO considered the secretary's performance during the meeting.,0.75,The secretary considered the company's budget before making a proposal.,0.75,The company considered the secretary's suggestions for improving the office environment.,0.75,5.2,0.75
consider,secretary,ARG1,The company's decision to consider a new secretary was met with great enthusiasm by the employees.,0.75,The board of directors considered the new secretary's qualifications before making a decision.,0.75,The CEO considered the secretary's performance during the meeting.,0.75,The secretary considered the company's budget before making a proposal.,0.75,The company considered the secretary's suggestions for improving the office environment.,0.75,4.6,0.75
console,bride,ARG0,The bride was consoling her mother after the wedding.,0.75,The bride was consoling her father after the wedding.,0.75,The bride was consoling her sister after the wedding.,0.75,The bride was consoling her brother after the wedding.,0.75,The bride was consoling her best friend after the wedding.,0.75,3.4,0.75
console,bride,ARG1,The bride was consoling her mother after the wedding.,0.75,The bride was consoling her father after the wedding.,0.75,The bride was consoling her sister after the wedding.,0.75,The bride was consoling her brother after the wedding.,0.75,The bride was consoling her best friend after the wedding.,0.75,4.2,0.75
console,coward,ARG0,,0.75,,0.75,,0.75,,0.75,,0.75,2.1,0.75
console,coward,ARG1,,0.75,,0.75,,0.75,,0.75,,0.75,3.9,0.75
console,secretary,ARG0,,0.75,,0.75,,0.75,,0.75,,0.75,3.1,0.75
console,secretary,ARG1,The company's CEO consoled the secretary after she was fired.,0.75,,0.75,,0.75,,0.75,,0.75,2.2,0.75
console,widow,ARG0,The widow consoles herself with her memories of her late husband.,0.75,The widow consoles her children with her love and support.,0.75,The widow consoles her friends with her warmth and kindness.,0.75,The widow consoles her community with her generosity and compassion.,0.75,The widow consoles herself with her faith and hope for a better future.,0.75,3.6,0.75
console,widow,ARG1,The widow consoles herself with her memories of her late husband.,0.75,The widow consoles her children with her love and support.,0.75,The widow consoles her friends with her kindness and compassion.,0.75,The widow consoles her community with her generosity and selflessness.,0.75,The widow consoles herself with her faith and hope for a better future.,0.75,6.6,0.75
convict,criminal,ARG0,The judge convicted the criminal of the crime.,1.0,The jury convicted the defendant of the crime.,0.75,The prosecutor convicted the accused of the crime.,1.0,The court convicted the defendant of the crime.,0.75,The judge convicted the criminal of the crime.,1.0,1.4,0.9
convict,criminal,ARG1,The judge convicted the criminal of the crime.,1.0,The jury convicted the defendant of the crime.,0.75,The prosecutor convicted the accused of the crime.,0.75,The court convicted the defendant of the crime.,0.75,The judge convicted the criminal of the crime.,1.0,5.9,0.85
convict,defendant,ARG0,The defendant was convicted of the crime.,0.75,The defendant was found guilty of the crime.,0.75,The defendant was found guilty of the crime by the jury.,0.75,The defendant was found guilty of the crime by the judge.,0.75,The defendant was found guilty of the crime by the court.,0.75,2.4,0.75
convict,defendant,ARG1,The defendant was convicted of the crime.,0.75,The defendant was found guilty of the crime.,0.75,The defendant was sentenced to prison for the crime.,0.75,The defendant was punished for the crime.,0.75,The defendant was held accountable for the crime.,0.75,4.5,0.75
convict,judge,ARG0,The judge convicted the defendant of the crime.,0.75,The defendant was convicted by the judge of the crime.,0.75,The judge found the defendant guilty of the crime.,0.75,The defendant was found guilty by the judge of the crime.,0.75,The judge sentenced the defendant to prison for the crime.,0.75,6.4,0.75
convict,judge,ARG1,The judge convicted the defendant of the crime.,0.75,The defendant was convicted by the judge of the crime.,0.75,The judge found the defendant guilty of the crime.,0.75,The defendant was found guilty by the judge of the crime.,0.75,The judge sentenced the defendant to prison for the crime.,0.75,1.5,0.75
convict,juror,ARG0,The juror convicted the defendant of the crime.,0.75,The defendant was convicted by the juror of the crime.,0.75,The juror found the defendant guilty of the crime.,0.75,The defendant was found guilty by the juror of the crime.,0.75,The juror declared the defendant guilty of the crime.,0.75,6.6,0.75
convict,juror,ARG1,The juror convicted the defendant of the crime.,0.75,The defendant was convicted by the juror of the crime.,0.75,The juror found the defendant guilty of the crime.,0.75,The defendant was found guilty by the juror of the crime.,0.75,The juror declared the defendant guilty of the crime.,0.75,1.3,0.75
convict,suspect,ARG0,The judge convicted the suspect of the crime.,1.0,,0.75,The prosecutor convicted the accused of the crime.,0.75,The police convicted the suspect of the crime.,1.0,,0.75,1.8,0.85
convict,suspect,ARG1,The judge convicted the suspect of the crime.,0.75,,0.75,The prosecutor convicted the accused of the crime.,0.75,The police convicted the suspect of the crime.,0.75,,0.75,5.5,0.75
convince,aunt,ARG0,Aunt convinced me to buy the new iPhone.,0.75,Aunt convinced me to take a break from my studies.,0.75,Aunt convinced me to try the new restaurant.,0.75,Aunt convinced me to join the gym.,0.75,Aunt convinced me to take a trip to Europe.,0.75,3.3,0.75
convince,aunt,ARG1,"Convincing my aunt to buy a new dress was a difficult task, but I finally managed to convince her to try it on.",0.75,"I tried to convince my aunt to go to the beach with me, but she refused.",0.75,"My aunt convinced me to try the new restaurant in town, and I was impressed by the food.",0.75,"I was unable to convince my aunt to go to the concert with me, but she eventually agreed to meet me there.",0.75,My aunt convinced me to take a break from my studies and go for a walk in the park.,0.75,3.9,0.75
convince,hypnotist,ARG0,The hypnotist successfully convinced the audience to believe in his powers.,0.75,The hypnotist was able to convince the skeptic to try the hypnosis.,0.75,The hypnotist was able to convince the audience to follow his instructions.,0.75,The hypnotist was able to convince the audience to trust him.,0.75,The hypnotist was able to convince the audience to believe in his abilities.,0.75,6.2,0.75
convince,hypnotist,ARG1,The hypnotist successfully convinced the audience to believe in his powers.,0.75,The hypnotist was able to convince the skeptic to try the hypnosis.,0.75,The hypnotist was able to convince the audience to follow his instructions.,0.75,The hypnotist was able to convince the audience to trust him.,0.75,The hypnotist was able to convince the audience to believe in his abilities.,0.75,1.9,0.75
convince,inmate,ARG0,The inmate was able to convince the judge to reduce his sentence.,0.75,The inmate convinced the judge to grant him a new trial.,0.75,The inmate convinced the jury to find him not guilty.,0.75,The inmate convinced the witness to change her testimony.,0.75,The inmate convinced the police to drop the charges against him.,0.75,3.5,0.75
convince,inmate,ARG1,,0.75,,0.75,The teacher convinced the student to study for the exam.,0.75,,0.75,,0.75,4.3,0.75
convince,spy,ARG0,The spy convinced the agent to join the mission.,0.75,The spy convinced the agent to reveal the location of the enemy's base.,0.75,The spy convinced the agent to provide the enemy with false information.,0.75,The spy convinced the agent to sabotage the mission.,0.75,The spy convinced the agent to betray the team.,0.75,5,0.75
convince,spy,ARG1,The spy convinced the agent to join the mission.,0.75,The spy convinced the agent to reveal the location of the enemy's base.,0.75,The spy convinced the agent to provide the enemy with false information.,0.75,The spy convinced the agent to sabotage the mission.,0.75,The spy convinced the agent to betray the team.,0.75,3.3,0.75
corner,fugitive,ARG0,The fugitive cornered the suspect in the alley.,0.75,The fugitive cornered the suspect in the park.,0.75,The fugitive cornered the suspect in the office.,0.75,The fugitive cornered the suspect in the restaurant.,0.75,The fugitive cornered the suspect in the mall.,0.75,3.7,0.75
corner,fugitive,ARG1,The fugitive cornered the suspect in the alley.,0.75,The fugitive cornered the suspect in the park.,0.75,The fugitive cornered the suspect in the office.,0.75,The fugitive cornered the suspect in the restaurant.,0.75,The fugitive cornered the suspect in the mall.,0.75,4.9,0.75
corner,horse,ARG0,The horse cornered the fence.,0.75,The fence cornered the horse.,0.75,The horse cornered the barn.,0.75,The barn cornered the horse.,0.75,The horse cornered the field.,0.75,3.3,0.75
corner,horse,ARG1,The horse cornered the fence.,0.75,The fence cornered the horse.,0.75,The horse cornered the barn.,0.75,The barn cornered the horse.,0.75,The horse cornered the field.,0.75,3.9,0.75
corner,mouse,ARG0,The mouse cornered the cat.,0.75,The cat cornered the mouse.,0.75,The mouse cornered the dog.,0.75,The dog cornered the mouse.,0.75,The mouse cornered the bird.,0.75,1.9,0.75
corner,mouse,ARG1,The mouse cornered the cat in the corner of the room.,0.75,The cat was cornered by the mouse in the corner of the room.,0.75,The mouse cornered the cat in the corner of the forest.,0.75,The cat was cornered by the mouse in the corner of the forest.,0.75,The mouse cornered the cat in the corner of the park.,0.75,5.9,0.75
corner,nurse,ARG0,The nurse cornered the patient in the hospital room.,0.75,The nurse cornered the patient in the waiting room.,0.75,The nurse cornered the patient in the doctor's office.,0.75,The nurse cornered the patient in the examination room.,0.75,The nurse cornered the patient in the recovery room.,0.75,3,0.75
corner,nurse,ARG1,The nurse cornered the patient in the hospital room.,0.75,The nurse cornered the patient in the waiting room.,0.75,The nurse cornered the patient in the doctor's office.,0.75,The nurse cornered the patient in the examination room.,0.75,The nurse cornered the patient in the treatment room.,0.75,2.3,0.75
crucify,president,ARG0,Crucify the president.,0.75,,0.75,The president will be crucified.,0.75,,0.75,The president will be crucified in the future.,0.75,2.6,0.75
crucify,president,ARG1,Crucify the president.,0.75,,0.75,,0.75,The president was crucified for his corruption.,0.75,The president was crucified for his incompetence.,0.75,3.1,0.75
crucify,savior,ARG0,The savior was crucified for his selfless act of sacrifice.,0.75,The savior was crucified for his bravery in the face of danger.,0.75,The savior was crucified for his compassion towards the suffering.,0.75,The savior was crucified for his unwavering commitment to justice.,0.75,The savior was crucified for his unshakeable belief in the power of love.,0.75,2.3,0.75
crucify,savior,ARG1,The savior was crucified for his selfless act of sacrifice.,0.75,The savior was crucified for his bravery in the face of danger.,0.75,The savior was crucified for his compassion towards the suffering.,0.75,The savior was crucified for his unwavering commitment to justice.,0.75,The savior was crucified for his unshakeable belief in the power of love.,0.75,4.9,0.75
crucify,teacher,ARG0,The teacher crucified the student.,0.75,The student was crucified by the teacher.,0.75,,0.75,The student crucified the teacher.,0.75,,0.75,1.8,0.75
crucify,teacher,ARG1,,0.75,The student was crucified by the teacher.,0.75,,0.75,The student crucified the teacher.,0.75,,0.75,2.2,0.75
crush,avalanche,ARG0,The avalanche crushed the car.,0.75,The avalanche crushed the mountain.,1.0,The avalanche crushed the hikers.,1.0,The avalanche crushed the camp.,1.0,The avalanche crushed the tent.,0.75,6.9,0.9
crush,avalanche,ARG1,The avalanche crushed the car.,0.75,The avalanche crushed the mountain.,0.75,The avalanche crushed the hikers.,0.75,The avalanche crushed the camp.,0.75,The avalanche crushed the tent.,0.75,1.6,0.75
crush,buddy,ARG0,I crushed my buddy's dreams.,0.75,My buddy crushed the competition.,0.75,The crush was mutual.,0.75,,0.75,,0.75,3,0.75
crush,buddy,ARG1,I crushed my buddy's dreams last night.,0.75,My buddy crushed the competition in the race.,0.75,,0.75,,0.75,,0.75,2.7,0.75
crush,climber,ARG0,The climber crushed the ice with his foot.,0.75,The climber crushed the ice with his hands.,0.75,,0.75,The climber crushed the ice with his body.,0.75,,0.75,2.6,0.75
crush,climber,ARG1,The climber crushed the ice with his foot.,0.75,The climber crushed the ice with his hands.,0.75,,0.75,The climber crushed the ice with his body.,0.75,,0.75,5,0.75
crush,skunk,ARG0,The skunk crushed the bug under its paw.,0.75,The skunk crushed the spider with its powerful jaws.,0.75,The skunk crushed the beetle with its sharp claws.,0.75,The skunk crushed the ant with its strong legs.,0.75,The skunk crushed the fly with its powerful breath.,0.75,1.4,0.75
crush,skunk,ARG1,The skunk crushed the bug under its paw.,0.75,The skunk crushed the spider with its powerful jaws.,0.75,The skunk crushed the beetle with its sharp claws.,0.75,The skunk crushed the ant with its strong legs.,0.75,The skunk crushed the fly with its powerful breath.,0.75,4,0.75
cure,businesswoman,ARG0,The cure for the businesswoman's illness was a success.,0.75,The businesswoman's cure for the illness was a miracle.,0.75,The businesswoman's illness was cured by the new treatment.,0.75,The businesswoman's illness was cured by the doctor's prescription.,0.75,The businesswoman's illness was cured by the new medication.,0.75,1.9,0.75
cure,businesswoman,ARG1,The cure for the businesswoman's illness was a success.,0.75,The businesswoman's cure for her illness was a miracle.,0.75,The businesswoman's illness was cured by her doctor.,0.75,The businesswoman's illness was cured by her medication.,0.75,The businesswoman's illness was cured by her diet.,0.75,3,0.75
cure,doctor,ARG0,The doctor cured the patient.,1.0,The doctor cured the disease.,1.0,The doctor cured the illness.,1.0,The doctor cured the infection.,1.0,The doctor cured the ailment.,1.0,6.8,1.0
cure,doctor,ARG1,The doctor cured the patient.,1.0,The doctor cured the disease.,1.0,The doctor cured the illness.,1.0,The doctor cured the infection.,1.0,The doctor cured the ailment.,0.75,3.8,0.95
cure,drug,ARG0,The cure for the disease is the drug.,1.0,The drug is the cure for the disease.,1.0,The cure for the disease is the drug that is effective.,0.75,The drug that is effective is the cure for the disease.,0.75,The cure for the disease is the drug that is safe to use.,0.75,6.3,0.85
cure,drug,ARG1,The cure for the disease is the drug.,1.0,The drug is the cure for the disease.,1.0,The cure for the disease is the drug that is effective.,0.75,The drug that is effective is the cure for the disease.,0.75,The cure for the disease is the drug that is safe to use.,0.75,1.8,0.85
cure,patient,ARG0,The doctor cured the patient of their illness.,1.0,The cure for the patient's illness was effective.,0.75,The patient was cured of their illness by the doctor.,1.0,The patient was cured by the doctor's treatment.,1.0,The doctor's cure for the patient's illness was successful.,0.75,1.4,0.9
cure,patient,ARG1,The doctor cured the patient of their illness.,1.0,The cure for the patient's illness was effective.,0.75,The patient was cured of their illness by the doctor.,1.0,The patient was cured by the doctor's treatment.,1.0,The doctor's cure for the patient's illness was successful.,0.75,6.1,0.9
cure,person,ARG0,,0.75,,0.75,,0.75,,0.75,,0.75,3.2,0.75
cure,person,ARG1,The doctor cured the patient.,1.0,The nurse cured the patient.,0.75,The patient cured the disease.,1.0,The patient cured the illness.,1.0,The patient cured the infection.,1.0,5.6,0.95
cure,physician,ARG0,The physician cured the patient.,0.75,The physician cured the disease.,0.75,The physician cured the illness.,0.75,The physician cured the ailment.,0.75,The physician cured the affliction.,0.75,6.7,0.75
cure,physician,ARG1,The physician cured the patient.,0.75,The physician cured the disease.,0.75,The physician cured the illness.,0.75,The physician cured the ailment.,0.75,The physician cured the affliction.,0.75,3.1,0.75
cure,saint,ARG0,The cure for the sickness was found by the saint.,0.75,The saint cured the sickness.,0.75,The saint's cure was effective.,0.75,The cure was discovered by the saint.,0.75,The saint's cure was a miracle.,0.75,3.7,0.75
cure,saint,ARG1,The cure for the sickness was found by the saint.,0.75,The saint cured the sickness.,0.75,The saint's cure was effective.,0.75,The cure was discovered by the saint.,0.75,The saint's cure was a miracle.,0.75,2.3,0.75
cure,soldier,ARG0,The cure for the soldier's illness was effective.,0.75,The cure for the soldier's injury was successful.,0.75,The cure for the soldier's disease was successful.,0.75,The cure for the soldier's condition was effective.,0.75,The cure for the soldier's ailment was successful.,0.75,3,0.75
cure,soldier,ARG1,The cure for the soldier's illness was effective.,0.75,The cure for the soldier's injury was successful.,0.75,The cure for the soldier's disease was successful.,0.75,The cure for the soldier's condition was effective.,0.75,The cure for the soldier's ailment was successful.,0.75,4.3,0.75
cure,treatment,ARG0,The cure for the disease is the treatment.,1.0,The cure for the illness is the remedy.,0.75,The cure for the ailment is the medicine.,0.75,The cure for the affliction is the therapy.,0.75,The cure for the condition is the treatment.,1.0,5.8,0.85
cure,treatment,ARG1,The cure for the disease is the treatment.,1.0,The cure for the illness is the remedy.,0.75,The cure for the ailment is the medicine.,0.75,The cure for the affliction is the therapy.,0.75,The cure for the condition is the treatment.,1.0,1.3,0.85
cure,veterinarian,ARG0,The veterinarian cured the sick dog.,1.0,The veterinarian cured the ailing cat.,0.75,The veterinarian cured the infected rabbit.,0.75,The veterinarian cured the sick horse.,0.75,The veterinarian cured the sick parrot.,0.75,6.4,0.8
cure,veterinarian,ARG1,The veterinarian cured the sick dog.,0.75,The veterinarian cured the ailing cat.,0.75,The veterinarian cured the infected rabbit.,0.75,The veterinarian cured the sick horse.,0.75,The veterinarian cured the sick parrot.,0.75,3.3,0.75
describe,boy,ARG0,The boy described the dog as a loyal companion.,0.75,The boy described the park as a place to play.,0.75,The boy described the book as a source of knowledge.,0.75,The boy described the movie as a thrilling adventure.,0.75,The boy described the city as a bustling metropolis.,0.75,6.2,0.75
describe,boy,ARG1,The boy described the dog as a loyal companion.,0.75,The boy described the park as a place to play.,0.75,The boy described the book as a source of knowledge.,0.75,The boy described the movie as a thrilling adventure.,0.75,The boy described the city as a bustling metropolis.,0.75,5.8,0.75
describe,cashier,ARG0,The cashier described the new menu items to the customers.,0.75,The cashier described the prices of the items to the customers.,0.75,The cashier described the availability of the items to the customers.,0.75,The cashier described the nutritional information of the items to the customers.,0.75,The cashier described the taste of the items to the customers.,0.75,4.7,0.75
describe,cashier,ARG1,The cashier described the new menu to the customers.,0.75,The cashier described the prices of the items to the customers.,0.75,The cashier described the availability of the items to the customers.,0.75,The cashier described the discounts offered on the items to the customers.,0.75,The cashier described the promotions available to the customers.,0.75,3.2,0.75
describe,explorer,ARG0,The explorer described the vastness of the desert.,0.75,The explorer described the beauty of the mountain.,0.75,The explorer described the history of the city.,0.75,The explorer described the culture of the people.,0.75,The explorer described the natural wonders of the world.,0.75,6.9,0.75
describe,explorer,ARG1,The explorer described the vastness of the desert.,0.75,The explorer described the beauty of the mountain.,0.75,The explorer described the history of the city.,0.75,The explorer described the culture of the people.,0.75,The explorer described the natural wonders of the world.,0.75,3.9,0.75
describe,necklace,ARG0,The necklace is beautiful.,1.0,The necklace is made of gold.,0.75,The necklace is adorned with precious stones.,0.75,The necklace is a family heirloom.,0.75,The necklace is a symbol of love.,0.75,1.2,0.8
describe,necklace,ARG1,The necklace is beautifully crafted.,0.75,The necklace is made of high-quality materials.,0.75,The necklace is a perfect gift for a special occasion.,0.75,The necklace is a timeless piece that will never go out of style.,1.0,The necklace is a symbol of love and commitment.,0.75,5.9,0.8
describe,person,ARG0,The person described the situation.,0.75,The person described the problem.,0.75,The person described the solution.,0.75,The person described the plan.,0.75,The person described the outcome.,0.75,6.5,0.75
describe,person,ARG1,The person described the situation.,0.75,The person described the problem.,0.75,The person described the solution.,0.75,The person described the plan.,0.75,The person described the outcome.,0.75,6.3,0.75
desert,infant,ARG0,"The desert was a harsh environment for the infant, but it was also a place of great beauty.",0.75,"The infant was lost in the desert, but it was also a place of great danger.",0.75,"The desert was a place of great mystery for the infant, but it was also a place of great wonder.",0.75,"The infant was a survivor of the desert, but it was also a place of great challenge.",0.75,"The desert was a place of great beauty for the infant, but it was also a place of great danger.",0.75,1.3,0.75
desert,infant,ARG1,"The desert was a harsh environment for the infant, but it was also a place of great beauty.",0.75,"The infant was lost in the desert, but it was also a place of great danger.",0.75,"The desert was a place of great mystery for the infant, but it was also a place of great wonder.",0.75,"The infant was a survivor of the desert, but it was also a place of great challenge.",0.75,"The desert was a place of great beauty for the infant, but it was also a place of great danger.",0.75,2.7,0.75
desert,turtle,ARG0,The turtle deserted the beach.,0.75,The turtle deserted the island.,0.75,The turtle deserted the jungle.,0.75,The turtle deserted the forest.,0.75,The turtle deserted the city.,0.75,1.6,0.75
desert,turtle,ARG1,The turtle deserted the beach.,0.75,The turtle deserted the island.,0.75,The turtle deserted the jungle.,0.75,The turtle deserted the forest.,0.75,The turtle deserted the city.,0.75,2.7,0.75
desert,wife,ARG0,My wife deserted me for another man.,0.75,,1.0,,1.0,,1.0,,1.0,3.1,0.95
desert,wife,ARG1,My wife deserted me for another man.,0.75,,0.75,,0.75,,0.75,,0.75,4.4,0.75
devour,carrot,ARG0,The wolf devoured the carrot.,0.75,The carrot was devoured by the wolf.,0.75,The wolf devoured the carrot with great enthusiasm.,0.75,The carrot was devoured by the wolf with great speed.,0.75,The wolf devoured the carrot with a fierce hunger.,0.75,1,0.75
devour,carrot,ARG1,The wolf devoured the carrot.,0.75,The carrot was devoured by the wolf.,0.75,The wolf devoured the carrot with great enthusiasm.,0.75,The carrot was devoured by the wolf with great speed.,0.75,The wolf devoured the carrot with a fierce hunger.,0.75,5.7,0.75
devour,cookie,ARG0,The dog devoured the cookie.,0.75,The cookie was devoured by the dog.,0.75,The cookie was devoured by the hungry dog.,0.75,The hungry dog devoured the cookie.,0.75,The dog devoured the delicious cookie.,0.75,1,0.75
devour,cookie,ARG1,The dog devoured the cookie.,0.75,,0.75,,0.75,,0.75,,0.75,6.7,0.75
devour,fish,ARG0,The shark devoured the fish.,1.0,The fish were devoured by the shark.,0.75,The shark devoured the fish whole.,1.0,The fish were devoured in one bite.,0.75,The shark devoured the fish in a single gulp.,0.75,3.9,0.85
