predicate,argument,sentence 1,sub-fit score 1,sentence 2,sub-fit score 2,sentence 3,sub-fit score 3,sentence 4,sub-fit score 4,sentence 5,sub-fit score 5,actual_fit,exp_fit
wrap,ribbon,The ribbon wrapped around the gift.,0.8,The ribbon wrapped the gift.,0.8,The ribbon wrapped itself around the gift.,0.8,The ribbon wrapped the gift with itself.,0.8,The ribbon wrapped the gift in itself.,0.5,5.3,0.74
wrap,scissors,The scissors wrapped the paper.,0.8,The paper was wrapped with scissors.,0.5,The scissors wrapped the package.,0.8,The package was wrapped with scissors.,0.8,The scissors wrapped the gift.,0.5,4.4,0.68
call,radio,Call the radio to report the news.,0.8,Call the radio to play the latest song.,0.8,Call the radio to request a song.,0.8,Call the radio to request a weather report.,0.8,Call the radio to request a sports update.,0.8,2.5,0.8
call,megaphone,The teacher called on the student with the megaphone to answer the question.,0.5,,0.5,The firefighter called the fire station with the megaphone to report the fire.,0.5,The chef called the waiter with the megaphone to order more ingredients.,0.5,,0.5,3.4,0.5
call,telephone,Call the telephone to make a call.,0.8,Call the telephone to receive a call.,0.8,Call the telephone to send a message.,0.8,Call the telephone to check the number.,0.8,Call the telephone to change the settings.,0.8,6.9,0.8
call,can,The phone can be used to call someone.,0.5,The can can be used to call someone.,0.5,The can can be used to call someone.,0.5,The can can be used to call someone.,0.5,The can can be used to call someone.,0.5,1.4,0.5
call,voice,The voice on the other end of the line called out to me.,0.5,The voice on the phone called my name.,0.5,The voice on the radio called out to me.,0.5,The voice on the TV called out to me.,0.5,The voice on the computer called out to me.,0.5,6.8,0.5
call,paper,,0.5,,0.5,,0.5,,0.5,,0.5,2.5,0.5
call,note,Call the note to get a reply.,0.5,Call the note to get a response.,0.5,Call the note to get a response from the other side.,0.5,Call the note to get a response from the other side of the line.,0.5,"Call the note to get a response from the other side of the line, and then hang up.",0.5,2.7,0.5
call,computer,Call the computer to come to my office.,0.5,Call the computer to help me with my work.,0.5,Call the computer to tell me the time.,0.8,Call the computer to play a game with me.,0.5,Call the computer to show me a video.,0.8,4.8,0.62
attract,beauty,,0.5,,0.5,,0.5,,0.5,,0.5,6.8,0.5
attract,scent,The scent of the perfume attracted me to the store.,0.5,The scent of the flowers attracted me to the park.,0.5,,0.5,,0.5,,0.5,5.6,0.5
attract,humour,,0.5,,0.5,,0.5,,0.5,,0.5,6,0.5
attract,force,The force of gravity attracts the Earth to the Sun.,0.5,The force of magnetism attracts the North Pole to the South Pole.,0.5,The force of friction attracts the particles in a solid to the surface.,0.8,The force of electricity attracts the positive charges to the negative charges.,0.8,The force of gravity attracts the planets to the Sun.,0.8,1.8,0.68
attract,intelligence,,0.5,The speaker's intelligence was the instrument that attracted the audience's attention.,0.8,The speaker's intelligence was the instrument that attracted the attention of the audience.,0.8,"The speaker's intelligence was the instrument that attracted the attention of the audience, and it was evident in their words.",0.8,"The speaker's intelligence was the instrument that attracted the attention of the audience, and it was evident in their words, and it was the reason why the audience was so captivated by their words.",0.8,5.9,0.74
attract,money,The company's new marketing strategy attracted a lot of money to the company.,0.75,The new product attracted a lot of money to the company.,0.8,The company's new advertising campaign attracted a lot of money to the company.,0.8,The company's new partnership attracted a lot of money to the company.,0.8,The company's new investment attracted a lot of money to the company.,0.8,4.8,0.79
wash,water,The water washed the dishes.,0.8,The dishes were washed with water.,1.0,The water was used to wash the dishes.,0.8,The dishes were washed with the water.,0.8,The water was used to wash the dishes with.,0.8,7,0.84
wash,soap,I washed my hands with soap.,1.0,The soap washed the dishes.,0.5,The soap washed the car.,0.5,The soap washed the dog.,0.5,The soap washed the cat.,0.5,6.5,0.6
wash,detergent,I used detergent to wash the car.,0.8,The detergent washed the car.,0.5,The car was washed with detergent.,0.8,Detergent was used to wash the car.,0.8,The car was washed with detergent.,0.8,6.3,0.74
wash,paper,The paper washed easily in the washing machine.,0.8,The paper washed well in the washing machine.,0.8,The paper washed cleanly in the washing machine.,0.8,The paper washed thoroughly in the washing machine.,0.5,The paper washed effectively in the washing machine.,0.8,1.5,0.74
wash,vinegar,Wash the dishes with vinegar as an instrument.,0.5,Use vinegar as an instrument to wash the car.,0.5,Wash the clothes with vinegar as an instrument.,0.5,Wash the face with vinegar as an instrument.,0.5,Wash the hands with vinegar as an instrument.,0.5,2.8,0.5
wash,bleach,Wash the dishes with bleach.,0.8,Use bleach to wash the car.,0.8,Wash the clothes with bleach.,0.8,Wash the hands with bleach.,0.8,Wash the face with bleach.,0.8,4.8,0.8
time,sundial,,0.5,The time was shown by the sundial.,0.5,The sundial indicated the time.,0.5,The time was indicated by the sundial.,0.8,,0.5,2.3,0.56
time,stopwatch,The stopwatch showed 10 minutes on the time.,0.5,The stopwatch showed 20 seconds on the time.,0.5,The stopwatch showed 30 seconds on the time.,0.5,The stopwatch showed 40 seconds on the time.,0.5,The stopwatch showed 50 seconds on the time.,0.5,6.5,0.5
time,clock,The clock showed 12:00 PM.,0.5,The clock ticked away at a steady pace.,0.5,The clock's hands moved smoothly.,0.5,The clock's face was perfectly aligned.,0.5,The clock's mechanism was well-oiled.,0.5,6.6,0.5
time,hourglass,The hourglass was used to measure time.,0.5,The hourglass was used to keep track of time.,0.75,The hourglass was used to tell the time.,0.5,The hourglass was used to measure the passage of time.,0.5,The hourglass was used to keep time.,0.5,2.7,0.55
time,sun,,0.0,,0.0,,0.0,,0.0,,0.0,2.4,0.0
time,watch,I watch the time on my watch.,0.8,The watch on my wrist shows the time.,0.5,,0.5,The watch in my pocket is ticking away the time.,0.5,,0.5,6.8,0.56
inflate,air,The balloon inflated with air.,1.0,The tire inflated with air.,1.0,The car inflated with air.,1.0,The air inflated the balloon.,1.0,The air inflated the tire.,1.0,6.6,1.0
inflate,water,The balloon inflated with water.,0.8,,0.8,,0.8,,0.8,,0.8,2.8,0.8
inflate,helium,The balloon inflated with helium.,1.0,The balloon was inflated with helium.,1.0,The balloon will be inflated with helium.,1.0,The balloon had been inflated with helium.,1.0,The balloon had inflated with helium.,1.0,6,1.0
inflate,smoke,,0.5,The balloon inflated by the smoke.,0.5,,0.5,,0.5,,0.5,1.9,0.5
inflate,pump,The pump inflated the tire.,0.8,,0.8,,0.8,,0.8,,0.8,5.8,0.8
inflate,lungs,,0.5,,0.5,,0.5,,0.5,,0.5,5.7,0.5
inflate,generator,The generator inflated the tire.,0.5,The tire was inflated by the generator.,0.5,The generator inflated the balloon.,0.8,The balloon was inflated by the generator.,0.8,The generator inflated the airplane.,0.5,3.5,0.62
signal,password,The password signal was intercepted by the security team.,0.5,The signal password was used to access the secure server.,0.5,The password signal was transmitted over the secure channel.,0.5,The signal password was used to unlock the secure door.,0.5,The password signal was used to activate the secure system.,0.8,3.5,0.56
signal,flag,The flag signaling the start of the race was waved by the referee.,0.8,The flag was raised as a signal to the runner to start.,0.8,The flag was used as a signal to indicate the end of the race.,0.8,The flag was waved as a signal to the other runners to stop.,0.8,The flag was used as a signal to indicate the winner of the race.,0.8,4.6,0.8
signal,light,The light signal is used to signal the driver to stop.,0.8,The light signal is used to signal the pedestrian to cross the road.,0.8,The light signal is used to signal the traffic to slow down.,0.8,The light signal is used to signal the traffic to stop.,0.8,The light signal is used to signal the pedestrian to stop.,0.8,4.7,0.8
signal,nod,The signal to nod was clear.,0.5,The nod was a signal to stop.,0.5,The nod was a signal to start.,0.5,The nod was a signal to proceed.,0.5,The nod was a signal to slow down.,0.8,5.9,0.56
signal,cough,,0.5,,0.5,,0.5,,0.5,,0.5,4,0.5
signal,hand,The signal from the hand was weak.,0.5,The hand signal was clear.,0.8,The signal from the hand was loud.,0.5,The hand signal was subtle.,0.5,The signal from the hand was strong.,0.8,6.5,0.62
vandalize,knife,The vandal used a knife to vandalize the building.,0.8,The vandal used a knife to vandalize the street.,0.8,The vandal used a knife to vandalize the park.,0.8,The vandal used a knife to vandalize the city.,0.8,The vandal used a knife to vandalize the country.,0.8,4.3,0.8
vandalize,paint,,0.5,The vandalism of the painting was a deliberate act of destruction.,0.5,,0.5,The vandalism of the painting was a form of protest against the art world.,0.5,The vandalism of the painting was a prank that backfired.,0.5,6,0.5
